p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
6.781725e-07,8.400000e-01,1.136245e-03,6.757846e-04,2.227993e+00,3.460000e+02,0.000000e+00,1.939824e-01,1.000000e+00
6.963822e-07,8.500000e-01,1.177310e-03,6.758752e-04,2.228298e+00,3.460109e+02,0.000000e+00,1.941701e-01,1.000000e+00
7.150808e-07,8.600000e-01,1.219354e-03,6.759682e-04,2.228612e+00,3.460222e+02,0.000000e+00,1.943628e-01,1.000000e+00
7.342815e-07,8.750000e-01,1.280611e-03,6.760637e-04,2.228934e+00,3.460337e+02,0.000000e+00,1.945606e-01,1.000000e+00
7.539977e-07,8.850000e-01,1.328822e-03,6.761618e-04,2.229264e+00,3.460456e+02,0.000000e+00,1.947638e-01,1.000000e+00
7.742434e-07,8.950000e-01,1.374385e-03,6.762625e-04,2.229604e+00,3.460577e+02,0.000000e+00,1.949724e-01,1.000000e+00
7.950326e-07,9.100000e-01,1.440694e-03,6.763660e-04,2.229952e+00,3.460702e+02,0.000000e+00,1.951867e-01,1.000000e+00
8.163801e-07,9.200000e-01,1.492828e-03,6.764722e-04,2.230310e+00,3.460830e+02,0.000000e+00,1.954067e-01,1.000000e+00
8.383008e-07,9.300000e-01,1.542056e-03,6.765812e-04,2.230678e+00,3.460962e+02,0.000000e+00,1.956326e-01,1.000000e+00
8.608101e-07,9.450000e-01,1.617902e-03,6.766932e-04,2.231055e+00,3.461097e+02,0.000000e+00,1.958645e-01,1.000000e+00
8.839238e-07,9.550000e-01,1.669837e-03,6.768082e-04,2.231443e+00,3.461236e+02,0.000000e+00,1.961027e-01,1.000000e+00
9.076581e-07,9.700000e-01,1.749793e-03,6.769263e-04,2.231841e+00,3.461379e+02,0.000000e+00,1.963473e-01,1.000000e+00
9.320297e-07,9.800000e-01,1.804508e-03,6.770475e-04,2.232250e+00,3.461525e+02,0.000000e+00,1.965984e-01,1.000000e+00
9.570557e-07,9.950000e-01,1.888685e-03,6.771720e-04,2.232669e+00,3.461676e+02,0.000000e+00,1.968563e-01,1.000000e+00
9.827536e-07,1.010000e+00,1.975446e-03,6.772998e-04,2.233100e+00,3.461830e+02,0.000000e+00,1.971211e-01,1.000000e+00
1.009142e-06,1.020000e+00,2.034767e-03,6.774311e-04,2.233543e+00,3.461988e+02,0.000000e+00,1.973931e-01,1.000000e+00
1.036238e-06,1.035000e+00,2.125927e-03,6.775659e-04,2.233997e+00,3.462151e+02,0.000000e+00,1.976723e-01,1.000000e+00
1.064062e-06,1.050000e+00,2.219778e-03,6.777043e-04,2.234464e+00,3.462318e+02,0.000000e+00,1.979590e-01,1.000000e+00
1.092634e-06,1.065000e+00,2.310924e-03,6.778465e-04,2.234943e+00,3.462490e+02,0.000000e+00,1.982534e-01,1.000000e+00
1.121972e-06,1.075000e+00,2.382327e-03,6.779924e-04,2.235435e+00,3.462666e+02,0.000000e+00,1.985558e-01,1.000000e+00
1.152098e-06,1.090000e+00,2.483556e-03,6.781423e-04,2.235940e+00,3.462847e+02,0.000000e+00,1.988662e-01,1.000000e+00
1.183033e-06,1.105000e+00,2.587623e-03,6.782962e-04,2.236459e+00,3.463033e+02,0.000000e+00,1.991850e-01,1.000000e+00
1.214799e-06,1.120000e+00,2.694570e-03,6.784542e-04,2.236991e+00,3.463224e+02,0.000000e+00,1.995123e-01,1.000000e+00
1.247417e-06,1.135000e+00,2.804437e-03,6.786165e-04,2.237538e+00,3.463420e+02,0.000000e+00,1.998485e-01,1.000000e+00
1.280912e-06,1.150000e+00,2.917264e-03,6.787831e-04,2.238100e+00,3.463621e+02,0.000000e+00,2.001936e-01,1.000000e+00
1.315306e-06,1.165000e+00,3.033094e-03,6.789543e-04,2.238677e+00,3.463828e+02,0.000000e+00,2.005481e-01,1.000000e+00
1.350623e-06,1.180000e+00,3.151967e-03,6.791300e-04,2.239269e+00,3.464040e+02,0.000000e+00,2.009120e-01,1.000000e+00
1.386889e-06,1.195000e+00,3.273924e-03,6.793104e-04,2.239877e+00,3.464258e+02,0.000000e+00,2.012857e-01,1.000000e+00
1.424128e-06,1.210000e+00,3.399006e-03,6.794956e-04,2.240502e+00,3.464482e+02,0.000000e+00,2.016695e-01,1.000000e+00
1.462368e-06,1.225000e+00,3.527256e-03,6.796859e-04,2.241143e+00,3.464711e+02,0.000000e+00,2.020635e-01,1.000000e+00
1.501634e-06,1.245000e+00,3.695681e-03,6.798812e-04,2.241801e+00,3.464947e+02,0.000000e+00,2.024682e-01,1.000000e+00
1.541954e-06,1.260000e+00,3.838899e-03,6.800818e-04,2.242478e+00,3.465190e+02,0.000000e+00,2.028837e-01,1.000000e+00
1.583358e-06,1.275000e+00,3.977995e-03,6.802878e-04,2.243172e+00,3.465438e+02,0.000000e+00,2.033103e-01,1.000000e+00
1.625872e-06,1.290000e+00,4.120440e-03,6.804993e-04,2.243885e+00,3.465694e+02,0.000000e+00,2.037484e-01,1.000000e+00
1.669529e-06,1.310000e+00,4.315438e-03,6.807165e-04,2.244617e+00,3.465956e+02,0.000000e+00,2.041983e-01,1.000000e+00
1.714357e-06,1.325000e+00,4.465846e-03,6.809395e-04,2.245369e+00,3.466225e+02,0.000000e+00,2.046603e-01,1.000000e+00
1.760390e-06,1.345000e+00,4.671572e-03,6.811685e-04,2.246141e+00,3.466502e+02,0.000000e+00,2.051346e-01,1.000000e+00
1.807658e-06,1.360000e+00,4.830173e-03,6.814036e-04,2.246933e+00,3.466786e+02,0.000000e+00,2.056217e-01,1.000000e+00
1.856196e-06,1.380000e+00,5.046931e-03,6.816451e-04,2.247747e+00,3.467078e+02,0.000000e+00,2.061219e-01,1.000000e+00
1.906037e-06,1.395000e+00,5.213957e-03,6.818931e-04,2.248583e+00,3.467377e+02,0.000000e+00,2.066355e-01,1.000000e+00
1.957216e-06,1.415000e+00,5.442051e-03,6.821477e-04,2.249441e+00,3.467685e+02,0.000000e+00,2.071629e-01,1.000000e+00
2.009769e-06,1.435000e+00,5.666879e-03,6.824091e-04,2.250323e+00,3.468000e+02,0.000000e+00,2.077045e-01,1.000000e+00
2.063734e-06,1.450000e+00,5.857479e-03,6.826776e-04,2.251227e+00,3.468324e+02,0.000000e+00,2.082606e-01,1.000000e+00
2.119147e-06,1.470000e+00,6.103996e-03,6.829533e-04,2.252157e+00,3.468657e+02,0.000000e+00,2.088316e-01,1.000000e+00
2.176048e-06,1.490000e+00,6.357392e-03,6.832363e-04,2.253111e+00,3.468999e+02,0.000000e+00,2.094180e-01,1.000000e+00
2.234478e-06,1.510000e+00,6.617768e-03,6.835270e-04,2.254091e+00,3.469350e+02,0.000000e+00,2.100201e-01,1.000000e+00
2.294476e-06,1.530000e+00,6.885224e-03,6.838255e-04,2.255097e+00,3.469711e+02,0.000000e+00,2.106383e-01,1.000000e+00
2.356085e-06,1.550000e+00,7.148349e-03,6.841320e-04,2.256130e+00,3.470081e+02,0.000000e+00,2.112732e-01,1.000000e+00
2.419348e-06,1.570000e+00,7.429975e-03,6.844467e-04,2.257191e+00,3.470461e+02,0.000000e+00,2.119252e-01,1.000000e+00
2.484311e-06,1.590000e+00,7.718986e-03,6.847699e-04,2.258280e+00,3.470851e+02,0.000000e+00,2.125946e-01,1.000000e+00
2.551017e-06,1.610000e+00,8.027909e-03,6.851017e-04,2.259399e+00,3.471252e+02,0.000000e+00,2.132820e-01,1.000000e+00
2.619514e-06,1.630000e+00,8.332315e-03,6.854425e-04,2.260548e+00,3.471664e+02,0.000000e+00,2.139879e-01,1.000000e+00
2.689851e-06,1.650000e+00,8.644425e-03,6.857924e-04,2.261727e+00,3.472086e+02,0.000000e+00,2.147127e-01,1.000000e+00
2.762077e-06,1.670000e+00,8.964347e-03,6.861517e-04,2.262938e+00,3.472520e+02,0.000000e+00,2.154569e-01,1.000000e+00
2.836241e-06,1.695000e+00,9.360792e-03,6.865207e-04,2.264182e+00,3.472966e+02,0.000000e+00,2.162212e-01,1.000000e+00
2.912398e-06,1.715000e+00,9.712389e-03,6.868996e-04,2.265459e+00,3.473423e+02,0.000000e+00,2.170060e-01,1.000000e+00
2.990599e-06,1.735000e+00,1.005838e-02,6.872886e-04,2.266770e+00,3.473893e+02,0.000000e+00,2.178118e-01,1.000000e+00
3.070899e-06,1.760000e+00,1.050146e-02,6.876881e-04,2.268117e+00,3.474376e+02,0.000000e+00,2.186393e-01,1.000000e+00
3.153356e-06,1.780000e+00,1.086615e-02,6.880983e-04,2.269500e+00,3.474871e+02,0.000000e+00,2.194891e-01,1.000000e+00
3.238027e-06,1.805000e+00,1.133278e-02,6.885195e-04,2.270920e+00,3.475380e+02,0.000000e+00,2.203616e-01,1.000000e+00
3.324972e-06,1.825000e+00,1.171671e-02,6.889521e-04,2.272378e+00,3.475902e+02,0.000000e+00,2.212575e-01,1.000000e+00
3.414251e-06,1.850000e+00,1.220757e-02,6.893962e-04,2.273875e+00,3.476438e+02,0.000000e+00,2.221776e-01,1.000000e+00
3.505927e-06,1.875000e+00,1.271214e-02,6.898523e-04,2.275412e+00,3.476989e+02,0.000000e+00,2.231223e-01,1.000000e+00
3.600065e-06,1.895000e+00,1.312709e-02,6.903206e-04,2.276991e+00,3.477555e+02,0.000000e+00,2.240924e-01,1.000000e+00
3.696731e-06,1.920000e+00,1.365695e-02,6.908015e-04,2.278612e+00,3.478136e+02,0.000000e+00,2.250885e-01,1.000000e+00
3.795992e-06,1.945000e+00,1.420112e-02,6.912953e-04,2.280276e+00,3.478732e+02,0.000000e+00,2.261114e-01,1.000000e+00
3.897918e-06,1.970000e+00,1.475981e-02,6.918024e-04,2.281985e+00,3.479344e+02,0.000000e+00,2.271617e-01,1.000000e+00
4.002582e-06,1.995000e+00,1.533322e-02,6.923231e-04,2.283741e+00,3.479973e+02,0.000000e+00,2.282403e-01,1.000000e+00
4.110055e-06,2.020000e+00,1.592160e-02,6.928202e-04,2.285424e+00,3.480605e+02,0.000000e+00,2.287964e-01,1.000000e+00
4.220415e-06,2.045000e+00,1.652514e-02,6.933289e-04,2.287147e+00,3.481253e+02,0.000000e+00,2.293429e-01,1.000000e+00
4.333738e-06,2.070000e+00,1.714407e-02,6.938514e-04,2.288917e+00,3.481918e+02,0.000000e+00,2.299040e-01,1.000000e+00
4.450103e-06,2.095000e+00,1.777861e-02,6.943878e-04,2.290734e+00,3.482602e+02,0.000000e+00,2.304803e-01,1.000000e+00
4.569593e-06,2.125000e+00,1.853690e-02,6.949387e-04,2.292600e+00,3.483303e+02,0.000000e+00,2.310720e-01,1.000000e+00
4.692292e-06,2.150000e+00,1.922808e-02,6.955043e-04,2.294516e+00,3.484024e+02,0.000000e+00,2.316796e-01,1.000000e+00
4.818285e-06,2.175000e+00,1.991395e-02,6.960851e-04,2.296483e+00,3.484764e+02,0.000000e+00,2.323035e-01,1.000000e+00
4.947661e-06,2.205000e+00,2.075589e-02,6.966816e-04,2.298504e+00,3.485523e+02,0.000000e+00,2.329442e-01,1.000000e+00
