p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
7.318924e-09,1.591000e+01,4.227578e-02,3.701038e-06,1.072486e-02,3.120000e+02,0.000000e+00,5.235007e-03,1.000000e+00
7.605042e-09,1.620500e+01,4.467381e-02,3.772786e-06,1.093409e-02,3.120150e+02,0.000000e+00,5.235007e-03,1.000000e+00
7.902346e-09,1.648500e+01,4.704829e-02,3.847340e-06,1.115150e-02,3.120305e+02,0.000000e+00,5.235007e-03,1.000000e+00
8.211272e-09,1.675500e+01,4.941455e-02,3.924807e-06,1.137741e-02,3.120467e+02,0.000000e+00,5.235007e-03,1.000000e+00
8.532274e-09,1.701000e+01,5.175193e-02,4.005303e-06,1.161215e-02,3.120635e+02,0.000000e+00,5.235007e-03,1.000000e+00
8.865826e-09,1.725500e+01,5.407671e-02,4.088946e-06,1.185606e-02,3.120810e+02,0.000000e+00,5.235007e-03,1.000000e+00
9.212417e-09,1.749500e+01,5.643983e-02,4.175859e-06,1.210952e-02,3.120991e+02,0.000000e+00,5.235007e-03,1.000000e+00
9.572558e-09,1.772000e+01,5.874137e-02,4.266170e-06,1.237287e-02,3.121180e+02,0.000000e+00,5.235007e-03,1.000000e+00
9.946777e-09,1.794000e+01,6.106560e-02,4.360011e-06,1.264653e-02,3.121376e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.033563e-08,1.814500e+01,6.333279e-02,4.457520e-06,1.293088e-02,3.121580e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.073968e-08,1.835000e+01,6.565931e-02,4.558842e-06,1.322635e-02,3.121791e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.115952e-08,1.854000e+01,6.791952e-02,4.664124e-06,1.353337e-02,3.122011e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.159578e-08,1.872500e+01,7.018898e-02,4.773523e-06,1.385239e-02,3.122239e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.204909e-08,1.890000e+01,7.241844e-02,4.887198e-06,1.418389e-02,3.122477e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.252013e-08,1.907000e+01,7.466018e-02,5.005316e-06,1.452834e-02,3.122723e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.300958e-08,1.923000e+01,7.685391e-02,5.128053e-06,1.488626e-02,3.122980e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.351816e-08,1.938500e+01,7.905385e-02,5.255587e-06,1.525817e-02,3.123246e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.404662e-08,1.953000e+01,8.119774e-02,5.388108e-06,1.564462e-02,3.123523e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.459575e-08,1.967000e+01,8.334162e-02,5.525809e-06,1.604618e-02,3.123810e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.516634e-08,1.980000e+01,8.542142e-02,5.668893e-06,1.646343e-02,3.124109e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.575923e-08,1.993000e+01,8.754702e-02,5.817570e-06,1.689700e-02,3.124419e+02,0.000000e+00,5.235007e-03,1.000000e+00
1.637531e-08,2.004500e+01,8.955970e-02,5.972060e-06,1.734752e-02,3.124742e+02,0.000000e+00,5.235007e-03,1.000000e+00
