p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.095542e-15,3.000000e+01,5.769202e-07,7.532701e-12,9.210316e+02,0.000000e+00
1.200213e-15,3.000000e+01,6.300109e-07,8.225935e-12,9.211461e+02,0.000000e+00
1.314883e-15,3.000000e+01,6.881733e-07,8.985403e-12,9.212716e+02,0.000000e+00
1.440510e-15,3.000000e+01,7.518919e-07,9.817431e-12,9.214090e+02,0.000000e+00
1.578140e-15,3.000000e+01,8.216974e-07,1.072895e-11,9.215595e+02,0.000000e+00
1.728919e-15,3.000000e+01,8.981712e-07,1.172756e-11,9.217244e+02,0.000000e+00
1.894103e-15,3.000000e+01,9.819502e-07,1.282158e-11,9.219051e+02,0.000000e+00
2.075070e-15,3.000000e+01,1.073732e-06,1.402013e-11,9.221030e+02,0.000000e+00
2.273326e-15,3.000000e+01,1.174281e-06,1.533319e-11,9.223198e+02,0.000000e+00
2.490525e-15,3.000000e+01,1.284434e-06,1.677170e-11,9.225574e+02,0.000000e+00
2.728475e-15,3.000000e+01,1.405109e-06,1.834764e-11,9.228177e+02,0.000000e+00
2.989159e-15,3.000000e+01,1.537310e-06,2.007416e-11,9.231028e+02,0.000000e+00
3.274750e-15,3.000000e+01,1.682138e-06,2.196563e-11,9.234151e+02,0.000000e+00
3.587627e-15,3.000000e+01,1.840799e-06,2.403782e-11,9.237573e+02,0.000000e+00
3.930396e-15,3.000000e+01,2.014612e-06,2.630799e-11,9.241322e+02,0.000000e+00
4.305915e-15,3.000000e+01,2.205026e-06,2.879505e-11,9.245430e+02,0.000000e+00
4.717311e-15,3.000000e+01,2.413623e-06,3.151974e-11,9.249929e+02,0.000000e+00
5.168013e-15,3.000000e+01,2.487751e-06,3.248127e-11,9.250938e+02,0.000000e+00
5.661776e-15,3.000000e+01,2.524840e-06,3.296555e-11,9.250940e+02,0.000000e+00
6.202715e-15,3.000000e+01,2.565474e-06,3.349610e-11,9.250942e+02,0.000000e+00
6.795335e-15,3.000000e+01,2.609989e-06,3.407733e-11,9.250944e+02,0.000000e+00
7.444576e-15,3.000000e+01,2.658757e-06,3.471410e-11,9.250947e+02,0.000000e+00
8.155847e-15,3.000000e+01,2.712185e-06,3.541171e-11,9.250949e+02,0.000000e+00
8.935074e-15,3.000000e+01,2.770717e-06,3.617597e-11,9.250953e+02,0.000000e+00
9.788750e-15,3.000000e+01,2.834842e-06,3.701324e-11,9.250956e+02,0.000000e+00
1.072399e-14,3.000000e+01,2.905093e-06,3.793052e-11,9.250960e+02,0.000000e+00
1.174858e-14,3.000000e+01,2.982055e-06,3.893543e-11,9.250964e+02,0.000000e+00
1.287107e-14,3.000000e+01,3.066371e-06,4.003635e-11,9.250968e+02,0.000000e+00
1.410080e-14,3.000000e+01,3.158742e-06,4.124246e-11,9.250973e+02,0.000000e+00
1.544802e-14,3.000000e+01,3.259938e-06,4.256380e-11,9.250978e+02,0.000000e+00
1.692395e-14,3.000000e+01,3.370802e-06,4.401138e-11,9.250984e+02,0.000000e+00
1.854090e-14,3.000000e+01,3.492258e-06,4.559727e-11,9.250990e+02,0.000000e+00
2.031234e-14,3.000000e+01,3.625318e-06,4.733468e-11,9.250997e+02,0.000000e+00
2.225303e-14,3.000000e+01,3.771090e-06,4.923808e-11,9.251005e+02,0.000000e+00
2.437913e-14,3.000000e+01,3.930788e-06,5.132334e-11,9.251013e+02,0.000000e+00
2.670836e-14,3.000000e+01,4.105744e-06,5.360783e-11,9.251022e+02,0.000000e+00
2.926014e-14,3.000000e+01,4.297414e-06,5.611059e-11,9.251032e+02,0.000000e+00
3.205571e-14,3.000000e+01,4.507396e-06,5.885246e-11,9.251043e+02,0.000000e+00
3.511838e-14,3.000000e+01,4.737438e-06,6.185630e-11,9.251055e+02,0.000000e+00
3.847367e-14,3.000000e+01,4.989457e-06,6.514713e-11,9.251069e+02,0.000000e+00
4.214953e-14,3.000000e+01,5.265553e-06,6.875237e-11,9.251083e+02,0.000000e+00
4.617658e-14,3.000000e+01,5.568025e-06,7.270207e-11,9.251099e+02,0.000000e+00
5.058839e-14,3.000000e+01,5.899392e-06,7.702913e-11,9.251116e+02,0.000000e+00
5.542172e-14,3.000000e+01,6.262416e-06,8.176960e-11,9.251135e+02,0.000000e+00
6.071683e-14,3.000000e+01,6.660119e-06,8.696299e-11,9.251156e+02,0.000000e+00
6.651784e-14,3.000000e+01,7.095814e-06,9.265257e-11,9.251179e+02,0.000000e+00
7.287310e-14,3.000000e+01,7.573130e-06,9.888575e-11,9.251204e+02,0.000000e+00
7.983555e-14,3.000000e+01,8.096043e-06,1.057145e-10,9.251231e+02,0.000000e+00
8.746321e-14,3.000000e+01,8.668906e-06,1.131956e-10,9.251261e+02,0.000000e+00
9.581963e-14,3.000000e+01,9.296491e-06,1.213915e-10,9.251294e+02,0.000000e+00
1.049744e-13,3.000000e+01,9.984024e-06,1.303704e-10,9.251330e+02,0.000000e+00
1.150039e-13,3.000000e+01,1.073723e-05,1.402072e-10,9.251369e+02,0.000000e+00
1.259917e-13,3.000000e+01,1.156238e-05,1.509839e-10,9.251413e+02,0.000000e+00
1.380292e-13,3.000000e+01,1.246634e-05,1.627902e-10,9.251460e+02,0.000000e+00
1.512168e-13,3.000000e+01,1.345664e-05,1.757244e-10,9.251512e+02,0.000000e+00
1.656643e-13,3.000000e+01,1.454153e-05,1.898945e-10,9.251569e+02,0.000000e+00
1.814923e-13,3.000000e+01,1.573003e-05,2.054184e-10,9.251631e+02,0.000000e+00
1.988324e-13,3.000000e+01,1.703203e-05,2.224254e-10,9.251699e+02,0.000000e+00
2.178293e-13,3.000000e+01,1.845837e-05,2.410574e-10,9.251774e+02,0.000000e+00
2.386412e-13,3.000000e+01,2.002092e-05,2.614694e-10,9.251855e+02,0.000000e+00
2.614415e-13,3.000000e+01,2.173268e-05,2.838317e-10,9.251945e+02,0.000000e+00
2.864202e-13,3.000000e+01,2.360788e-05,3.083306e-10,9.252043e+02,0.000000e+00
3.137854e-13,3.000000e+01,2.566213e-05,3.351701e-10,9.252151e+02,0.000000e+00
3.437651e-13,3.000000e+01,2.791251e-05,3.645739e-10,9.252269e+02,0.000000e+00
3.766091e-13,3.000000e+01,3.037772e-05,3.967870e-10,9.252398e+02,0.000000e+00
4.125912e-13,3.000000e+01,3.307826e-05,4.320779e-10,9.252539e+02,0.000000e+00
4.520110e-13,3.000000e+01,3.603657e-05,4.707405e-10,9.252694e+02,0.000000e+00
4.951971e-13,3.000000e+01,3.927723e-05,5.130970e-10,9.252864e+02,0.000000e+00
