p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.097410e-15,3.000000e+01,5.778676e-07,7.545072e-12,9.210337e+02,0.000000e+00
1.204309e-15,3.000000e+01,6.320884e-07,8.253063e-12,9.211506e+02,0.000000e+00
1.321620e-15,3.000000e+01,6.915902e-07,9.030019e-12,9.212789e+02,0.000000e+00
1.450359e-15,3.000000e+01,7.568872e-07,9.882659e-12,9.214197e+02,0.000000e+00
1.591638e-15,3.000000e+01,8.285439e-07,1.081835e-11,9.215742e+02,0.000000e+00
1.746680e-15,3.000000e+01,9.071795e-07,1.184520e-11,9.217438e+02,0.000000e+00
1.916824e-15,3.000000e+01,9.934735e-07,1.297206e-11,9.219299e+02,0.000000e+00
2.103541e-15,3.000000e+01,1.088172e-06,1.420870e-11,9.221341e+02,0.000000e+00
2.308447e-15,3.000000e+01,1.192093e-06,1.556579e-11,9.223583e+02,0.000000e+00
2.533313e-15,3.000000e+01,1.306134e-06,1.705508e-11,9.226042e+02,0.000000e+00
2.780082e-15,3.000000e+01,1.431281e-06,1.868944e-11,9.228741e+02,0.000000e+00
3.050890e-15,3.000000e+01,1.568615e-06,2.048300e-11,9.231703e+02,0.000000e+00
3.348077e-15,3.000000e+01,1.719323e-06,2.245128e-11,9.234953e+02,0.000000e+00
3.674213e-15,3.000000e+01,1.884706e-06,2.461128e-11,9.238520e+02,0.000000e+00
4.032118e-15,3.000000e+01,2.066193e-06,2.698169e-11,9.242435e+02,0.000000e+00
4.424886e-15,3.000000e+01,2.265351e-06,2.958300e-11,9.246731e+02,0.000000e+00
4.855914e-15,3.000000e+01,2.464307e-06,3.217517e-11,9.250937e+02,0.000000e+00
5.328928e-15,3.000000e+01,2.499838e-06,3.263909e-11,9.250938e+02,0.000000e+00
5.848018e-15,3.000000e+01,2.538830e-06,3.314821e-11,9.250940e+02,0.000000e+00
6.417673e-15,3.000000e+01,2.581620e-06,3.370692e-11,9.250943e+02,0.000000e+00
7.042818e-15,3.000000e+01,2.628579e-06,3.432006e-11,9.250945e+02,0.000000e+00
7.728858e-15,3.000000e+01,2.680111e-06,3.499292e-11,9.250948e+02,0.000000e+00
8.481726e-15,3.000000e+01,2.736664e-06,3.573133e-11,9.250951e+02,0.000000e+00
9.307930e-15,3.000000e+01,2.798725e-06,3.654166e-11,9.250954e+02,0.000000e+00
1.021461e-14,3.000000e+01,2.866831e-06,3.743093e-11,9.250958e+02,0.000000e+00
1.120962e-14,3.000000e+01,2.941571e-06,3.840682e-11,9.250961e+02,0.000000e+00
1.230155e-14,3.000000e+01,3.023591e-06,3.947777e-11,9.250966e+02,0.000000e+00
1.349984e-14,3.000000e+01,3.113601e-06,4.065304e-11,9.250970e+02,0.000000e+00
1.481486e-14,3.000000e+01,3.212378e-06,4.194280e-11,9.250976e+02,0.000000e+00
1.625797e-14,3.000000e+01,3.320777e-06,4.335819e-11,9.250981e+02,0.000000e+00
1.784166e-14,3.000000e+01,3.439735e-06,4.491146e-11,9.250988e+02,0.000000e+00
1.957962e-14,3.000000e+01,3.570280e-06,4.661603e-11,9.250994e+02,0.000000e+00
2.148686e-14,3.000000e+01,3.713541e-06,4.848664e-11,9.251002e+02,0.000000e+00
2.357990e-14,3.000000e+01,3.870756e-06,5.053946e-11,9.251010e+02,0.000000e+00
2.587681e-14,3.000000e+01,4.043284e-06,5.279226e-11,9.251019e+02,0.000000e+00
2.839747e-14,3.000000e+01,4.232617e-06,5.526449e-11,9.251029e+02,0.000000e+00
3.116367e-14,3.000000e+01,4.440393e-06,5.797755e-11,9.251040e+02,0.000000e+00
3.419932e-14,3.000000e+01,4.668406e-06,6.095489e-11,9.251052e+02,0.000000e+00
3.753067e-14,3.000000e+01,4.918628e-06,6.422224e-11,9.251065e+02,0.000000e+00
4.118653e-14,3.000000e+01,5.193222e-06,6.780787e-11,9.251079e+02,0.000000e+00
4.519850e-14,3.000000e+01,5.494562e-06,7.174278e-11,9.251095e+02,0.000000e+00
4.960129e-14,3.000000e+01,5.825252e-06,7.606098e-11,9.251112e+02,0.000000e+00
5.443294e-14,3.000000e+01,6.188151e-06,8.079983e-11,9.251131e+02,0.000000e+00
5.973525e-14,3.000000e+01,6.586396e-06,8.600028e-11,9.251152e+02,0.000000e+00
6.555406e-14,3.000000e+01,7.023428e-06,9.170730e-11,9.251175e+02,0.000000e+00
7.193967e-14,3.000000e+01,7.503025e-06,9.797025e-11,9.251200e+02,0.000000e+00
7.894731e-14,3.000000e+01,8.029332e-06,1.048433e-10,9.251228e+02,0.000000e+00
8.663756e-14,3.000000e+01,8.606897e-06,1.123858e-10,9.251258e+02,0.000000e+00
9.507692e-14,3.000000e+01,9.240712e-06,1.206630e-10,9.251291e+02,0.000000e+00
1.043384e-13,3.000000e+01,9.936253e-06,1.297466e-10,9.251328e+02,0.000000e+00
