p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.097789e-15,3.000000e+01,5.780600e-07,7.547585e-12,9.210341e+02,0.000000e+00
1.205141e-15,3.000000e+01,6.325109e-07,8.258579e-12,9.211515e+02,0.000000e+00
1.322991e-15,3.000000e+01,6.922857e-07,9.039102e-12,9.212804e+02,0.000000e+00
1.452366e-15,3.000000e+01,7.579051e-07,9.895951e-12,9.214219e+02,0.000000e+00
1.594392e-15,3.000000e+01,8.299405e-07,1.083659e-11,9.215773e+02,0.000000e+00
1.750306e-15,3.000000e+01,9.090189e-07,1.186922e-11,9.217478e+02,0.000000e+00
1.921468e-15,3.000000e+01,9.958290e-07,1.300282e-11,9.219350e+02,0.000000e+00
2.109367e-15,3.000000e+01,1.091126e-06,1.424728e-11,9.221405e+02,0.000000e+00
2.315641e-15,3.000000e+01,1.195741e-06,1.561343e-11,9.223661e+02,0.000000e+00
2.542086e-15,3.000000e+01,1.310583e-06,1.711318e-11,9.226138e+02,0.000000e+00
2.790674e-15,3.000000e+01,1.436653e-06,1.875959e-11,9.228857e+02,0.000000e+00
3.063573e-15,3.000000e+01,1.575047e-06,2.056700e-11,9.231842e+02,0.000000e+00
3.363158e-15,3.000000e+01,1.726970e-06,2.255116e-11,9.235118e+02,0.000000e+00
3.692039e-15,3.000000e+01,1.893745e-06,2.472934e-11,9.238715e+02,0.000000e+00
4.053081e-15,3.000000e+01,2.076822e-06,2.712053e-11,9.242664e+02,0.000000e+00
4.449429e-15,3.000000e+01,2.277795e-06,2.974555e-11,9.246999e+02,0.000000e+00
4.884536e-15,3.000000e+01,2.466457e-06,3.220324e-11,9.250937e+02,0.000000e+00
5.362191e-15,3.000000e+01,2.502337e-06,3.267172e-11,9.250938e+02,0.000000e+00
5.886557e-15,3.000000e+01,2.541725e-06,3.318601e-11,9.250941e+02,0.000000e+00
6.462199e-15,3.000000e+01,2.584965e-06,3.375060e-11,9.250943e+02,0.000000e+00
7.094133e-15,3.000000e+01,2.632433e-06,3.437039e-11,9.250945e+02,0.000000e+00
7.787864e-15,3.000000e+01,2.684544e-06,3.505079e-11,9.250948e+02,0.000000e+00
8.549434e-15,3.000000e+01,2.741750e-06,3.579774e-11,9.250951e+02,0.000000e+00
9.385478e-15,3.000000e+01,2.804550e-06,3.661772e-11,9.250954e+02,0.000000e+00
1.030328e-14,3.000000e+01,2.873491e-06,3.751789e-11,9.250958e+02,0.000000e+00
1.131083e-14,3.000000e+01,2.949173e-06,3.850608e-11,9.250962e+02,0.000000e+00
1.241691e-14,3.000000e+01,3.032257e-06,3.959091e-11,9.250966e+02,0.000000e+00
1.363115e-14,3.000000e+01,3.123464e-06,4.078183e-11,9.250971e+02,0.000000e+00
1.496413e-14,3.000000e+01,3.223591e-06,4.208921e-11,9.250976e+02,0.000000e+00
1.642746e-14,3.000000e+01,3.333509e-06,4.352443e-11,9.250982e+02,0.000000e+00
1.803389e-14,3.000000e+01,3.454175e-06,4.510000e-11,9.250988e+02,0.000000e+00
1.979742e-14,3.000000e+01,3.586640e-06,4.682965e-11,9.250995e+02,0.000000e+00
2.173339e-14,3.000000e+01,3.732058e-06,4.872843e-11,9.251003e+02,0.000000e+00
2.385869e-14,3.000000e+01,3.891697e-06,5.081290e-11,9.251011e+02,0.000000e+00
2.619181e-14,3.000000e+01,4.066945e-06,5.310121e-11,9.251020e+02,0.000000e+00
2.875310e-14,3.000000e+01,4.259329e-06,5.561328e-11,9.251030e+02,0.000000e+00
3.156484e-14,3.000000e+01,4.470526e-06,5.837102e-11,9.251041e+02,0.000000e+00
3.465155e-14,3.000000e+01,4.702373e-06,6.139843e-11,9.251054e+02,0.000000e+00
3.804010e-14,3.000000e+01,4.956892e-06,6.472189e-11,9.251067e+02,0.000000e+00
4.176002e-14,3.000000e+01,5.236297e-06,6.837034e-11,9.251082e+02,0.000000e+00
4.584370e-14,3.000000e+01,5.543022e-06,7.237558e-11,9.251098e+02,0.000000e+00
5.032673e-14,3.000000e+01,5.879739e-06,7.677249e-11,9.251115e+02,0.000000e+00
5.524815e-14,3.000000e+01,6.249379e-06,8.159937e-11,9.251135e+02,0.000000e+00
6.065083e-14,3.000000e+01,6.655162e-06,8.689826e-11,9.251156e+02,0.000000e+00
6.658183e-14,3.000000e+01,7.100620e-06,9.271534e-11,9.251179e+02,0.000000e+00
7.309283e-14,3.000000e+01,7.589633e-06,9.910125e-11,9.251205e+02,0.000000e+00
8.024053e-14,3.000000e+01,8.126458e-06,1.061116e-10,9.251233e+02,0.000000e+00
8.808720e-14,3.000000e+01,8.715769e-06,1.138076e-10,9.251264e+02,0.000000e+00
9.670119e-14,3.000000e+01,9.362697e-06,1.222561e-10,9.251297e+02,0.000000e+00
1.061575e-13,3.000000e+01,1.007287e-05,1.315308e-10,9.251335e+02,0.000000e+00
1.165386e-13,3.000000e+01,1.085248e-05,1.417125e-10,9.251375e+02,0.000000e+00
1.279349e-13,3.000000e+01,1.170831e-05,1.528898e-10,9.251420e+02,0.000000e+00
1.404455e-13,3.000000e+01,1.264780e-05,1.651601e-10,9.251469e+02,0.000000e+00
1.541796e-13,3.000000e+01,1.367913e-05,1.786304e-10,9.251523e+02,0.000000e+00
1.692567e-13,3.000000e+01,1.481128e-05,1.934178e-10,9.251583e+02,0.000000e+00
1.858082e-13,3.000000e+01,1.605410e-05,2.096514e-10,9.251648e+02,0.000000e+00
2.039783e-13,3.000000e+01,1.741840e-05,2.274724e-10,9.251719e+02,0.000000e+00
2.239252e-13,3.000000e+01,1.891606e-05,2.470361e-10,9.251798e+02,0.000000e+00
2.458227e-13,3.000000e+01,2.056009e-05,2.685130e-10,9.251884e+02,0.000000e+00
2.698615e-13,3.000000e+01,2.236480e-05,2.920901e-10,9.251978e+02,0.000000e+00
2.962511e-13,3.000000e+01,2.434589e-05,3.179727e-10,9.252082e+02,0.000000e+00
3.252213e-13,3.000000e+01,2.652057e-05,3.463864e-10,9.252196e+02,0.000000e+00
3.570245e-13,3.000000e+01,2.890776e-05,3.775786e-10,9.252321e+02,0.000000e+00
3.919377e-13,3.000000e+01,3.152819e-05,4.118212e-10,9.252458e+02,0.000000e+00
4.302651e-13,3.000000e+01,3.440465e-05,4.494122e-10,9.252609e+02,0.000000e+00
4.723404e-13,3.000000e+01,3.756211e-05,4.906793e-10,9.252774e+02,0.000000e+00
5.185303e-13,3.000000e+01,4.102801e-05,5.359819e-10,9.252955e+02,0.000000e+00
5.692370e-13,3.000000e+01,4.483244e-05,5.857145e-10,9.253155e+02,0.000000e+00
6.249023e-13,3.000000e+01,4.900841e-05,6.403105e-10,9.253374e+02,0.000000e+00
6.860111e-13,3.000000e+01,5.359216e-05,7.002454e-10,9.253614e+02,0.000000e+00
7.530957e-13,3.000000e+01,5.862345e-05,7.660413e-10,9.253877e+02,0.000000e+00
8.267405e-13,3.000000e+01,6.414590e-05,8.382714e-10,9.254167e+02,0.000000e+00
9.075869e-13,3.000000e+01,7.020736e-05,9.175648e-10,9.254485e+02,0.000000e+00
9.963392e-13,3.000000e+01,7.686034e-05,1.004612e-09,9.254833e+02,0.000000e+00
1.093771e-12,3.000000e+01,8.416243e-05,1.100172e-09,9.255216e+02,0.000000e+00
1.200730e-12,3.000000e+01,9.217679e-05,1.205076e-09,9.255637e+02,0.000000e+00
1.318148e-12,3.000000e+01,1.009727e-04,1.320239e-09,9.256098e+02,0.000000e+00
1.447049e-12,3.000000e+01,1.106262e-04,1.446664e-09,9.256605e+02,0.000000e+00
1.588555e-12,3.000000e+01,1.212206e-04,1.585452e-09,9.257161e+02,0.000000e+00
1.743899e-12,3.000000e+01,1.328472e-04,1.737811e-09,9.257772e+02,0.000000e+00
1.914434e-12,3.000000e+01,1.456062e-04,1.905070e-09,9.258442e+02,0.000000e+00
2.101645e-12,3.000000e+01,1.596075e-04,2.088685e-09,9.259178e+02,0.000000e+00
2.307164e-12,3.000000e+01,1.749714e-04,2.290256e-09,9.259985e+02,0.000000e+00
2.532780e-12,3.000000e+01,1.918297e-04,2.511538e-09,9.260872e+02,0.000000e+00
2.780459e-12,3.000000e+01,2.103271e-04,2.754459e-09,9.261846e+02,0.000000e+00
3.052358e-12,3.000000e+01,2.306219e-04,3.021135e-09,9.262914e+02,0.000000e+00
3.350846e-12,3.000000e+01,2.528874e-04,3.313889e-09,9.264087e+02,0.000000e+00
3.678523e-12,3.000000e+01,2.773136e-04,3.635271e-09,9.265375e+02,0.000000e+00
4.038243e-12,3.000000e+01,3.041084e-04,3.988081e-09,9.266789e+02,0.000000e+00
4.433141e-12,3.000000e+01,3.334992e-04,4.375393e-09,9.268341e+02,0.000000e+00
4.866655e-12,3.000000e+01,3.641260e-04,4.777890e-09,9.269541e+02,0.000000e+00
5.342562e-12,3.000000e+01,3.974820e-04,5.217972e-09,9.270819e+02,0.000000e+00
5.865007e-12,3.000000e+01,4.340645e-04,5.701090e-09,9.272222e+02,0.000000e+00
6.438543e-12,3.000000e+01,4.741819e-04,6.231451e-09,9.273762e+02,0.000000e+00
7.068163e-12,3.000000e+01,5.181712e-04,6.813675e-09,9.275453e+02,0.000000e+00
7.759355e-12,3.000000e+01,5.664007e-04,7.452835e-09,9.277309e+02,0.000000e+00
8.518137e-12,3.000000e+01,6.192725e-04,8.154498e-09,9.279346e+02,0.000000e+00
9.351120e-12,3.000000e+01,6.772255e-04,8.924777e-09,9.281583e+02,0.000000e+00
1.026556e-11,3.000000e+01,7.407387e-04,9.770380e-09,9.284038e+02,0.000000e+00
1.126942e-11,3.000000e+01,8.077161e-04,1.063454e-08,9.286127e+02,0.000000e+00
1.237145e-11,3.000000e+01,8.656449e-04,1.140416e-08,9.286726e+02,0.000000e+00
1.358125e-11,3.000000e+01,9.291577e-04,1.224903e-08,9.287384e+02,0.000000e+00
1.490935e-11,3.000000e+01,9.987841e-04,1.317653e-08,9.288106e+02,0.000000e+00
1.636733e-11,3.000000e+01,1.075102e-03,1.419473e-08,9.288898e+02,0.000000e+00
1.796788e-11,3.000000e+01,1.158743e-03,1.531250e-08,9.289768e+02,0.000000e+00
1.972494e-11,3.000000e+01,1.250393e-03,1.653957e-08,9.290723e+02,0.000000e+00
2.165383e-11,3.000000e+01,1.350803e-03,1.788663e-08,9.291772e+02,0.000000e+00
2.377135e-11,3.000000e+01,1.460788e-03,1.936543e-08,9.292923e+02,0.000000e+00
2.609593e-11,3.000000e+01,1.581234e-03,2.098884e-08,9.294187e+02,0.000000e+00
2.864784e-11,3.000000e+01,1.713107e-03,2.277099e-08,9.295574e+02,0.000000e+00
3.144929e-11,3.000000e+01,1.857453e-03,2.472743e-08,9.297097e+02,0.000000e+00
3.452470e-11,3.000000e+01,2.015406e-03,2.687518e-08,9.298769e+02,0.000000e+00
3.790084e-11,3.000000e+01,2.188198e-03,2.923296e-08,9.300604e+02,0.000000e+00
4.160714e-11,3.000000e+01,2.377157e-03,3.182130e-08,9.302619e+02,0.000000e+00
4.567588e-11,3.000000e+01,2.570166e-03,3.425114e-08,9.303756e+02,0.000000e+00
5.014249e-11,3.000000e+01,2.744374e-03,3.662431e-08,9.304235e+02,0.000000e+00
5.504590e-11,3.000000e+01,2.935052e-03,3.922954e-08,9.304761e+02,0.000000e+00
6.042880e-11,3.000000e+01,3.143699e-03,4.208953e-08,9.305338e+02,0.000000e+00
6.633809e-11,3.000000e+01,3.371937e-03,4.522920e-08,9.305972e+02,0.000000e+00
7.282525e-11,3.000000e+01,3.621519e-03,4.867590e-08,9.306668e+02,0.000000e+00
7.994679e-11,3.000000e+01,3.894341e-03,5.245965e-08,9.307432e+02,0.000000e+00
8.776473e-11,3.000000e+01,4.192443e-03,5.661341e-08,9.308271e+02,0.000000e+00
9.634719e-11,3.000000e+01,4.518022e-03,6.117336e-08,9.309192e+02,0.000000e+00
1.057689e-10,3.000000e+01,4.873439e-03,6.617923e-08,9.310203e+02,0.000000e+00
