p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.096027e-15,3.000000e+01,5.771659e-07,7.535910e-12,9.210322e+02,0.000000e+00
1.201274e-15,3.000000e+01,6.305494e-07,8.232967e-12,9.211473e+02,0.000000e+00
1.316629e-15,3.000000e+01,6.890584e-07,8.996961e-12,9.212735e+02,0.000000e+00
1.443060e-15,3.000000e+01,7.531851e-07,9.834318e-12,9.214117e+02,0.000000e+00
1.581632e-15,3.000000e+01,8.234688e-07,1.075208e-11,9.215633e+02,0.000000e+00
1.733511e-15,3.000000e+01,9.005004e-07,1.175798e-11,9.217294e+02,0.000000e+00
1.899974e-15,3.000000e+01,9.849278e-07,1.286047e-11,9.219115e+02,0.000000e+00
2.082422e-15,3.000000e+01,1.077461e-06,1.406882e-11,9.221110e+02,0.000000e+00
2.282390e-15,3.000000e+01,1.178878e-06,1.539321e-11,9.223298e+02,0.000000e+00
2.501560e-15,3.000000e+01,1.290031e-06,1.684478e-11,9.225695e+02,0.000000e+00
2.741777e-15,3.000000e+01,1.411855e-06,1.843574e-11,9.228322e+02,0.000000e+00
3.005060e-15,3.000000e+01,1.545374e-06,2.017947e-11,9.231202e+02,0.000000e+00
3.293626e-15,3.000000e+01,1.691710e-06,2.209065e-11,9.234358e+02,0.000000e+00
3.609902e-15,3.000000e+01,1.852094e-06,2.418535e-11,9.237817e+02,0.000000e+00
3.956548e-15,3.000000e+01,2.027873e-06,2.648119e-11,9.241609e+02,0.000000e+00
4.336482e-15,3.000000e+01,2.220525e-06,2.899750e-11,9.245764e+02,0.000000e+00
4.752900e-15,3.000000e+01,2.431668e-06,3.175544e-11,9.250319e+02,0.000000e+00
5.209305e-15,3.000000e+01,2.490852e-06,3.252177e-11,9.250938e+02,0.000000e+00
5.709537e-15,3.000000e+01,2.528428e-06,3.301239e-11,9.250940e+02,0.000000e+00
6.257804e-15,3.000000e+01,2.569612e-06,3.355013e-11,9.250942e+02,0.000000e+00
6.858720e-15,3.000000e+01,2.614750e-06,3.413950e-11,9.250944e+02,0.000000e+00
7.517339e-15,3.000000e+01,2.664223e-06,3.478547e-11,9.250947e+02,0.000000e+00
8.239204e-15,3.000000e+01,2.718446e-06,3.549346e-11,9.250950e+02,0.000000e+00
9.030387e-15,3.000000e+01,2.777877e-06,3.626945e-11,9.250953e+02,0.000000e+00
9.897544e-15,3.000000e+01,2.843014e-06,3.711995e-11,9.250956e+02,0.000000e+00
1.084797e-14,3.000000e+01,2.914406e-06,3.805212e-11,9.250960e+02,0.000000e+00
1.188967e-14,3.000000e+01,2.992653e-06,3.907380e-11,9.250964e+02,0.000000e+00
1.303139e-14,3.000000e+01,3.078413e-06,4.019359e-11,9.250969e+02,0.000000e+00
1.428275e-14,3.000000e+01,3.172409e-06,4.142091e-11,9.250974e+02,0.000000e+00
1.565427e-14,3.000000e+01,3.275431e-06,4.276609e-11,9.250979e+02,0.000000e+00
1.715750e-14,3.000000e+01,3.388345e-06,4.424044e-11,9.250985e+02,0.000000e+00
1.880508e-14,3.000000e+01,3.512101e-06,4.585637e-11,9.250991e+02,0.000000e+00
2.061087e-14,3.000000e+01,3.647741e-06,4.762747e-11,9.250998e+02,0.000000e+00
2.259006e-14,3.000000e+01,3.796405e-06,4.956864e-11,9.251006e+02,0.000000e+00
2.475930e-14,3.000000e+01,3.959345e-06,5.169621e-11,9.251015e+02,0.000000e+00
2.713685e-14,3.000000e+01,4.137929e-06,5.402809e-11,9.251024e+02,0.000000e+00
2.974272e-14,3.000000e+01,4.333662e-06,5.658389e-11,9.251034e+02,0.000000e+00
3.259881e-14,3.000000e+01,4.548189e-06,5.938512e-11,9.251046e+02,0.000000e+00
3.572916e-14,3.000000e+01,4.783314e-06,6.245534e-11,9.251058e+02,0.000000e+00
3.916011e-14,3.000000e+01,5.041017e-06,6.582038e-11,9.251071e+02,0.000000e+00
4.292052e-14,3.000000e+01,5.323463e-06,6.950856e-11,9.251086e+02,0.000000e+00
4.704203e-14,3.000000e+01,5.633029e-06,7.355090e-11,9.251102e+02,0.000000e+00
5.155932e-14,3.000000e+01,5.972318e-06,7.798141e-11,9.251120e+02,0.000000e+00
5.651039e-14,3.000000e+01,6.344184e-06,8.283736e-11,9.251140e+02,0.000000e+00
6.193689e-14,3.000000e+01,6.751754e-06,8.815962e-11,9.251161e+02,0.000000e+00
6.788448e-14,3.000000e+01,7.198457e-06,9.399296e-11,9.251184e+02,0.000000e+00
7.440320e-14,3.000000e+01,7.688048e-06,1.003864e-10,9.251210e+02,0.000000e+00
8.154788e-14,3.000000e+01,8.224645e-06,1.073939e-10,9.251238e+02,0.000000e+00
8.937865e-14,3.000000e+01,8.812760e-06,1.150742e-10,9.251269e+02,0.000000e+00
9.796138e-14,3.000000e+01,9.457339e-06,1.234921e-10,9.251302e+02,0.000000e+00
1.073683e-13,3.000000e+01,1.016380e-05,1.327183e-10,9.251339e+02,0.000000e+00
1.176785e-13,3.000000e+01,1.093808e-05,1.428304e-10,9.251380e+02,0.000000e+00
1.289788e-13,3.000000e+01,1.178670e-05,1.539136e-10,9.251424e+02,0.000000e+00
1.413641e-13,3.000000e+01,1.271678e-05,1.660611e-10,9.251473e+02,0.000000e+00
1.549389e-13,3.000000e+01,1.373614e-05,1.793750e-10,9.251526e+02,0.000000e+00
1.698171e-13,3.000000e+01,1.485336e-05,1.939675e-10,9.251585e+02,0.000000e+00
1.861241e-13,3.000000e+01,1.607781e-05,2.099612e-10,9.251649e+02,0.000000e+00
2.039969e-13,3.000000e+01,1.741980e-05,2.274907e-10,9.251719e+02,0.000000e+00
2.235861e-13,3.000000e+01,1.889059e-05,2.467035e-10,9.251796e+02,0.000000e+00
2.450563e-13,3.000000e+01,2.050255e-05,2.677613e-10,9.251881e+02,0.000000e+00
2.685882e-13,3.000000e+01,2.226921e-05,2.908412e-10,9.251973e+02,0.000000e+00
2.943798e-13,3.000000e+01,2.420541e-05,3.161373e-10,9.252074e+02,0.000000e+00
3.226481e-13,3.000000e+01,2.632742e-05,3.438626e-10,9.252186e+02,0.000000e+00
3.536309e-13,3.000000e+01,2.865304e-05,3.742502e-10,9.252307e+02,0.000000e+00
3.875889e-13,3.000000e+01,3.120180e-05,4.075559e-10,9.252441e+02,0.000000e+00
4.248078e-13,3.000000e+01,3.399509e-05,4.440598e-10,9.252587e+02,0.000000e+00
4.656006e-13,3.000000e+01,3.705636e-05,4.840690e-10,9.252747e+02,0.000000e+00
5.103107e-13,3.000000e+01,4.041127e-05,5.279202e-10,9.252923e+02,0.000000e+00
5.593141e-13,3.000000e+01,4.408797e-05,5.759822e-10,9.253116e+02,0.000000e+00
6.130231e-13,3.000000e+01,4.811728e-05,6.286595e-10,9.253327e+02,0.000000e+00
6.718896e-13,3.000000e+01,5.253296e-05,6.863952e-10,9.253558e+02,0.000000e+00
7.364089e-13,3.000000e+01,5.737202e-05,7.496751e-10,9.253812e+02,0.000000e+00
8.071237e-13,3.000000e+01,6.267497e-05,8.190315e-10,9.254090e+02,0.000000e+00
8.846291e-13,3.000000e+01,6.848621e-05,8.950480e-10,9.254394e+02,0.000000e+00
9.695770e-13,3.000000e+01,7.485435e-05,9.783641e-10,9.254728e+02,0.000000e+00
1.062682e-12,3.000000e+01,8.183265e-05,1.069681e-09,9.255094e+02,0.000000e+00
1.164728e-12,3.000000e+01,8.947941e-05,1.169766e-09,9.255495e+02,0.000000e+00
1.276573e-12,3.000000e+01,9.785852e-05,1.279463e-09,9.255935e+02,0.000000e+00
1.399158e-12,3.000000e+01,1.070399e-04,1.399693e-09,9.256417e+02,0.000000e+00
1.533514e-12,3.000000e+01,1.171001e-04,1.531468e-09,9.256945e+02,0.000000e+00
1.680772e-12,3.000000e+01,1.281230e-04,1.675897e-09,9.257523e+02,0.000000e+00
1.842171e-12,3.000000e+01,1.402003e-04,1.834196e-09,9.258158e+02,0.000000e+00
2.019069e-12,3.000000e+01,1.534324e-04,2.007695e-09,9.258853e+02,0.000000e+00
2.212953e-12,3.000000e+01,1.679294e-04,2.197855e-09,9.259615e+02,0.000000e+00
2.425455e-12,3.000000e+01,1.838113e-04,2.406275e-09,9.260450e+02,0.000000e+00
2.658364e-12,3.000000e+01,2.012100e-04,2.634709e-09,9.261366e+02,0.000000e+00
2.913637e-12,3.000000e+01,2.202692e-04,2.885079e-09,9.262369e+02,0.000000e+00
3.193424e-12,3.000000e+01,2.411464e-04,3.159491e-09,9.263469e+02,0.000000e+00
3.500078e-12,3.000000e+01,2.640138e-04,3.460254e-09,9.264674e+02,0.000000e+00
3.836178e-12,3.000000e+01,2.890596e-04,3.789898e-09,9.265995e+02,0.000000e+00
4.204553e-12,3.000000e+01,3.164894e-04,4.151197e-09,9.267443e+02,0.000000e+00
4.608303e-12,3.000000e+01,3.460054e-04,4.538986e-09,9.268847e+02,0.000000e+00
5.050822e-12,3.000000e+01,3.770378e-04,4.948194e-09,9.270036e+02,0.000000e+00
5.535835e-12,3.000000e+01,4.110196e-04,5.396697e-09,9.271338e+02,0.000000e+00
6.067423e-12,3.000000e+01,4.482281e-04,5.888268e-09,9.272765e+02,0.000000e+00
6.650057e-12,3.000000e+01,4.889656e-04,6.427043e-09,9.274330e+02,0.000000e+00
7.288639e-12,3.000000e+01,5.335624e-04,7.017554e-09,9.276045e+02,0.000000e+00
7.988543e-12,3.000000e+01,5.823786e-04,7.664771e-09,9.277924e+02,0.000000e+00
8.755655e-12,3.000000e+01,6.358068e-04,8.374137e-09,9.279984e+02,0.000000e+00
9.596431e-12,3.000000e+01,6.942748e-04,9.151621e-09,9.282241e+02,0.000000e+00
1.051794e-11,3.000000e+01,7.582486e-04,1.000376e-08,9.284716e+02,0.000000e+00
1.152795e-11,3.000000e+01,8.213118e-04,1.081508e-08,9.286267e+02,0.000000e+00
1.263494e-11,3.000000e+01,8.794847e-04,1.158816e-08,9.286869e+02,0.000000e+00
1.384823e-11,3.000000e+01,9.431623e-04,1.243548e-08,9.287529e+02,0.000000e+00
1.517802e-11,3.000000e+01,1.012857e-03,1.336417e-08,9.288252e+02,0.000000e+00
1.663552e-11,3.000000e+01,1.089128e-03,1.438203e-08,9.289044e+02,0.000000e+00
1.823297e-11,3.000000e+01,1.172582e-03,1.549763e-08,9.289912e+02,0.000000e+00
1.998382e-11,3.000000e+01,1.263882e-03,1.672036e-08,9.290864e+02,0.000000e+00
2.190280e-11,3.000000e+01,1.363748e-03,1.806050e-08,9.291907e+02,0.000000e+00
2.400605e-11,3.000000e+01,1.472963e-03,1.952934e-08,9.293051e+02,0.000000e+00
2.631127e-11,3.000000e+01,1.592376e-03,2.113922e-08,9.294304e+02,0.000000e+00
2.883785e-11,3.000000e+01,1.722912e-03,2.290369e-08,9.295677e+02,0.000000e+00
3.160705e-11,3.000000e+01,1.865568e-03,2.483760e-08,9.297183e+02,0.000000e+00
3.464217e-11,3.000000e+01,2.021430e-03,2.695722e-08,9.298833e+02,0.000000e+00
3.796874e-11,3.000000e+01,2.191667e-03,2.928038e-08,9.300641e+02,0.000000e+00
4.161475e-11,3.000000e+01,2.377545e-03,3.182662e-08,9.302623e+02,0.000000e+00
4.561088e-11,3.000000e+01,2.567627e-03,3.421661e-08,9.303749e+02,0.000000e+00
4.999073e-11,3.000000e+01,2.738463e-03,3.654367e-08,9.304218e+02,0.000000e+00
5.479118e-11,3.000000e+01,2.925161e-03,3.909420e-08,9.304733e+02,0.000000e+00
6.005259e-11,3.000000e+01,3.129140e-03,4.188965e-08,9.305298e+02,0.000000e+00
