p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.096024e-15,3.000000e+01,5.771646e-07,7.535893e-12,9.210322e+02,0.000000e+00
1.201269e-15,3.000000e+01,6.305465e-07,8.232929e-12,9.211473e+02,0.000000e+00
1.316619e-15,3.000000e+01,6.890537e-07,8.996898e-12,9.212734e+02,0.000000e+00
1.443046e-15,3.000000e+01,7.531782e-07,9.834227e-12,9.214117e+02,0.000000e+00
1.581613e-15,3.000000e+01,8.234592e-07,1.075196e-11,9.215633e+02,0.000000e+00
1.733486e-15,3.000000e+01,9.004878e-07,1.175781e-11,9.217294e+02,0.000000e+00
1.899942e-15,3.000000e+01,9.849117e-07,1.286026e-11,9.219115e+02,0.000000e+00
2.082382e-15,3.000000e+01,1.077441e-06,1.406856e-11,9.221110e+02,0.000000e+00
2.282341e-15,3.000000e+01,1.178853e-06,1.539289e-11,9.223297e+02,0.000000e+00
2.501501e-15,3.000000e+01,1.290001e-06,1.684439e-11,9.225694e+02,0.000000e+00
2.741705e-15,3.000000e+01,1.411818e-06,1.843526e-11,9.228321e+02,0.000000e+00
3.004974e-15,3.000000e+01,1.545330e-06,2.017890e-11,9.231201e+02,0.000000e+00
3.293524e-15,3.000000e+01,1.691659e-06,2.208997e-11,9.234357e+02,0.000000e+00
3.609781e-15,3.000000e+01,1.852033e-06,2.418455e-11,9.237816e+02,0.000000e+00
3.956407e-15,3.000000e+01,2.027802e-06,2.648025e-11,9.241607e+02,0.000000e+00
4.336317e-15,3.000000e+01,2.220441e-06,2.899640e-11,9.245762e+02,0.000000e+00
4.752707e-15,3.000000e+01,2.431570e-06,3.175417e-11,9.250316e+02,0.000000e+00
5.209081e-15,3.000000e+01,2.490836e-06,3.252155e-11,9.250938e+02,0.000000e+00
5.709278e-15,3.000000e+01,2.528409e-06,3.301214e-11,9.250940e+02,0.000000e+00
6.257506e-15,3.000000e+01,2.569589e-06,3.354983e-11,9.250942e+02,0.000000e+00
6.858376e-15,3.000000e+01,2.614724e-06,3.413916e-11,9.250944e+02,0.000000e+00
7.516945e-15,3.000000e+01,2.664193e-06,3.478508e-11,9.250947e+02,0.000000e+00
8.238752e-15,3.000000e+01,2.718413e-06,3.549302e-11,9.250950e+02,0.000000e+00
9.029870e-15,3.000000e+01,2.777838e-06,3.626894e-11,9.250953e+02,0.000000e+00
9.896954e-15,3.000000e+01,2.842969e-06,3.711937e-11,9.250956e+02,0.000000e+00
1.084730e-14,3.000000e+01,2.914355e-06,3.805146e-11,9.250960e+02,0.000000e+00
1.188890e-14,3.000000e+01,2.992595e-06,3.907305e-11,9.250964e+02,0.000000e+00
1.303052e-14,3.000000e+01,3.078348e-06,4.019274e-11,9.250969e+02,0.000000e+00
1.428176e-14,3.000000e+01,3.172335e-06,4.141995e-11,9.250974e+02,0.000000e+00
1.565315e-14,3.000000e+01,3.275347e-06,4.276499e-11,9.250979e+02,0.000000e+00
