p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.095243e-15,3.000000e+01,5.767686e-07,7.530722e-12,9.210313e+02,0.000000e+00
1.199558e-15,3.000000e+01,6.296788e-07,8.221600e-12,9.211454e+02,0.000000e+00
1.313808e-15,3.000000e+01,6.876277e-07,8.978279e-12,9.212704e+02,0.000000e+00
1.438939e-15,3.000000e+01,7.510952e-07,9.807027e-12,9.214072e+02,0.000000e+00
1.575989e-15,3.000000e+01,8.206065e-07,1.071471e-11,9.215571e+02,0.000000e+00
1.726091e-15,3.000000e+01,8.967373e-07,1.170884e-11,9.217213e+02,0.000000e+00
1.890490e-15,3.000000e+01,9.801177e-07,1.279765e-11,9.219011e+02,0.000000e+00
2.070547e-15,3.000000e+01,1.071438e-06,1.399017e-11,9.220981e+02,0.000000e+00
2.267752e-15,3.000000e+01,1.171454e-06,1.529627e-11,9.223137e+02,0.000000e+00
2.483741e-15,3.000000e+01,1.280994e-06,1.672676e-11,9.225500e+02,0.000000e+00
2.720301e-15,3.000000e+01,1.400964e-06,1.829350e-11,9.228087e+02,0.000000e+00
2.979391e-15,3.000000e+01,1.532357e-06,2.000946e-11,9.230921e+02,0.000000e+00
3.263158e-15,3.000000e+01,1.676260e-06,2.188886e-11,9.234025e+02,0.000000e+00
3.573952e-15,3.000000e+01,1.833865e-06,2.394725e-11,9.237424e+02,0.000000e+00
3.914348e-15,3.000000e+01,2.006474e-06,2.620170e-11,9.241147e+02,0.000000e+00
4.287163e-15,3.000000e+01,2.195518e-06,2.867086e-11,9.245225e+02,0.000000e+00
4.695487e-15,3.000000e+01,2.402558e-06,3.137520e-11,9.249691e+02,0.000000e+00
5.142701e-15,3.000000e+01,2.485849e-06,3.245644e-11,9.250938e+02,0.000000e+00
5.632509e-15,3.000000e+01,2.522642e-06,3.293684e-11,9.250940e+02,0.000000e+00
6.168968e-15,3.000000e+01,2.562939e-06,3.346300e-11,9.250942e+02,0.000000e+00
6.756521e-15,3.000000e+01,2.607073e-06,3.403926e-11,9.250944e+02,0.000000e+00
7.400035e-15,3.000000e+01,2.655412e-06,3.467042e-11,9.250947e+02,0.000000e+00
8.104839e-15,3.000000e+01,2.708354e-06,3.536168e-11,9.250949e+02,0.000000e+00
8.876771e-15,3.000000e+01,2.766338e-06,3.611878e-11,9.250952e+02,0.000000e+00
9.722225e-15,3.000000e+01,2.829845e-06,3.694800e-11,9.250956e+02,0.000000e+00
1.064820e-14,3.000000e+01,2.899400e-06,3.785619e-11,9.250959e+02,0.000000e+00
1.166237e-14,3.000000e+01,2.975580e-06,3.885087e-11,9.250963e+02,0.000000e+00
1.277314e-14,3.000000e+01,3.059015e-06,3.994030e-11,9.250968e+02,0.000000e+00
1.398969e-14,3.000000e+01,3.150396e-06,4.113349e-11,9.250972e+02,0.000000e+00
1.532212e-14,3.000000e+01,3.250481e-06,4.244032e-11,9.250978e+02,0.000000e+00
1.678145e-14,3.000000e+01,3.360098e-06,4.387161e-11,9.250983e+02,0.000000e+00
1.837977e-14,3.000000e+01,3.480155e-06,4.543923e-11,9.250990e+02,0.000000e+00
2.013032e-14,3.000000e+01,3.611646e-06,4.715615e-11,9.250997e+02,0.000000e+00
2.204760e-14,3.000000e+01,3.755659e-06,4.903660e-11,9.251004e+02,0.000000e+00
2.414749e-14,3.000000e+01,3.913389e-06,5.109615e-11,9.251012e+02,0.000000e+00
2.644737e-14,3.000000e+01,4.086140e-06,5.335186e-11,9.251021e+02,0.000000e+00
2.896631e-14,3.000000e+01,4.275344e-06,5.582240e-11,9.251031e+02,0.000000e+00
3.172516e-14,3.000000e+01,4.482567e-06,5.852826e-11,9.251042e+02,0.000000e+00
3.474677e-14,3.000000e+01,4.709526e-06,6.149182e-11,9.251054e+02,0.000000e+00
3.805617e-14,3.000000e+01,4.958099e-06,6.473765e-11,9.251067e+02,0.000000e+00
4.168077e-14,3.000000e+01,5.230344e-06,6.829262e-11,9.251081e+02,0.000000e+00
4.565058e-14,3.000000e+01,5.528517e-06,7.218617e-11,9.251097e+02,0.000000e+00
4.999850e-14,3.000000e+01,5.855086e-06,7.645056e-11,9.251114e+02,0.000000e+00
5.476052e-14,3.000000e+01,6.212755e-06,8.112111e-11,9.251133e+02,0.000000e+00
5.997610e-14,3.000000e+01,6.604485e-06,8.623649e-11,9.251153e+02,0.000000e+00
6.568842e-14,3.000000e+01,7.033519e-06,9.183908e-11,9.251176e+02,0.000000e+00
7.194481e-14,3.000000e+01,7.503411e-06,9.797529e-11,9.251200e+02,0.000000e+00
7.879707e-14,3.000000e+01,8.018048e-06,1.046959e-10,9.251227e+02,0.000000e+00
8.630197e-14,3.000000e+01,8.581693e-06,1.120566e-10,9.251257e+02,0.000000e+00
9.452166e-14,3.000000e+01,9.199011e-06,1.201184e-10,9.251289e+02,0.000000e+00
1.035242e-13,3.000000e+01,9.875111e-06,1.289481e-10,9.251324e+02,0.000000e+00
1.133842e-13,3.000000e+01,1.061559e-05,1.386186e-10,9.251363e+02,0.000000e+00
1.241833e-13,3.000000e+01,1.142658e-05,1.492103e-10,9.251406e+02,0.000000e+00
1.360109e-13,3.000000e+01,1.231478e-05,1.608107e-10,9.251452e+02,0.000000e+00
1.489651e-13,3.000000e+01,1.328756e-05,1.735160e-10,9.251503e+02,0.000000e+00
1.631530e-13,3.000000e+01,1.435295e-05,1.874314e-10,9.251559e+02,0.000000e+00
1.786922e-13,3.000000e+01,1.551978e-05,2.026721e-10,9.251620e+02,0.000000e+00
1.957115e-13,3.000000e+01,1.679769e-05,2.193644e-10,9.251687e+02,0.000000e+00
2.143517e-13,3.000000e+01,1.819727e-05,2.376466e-10,9.251760e+02,0.000000e+00
2.347673e-13,3.000000e+01,1.973007e-05,2.576700e-10,9.251840e+02,0.000000e+00
2.571273e-13,3.000000e+01,2.140879e-05,2.796005e-10,9.251928e+02,0.000000e+00
2.816170e-13,3.000000e+01,2.324731e-05,3.036197e-10,9.252024e+02,0.000000e+00
3.084391e-13,3.000000e+01,2.526081e-05,3.299266e-10,9.252130e+02,0.000000e+00
3.378159e-13,3.000000e+01,2.746595e-05,3.587390e-10,9.252245e+02,0.000000e+00
3.699906e-13,3.000000e+01,2.988096e-05,3.902957e-10,9.252372e+02,0.000000e+00
4.052298e-13,3.000000e+01,3.252578e-05,4.248579e-10,9.252510e+02,0.000000e+00
4.438252e-13,3.000000e+01,3.542228e-05,4.627119e-10,9.252662e+02,0.000000e+00
4.860966e-13,3.000000e+01,3.859436e-05,5.041713e-10,9.252828e+02,0.000000e+00
5.323941e-13,3.000000e+01,4.206823e-05,5.495794e-10,9.253010e+02,0.000000e+00
5.831011e-13,3.000000e+01,4.587256e-05,5.993123e-10,9.253209e+02,0.000000e+00
6.386376e-13,3.000000e+01,5.003874e-05,6.537819e-10,9.253427e+02,0.000000e+00
6.994636e-13,3.000000e+01,5.460114e-05,7.134395e-10,9.253667e+02,0.000000e+00
7.660828e-13,3.000000e+01,5.959739e-05,7.787790e-10,9.253928e+02,0.000000e+00
8.390471e-13,3.000000e+01,6.506866e-05,8.503416e-10,9.254215e+02,0.000000e+00
9.189608e-13,3.000000e+01,7.106003e-05,9.287202e-10,9.254529e+02,0.000000e+00
1.006486e-12,3.000000e+01,7.762085e-05,1.014564e-09,9.254873e+02,0.000000e+00
1.102347e-12,3.000000e+01,8.480510e-05,1.108583e-09,9.255250e+02,0.000000e+00
1.207338e-12,3.000000e+01,9.267188e-05,1.211558e-09,9.255663e+02,0.000000e+00
1.322329e-12,3.000000e+01,1.012858e-04,1.324340e-09,9.256115e+02,0.000000e+00
1.448272e-12,3.000000e+01,1.107178e-04,1.447863e-09,9.256610e+02,0.000000e+00
1.586210e-12,3.000000e+01,1.210450e-04,1.583152e-09,9.257152e+02,0.000000e+00
1.737286e-12,3.000000e+01,1.323523e-04,1.731326e-09,9.257746e+02,0.000000e+00
1.902751e-12,3.000000e+01,1.447323e-04,1.893612e-09,9.258396e+02,0.000000e+00
2.083976e-12,3.000000e+01,1.582863e-04,2.071355e-09,9.259108e+02,0.000000e+00
