p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.099270e-15,3.000000e+01,5.788113e-07,7.557394e-12,9.210357e+02,0.000000e+00
1.208396e-15,3.000000e+01,6.341614e-07,8.280131e-12,9.211551e+02,0.000000e+00
1.328353e-15,3.000000e+01,6.950054e-07,9.074615e-12,9.212863e+02,0.000000e+00
1.460220e-15,3.000000e+01,7.618886e-07,9.947967e-12,9.214305e+02,0.000000e+00
1.605176e-15,3.000000e+01,8.354103e-07,1.090802e-11,9.215891e+02,0.000000e+00
1.764523e-15,3.000000e+01,9.162293e-07,1.196337e-11,9.217633e+02,0.000000e+00
1.939688e-15,3.000000e+01,1.005070e-06,1.312349e-11,9.219549e+02,0.000000e+00
2.132242e-15,3.000000e+01,1.102728e-06,1.439878e-11,9.221655e+02,0.000000e+00
2.343910e-15,3.000000e+01,1.210078e-06,1.580066e-11,9.223970e+02,0.000000e+00
2.576591e-15,3.000000e+01,1.328083e-06,1.734171e-11,9.226515e+02,0.000000e+00
2.832371e-15,3.000000e+01,1.457798e-06,1.903575e-11,9.229313e+02,0.000000e+00
3.113541e-15,3.000000e+01,1.600387e-06,2.089794e-11,9.232388e+02,0.000000e+00
3.422624e-15,3.000000e+01,1.757126e-06,2.294500e-11,9.235769e+02,0.000000e+00
3.762390e-15,3.000000e+01,1.929419e-06,2.519528e-11,9.239485e+02,0.000000e+00
4.135884e-15,3.000000e+01,2.118809e-06,2.766893e-11,9.243570e+02,0.000000e+00
4.546455e-15,3.000000e+01,2.326992e-06,3.038815e-11,9.248061e+02,0.000000e+00
4.997783e-15,3.000000e+01,2.474964e-06,3.231431e-11,9.250937e+02,0.000000e+00
5.493916e-15,3.000000e+01,2.512231e-06,3.280091e-11,9.250939e+02,0.000000e+00
6.039299e-15,3.000000e+01,2.553198e-06,3.333582e-11,9.250941e+02,0.000000e+00
6.638823e-15,3.000000e+01,2.598232e-06,3.392383e-11,9.250944e+02,0.000000e+00
7.297862e-15,3.000000e+01,2.647737e-06,3.457021e-11,9.250946e+02,0.000000e+00
8.022324e-15,3.000000e+01,2.702155e-06,3.528075e-11,9.250949e+02,0.000000e+00
8.818704e-15,3.000000e+01,2.761976e-06,3.606183e-11,9.250952e+02,0.000000e+00
9.694140e-15,3.000000e+01,2.827735e-06,3.692045e-11,9.250956e+02,0.000000e+00
1.065648e-14,3.000000e+01,2.900022e-06,3.786431e-11,9.250959e+02,0.000000e+00
1.171436e-14,3.000000e+01,2.979484e-06,3.890186e-11,9.250963e+02,0.000000e+00
1.287725e-14,3.000000e+01,3.066835e-06,4.004241e-11,9.250968e+02,0.000000e+00
1.415558e-14,3.000000e+01,3.162857e-06,4.129618e-11,9.250973e+02,0.000000e+00
1.556081e-14,3.000000e+01,3.268410e-06,4.267442e-11,9.250979e+02,0.000000e+00
1.710553e-14,3.000000e+01,3.384441e-06,4.418947e-11,9.250985e+02,0.000000e+00
1.880361e-14,3.000000e+01,3.511991e-06,4.585493e-11,9.250991e+02,0.000000e+00
2.067025e-14,3.000000e+01,3.652202e-06,4.768571e-11,9.250999e+02,0.000000e+00
2.272220e-14,3.000000e+01,3.806331e-06,4.969824e-11,9.251007e+02,0.000000e+00
2.497784e-14,3.000000e+01,3.975759e-06,5.191055e-11,9.251016e+02,0.000000e+00
2.745740e-14,3.000000e+01,4.162006e-06,5.434248e-11,9.251025e+02,0.000000e+00
3.018311e-14,3.000000e+01,4.366741e-06,5.701583e-11,9.251036e+02,0.000000e+00
3.317940e-14,3.000000e+01,4.591798e-06,5.995456e-11,9.251048e+02,0.000000e+00
3.647313e-14,3.000000e+01,4.839195e-06,6.318502e-11,9.251061e+02,0.000000e+00
4.009384e-14,3.000000e+01,5.111149e-06,6.673617e-11,9.251075e+02,0.000000e+00
4.407397e-14,3.000000e+01,5.410098e-06,7.063985e-11,9.251091e+02,0.000000e+00
