p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.096341e-15,3.000000e+01,5.773253e-07,7.537990e-12,9.210325e+02,0.000000e+00
1.201963e-15,3.000000e+01,6.308987e-07,8.237528e-12,9.211480e+02,0.000000e+00
1.317761e-15,3.000000e+01,6.896328e-07,9.004460e-12,9.212747e+02,0.000000e+00
1.444715e-15,3.000000e+01,7.540246e-07,9.845279e-12,9.214136e+02,0.000000e+00
1.583900e-15,3.000000e+01,8.246190e-07,1.076710e-11,9.215658e+02,0.000000e+00
1.736494e-15,3.000000e+01,9.020134e-07,1.177774e-11,9.217327e+02,0.000000e+00
1.903789e-15,3.000000e+01,9.868627e-07,1.288573e-11,9.219157e+02,0.000000e+00
2.087202e-15,3.000000e+01,1.079885e-06,1.410048e-11,9.221163e+02,0.000000e+00
2.288284e-15,3.000000e+01,1.181867e-06,1.543225e-11,9.223362e+02,0.000000e+00
2.508739e-15,3.000000e+01,1.293672e-06,1.689233e-11,9.225773e+02,0.000000e+00
2.750433e-15,3.000000e+01,1.416245e-06,1.849307e-11,9.228417e+02,0.000000e+00
3.015412e-15,3.000000e+01,1.550623e-06,2.024803e-11,9.231315e+02,0.000000e+00
3.305919e-15,3.000000e+01,1.697944e-06,2.217206e-11,9.234492e+02,0.000000e+00
3.624413e-15,3.000000e+01,1.859453e-06,2.428146e-11,9.237976e+02,0.000000e+00
3.973592e-15,3.000000e+01,2.036516e-06,2.659407e-11,9.241795e+02,0.000000e+00
4.356411e-15,3.000000e+01,2.230630e-06,2.912949e-11,9.245982e+02,0.000000e+00
4.776110e-15,3.000000e+01,2.443437e-06,3.190916e-11,9.250572e+02,0.000000e+00
5.236244e-15,3.000000e+01,2.492876e-06,3.254819e-11,9.250938e+02,0.000000e+00
5.740708e-15,3.000000e+01,2.530769e-06,3.304296e-11,9.250940e+02,0.000000e+00
6.293772e-15,3.000000e+01,2.572313e-06,3.358540e-11,9.250942e+02,0.000000e+00
6.900119e-15,3.000000e+01,2.617860e-06,3.418010e-11,9.250945e+02,0.000000e+00
7.564881e-15,3.000000e+01,2.667794e-06,3.483210e-11,9.250947e+02,0.000000e+00
8.293687e-15,3.000000e+01,2.722539e-06,3.554690e-11,9.250950e+02,0.000000e+00
9.092707e-15,3.000000e+01,2.782558e-06,3.633057e-11,9.250953e+02,0.000000e+00
9.968705e-15,3.000000e+01,2.848359e-06,3.718974e-11,9.250957e+02,0.000000e+00
1.092910e-14,3.000000e+01,2.920499e-06,3.813169e-11,9.250960e+02,0.000000e+00
1.198201e-14,3.000000e+01,2.999590e-06,3.916438e-11,9.250965e+02,0.000000e+00
1.313637e-14,3.000000e+01,3.086299e-06,4.029656e-11,9.250969e+02,0.000000e+00
1.440194e-14,3.000000e+01,3.181362e-06,4.153781e-11,9.250974e+02,0.000000e+00
1.578943e-14,3.000000e+01,3.285583e-06,4.289865e-11,9.250979e+02,0.000000e+00
1.731060e-14,3.000000e+01,3.399845e-06,4.439060e-11,9.250985e+02,0.000000e+00
1.897831e-14,3.000000e+01,3.525114e-06,4.602628e-11,9.250992e+02,0.000000e+00
2.080670e-14,3.000000e+01,3.662451e-06,4.781954e-11,9.250999e+02,0.000000e+00
2.281123e-14,3.000000e+01,3.813018e-06,4.978556e-11,9.251007e+02,0.000000e+00
2.500888e-14,3.000000e+01,3.978091e-06,5.194100e-11,9.251016e+02,0.000000e+00
2.741825e-14,3.000000e+01,4.159066e-06,5.430409e-11,9.251025e+02,0.000000e+00
3.005975e-14,3.000000e+01,4.357475e-06,5.689484e-11,9.251036e+02,0.000000e+00
3.295573e-14,3.000000e+01,4.574998e-06,5.973519e-11,9.251047e+02,0.000000e+00
3.613071e-14,3.000000e+01,4.813475e-06,6.284917e-11,9.251059e+02,0.000000e+00
3.961157e-14,3.000000e+01,5.074926e-06,6.626317e-11,9.251073e+02,0.000000e+00
4.342777e-14,3.000000e+01,5.361562e-06,7.000606e-11,9.251088e+02,0.000000e+00
4.761164e-14,3.000000e+01,5.675811e-06,7.410956e-11,9.251105e+02,0.000000e+00
5.219858e-14,3.000000e+01,6.020331e-06,7.860838e-11,9.251123e+02,0.000000e+00
5.722743e-14,3.000000e+01,6.398039e-06,8.354063e-11,9.251142e+02,0.000000e+00
6.274076e-14,3.000000e+01,6.812130e-06,8.894805e-11,9.251164e+02,0.000000e+00
6.878525e-14,3.000000e+01,7.266110e-06,9.487642e-11,9.251188e+02,0.000000e+00
7.541207e-14,3.000000e+01,7.763820e-06,1.013759e-10,9.251214e+02,0.000000e+00
8.267732e-14,3.000000e+01,8.309471e-06,1.085016e-10,9.251242e+02,0.000000e+00
9.064252e-14,3.000000e+01,8.907680e-06,1.163138e-10,9.251274e+02,0.000000e+00
9.937508e-14,3.000000e+01,9.563509e-06,1.248786e-10,9.251308e+02,0.000000e+00
1.089490e-13,3.000000e+01,1.028251e-05,1.342686e-10,9.251346e+02,0.000000e+00
1.194452e-13,3.000000e+01,1.107076e-05,1.445632e-10,9.251387e+02,0.000000e+00
1.309526e-13,3.000000e+01,1.193493e-05,1.558496e-10,9.251432e+02,0.000000e+00
1.435687e-13,3.000000e+01,1.288233e-05,1.682233e-10,9.251482e+02,0.000000e+00
1.574002e-13,3.000000e+01,1.392097e-05,1.817891e-10,9.251536e+02,0.000000e+00
