# p(code_units), e(code_units) => first two columns, plus original columns afterward
# system=Already code => factor=1, pFactor=1.000000e+00, eFactor=1.000000e+00
# pressure (code_units),epsilon (code_units),muB
1.323790e-07,1.195878e-05,942.0
1.323790e-07,2.037555e-05,943.7074148296595
1.366085e-07,2.879232e-05,945.4148296593187
1.776197e-07,3.720909e-05,947.122244488978
2.817077e-07,5.582180e-05,948.8296593186373
4.525292e-07,8.522151e-05,950.5370741482966
6.233507e-07,1.146212e-04,952.2444889779558
7.941722e-07,1.440209e-04,953.9519038076153
1.100619e-06,1.596565e-04,955.6593186372745
1.410998e-06,1.748930e-04,957.366733466934
1.721376e-06,1.901296e-04,959.0741482965932
2.067391e-06,2.032636e-04,960.7815631262525
2.455623e-06,2.139068e-04,962.4889779559118
2.843854e-06,2.245500e-04,964.1963927855711
3.232085e-06,2.351932e-04,965.9038076152303
3.678618e-06,2.436343e-04,967.6112224448898
4.128632e-06,2.519439e-04,969.318637274549
4.578646e-06,2.602536e-04,971.0260521042085
5.043938e-06,2.679920e-04,972.7334669338678
5.529517e-06,2.749718e-04,974.440881763527
6.015096e-06,2.819516e-04,976.1482965931864
6.500675e-06,2.889315e-04,977.8557114228456
7.025876e-06,2.950158e-04,979.5631262525051
7.554734e-06,3.010176e-04,981.2705410821643
8.083592e-06,3.070193e-04,982.9779559118238
8.625754e-06,3.127343e-04,984.685370741483
9.187755e-06,3.180218e-04,986.3927855711423
9.749755e-06,3.233092e-04,988.1002004008016
1.031176e-05,3.285966e-04,989.8076152304609
1.089948e-05,3.333849e-04,991.5150300601201
1.149048e-05,3.381098e-04,993.2224448897796
1.208148e-05,3.428347e-04,994.9298597194388
1.268217e-05,3.473892e-04,996.6372745490983
1.329914e-05,3.516575e-04,998.3446893787575
1.391611e-05,3.559258e-04,1000.0521042084168
1.453308e-05,3.601941e-04,1001.7595190380761
1.517055e-05,3.641383e-04,1003.4669338677354
1.581137e-05,3.680294e-04,1005.1743486973949
1.645220e-05,3.719204e-04,1006.8817635270541
1.710003e-05,3.757033e-04,1008.5891783567135
1.776115e-05,3.792808e-04,1010.2965931863728
1.842228e-05,3.828583e-04,1012.0040080160321
1.908341e-05,3.864358e-04,1013.7114228456913
1.976117e-05,3.897940e-04,1015.4188376753507
2.044231e-05,3.931077e-04,1017.1262525050099
2.112345e-05,3.964214e-04,1018.8336673346694
2.181026e-05,3.996651e-04,1020.5410821643286
2.250926e-05,4.027578e-04,1022.248496993988
2.320827e-05,4.058505e-04,1023.9559118236473
2.390728e-05,4.089432e-04,1025.6633266533067
2.461980e-05,4.118863e-04,1027.370741482966
2.533564e-05,4.147927e-04,1029.0781563126252
2.605148e-05,4.176992e-04,1030.7855711422847
2.677188e-05,4.205605e-04,1032.4929859719439
2.750348e-05,4.233106e-04,1034.2004008016033
2.823508e-05,4.260607e-04,1035.9078156312626
2.896668e-05,4.288109e-04,1037.6152304609218
2.970966e-05,4.314593e-04,1039.322645290581
3.045595e-05,4.340782e-04,1041.0300601202405
3.120224e-05,4.366971e-04,1042.7374749498997
3.195221e-05,4.392872e-04,1044.4448897795592
3.271266e-05,4.417958e-04,1046.1523046092184
3.347310e-05,4.443044e-04,1047.8597194388778
3.423354e-05,4.468129e-04,1049.567134268537
3.500405e-05,4.492474e-04,1051.2745490981965
3.577798e-05,4.516568e-04,1052.9819639278558
3.655192e-05,4.540662e-04,1054.689378757515
3.732885e-05,4.564607e-04,1056.3967935871744
3.811568e-05,4.588064e-04,1058.1042084168337
3.890251e-05,4.611520e-04,1059.811623246493
3.968935e-05,4.634977e-04,1061.5190380761524
4.049381e-05,4.657559e-04,1063.2264529058116
4.130519e-05,4.679799e-04,1064.9338677354708
4.211657e-05,4.702039e-04,1066.6412825651303
4.292794e-05,4.724279e-04,1068.3486973947895
4.373932e-05,4.746519e-04,1070.056112224449
4.455070e-05,4.768759e-04,1071.7635270541082
4.536208e-05,4.790999e-04,1073.4709418837676
4.617345e-05,4.813239e-04,1075.1783567134269
4.698483e-05,4.835479e-04,1076.8857715430863
4.779621e-05,4.857719e-04,1078.5931863727455
4.861269e-05,4.879784e-04,1080.3006012024048
4.945305e-05,4.901032e-04,1082.008016032064
5.029341e-05,4.922280e-04,1083.7154308617235
5.113377e-05,4.943528e-04,1085.4228456913827
5.197414e-05,4.964776e-04,1087.1302605210421
5.281450e-05,4.986024e-04,1088.8376753507014
5.365486e-05,5.007272e-04,1090.5450901803606
5.449997e-05,5.028440e-04,1092.25250501002
5.537245e-05,5.049147e-04,1093.9599198396793
5.624492e-05,5.069854e-04,1095.6673346693387
5.711740e-05,5.090561e-04,1097.374749498998
5.797734e-05,5.111342e-04,1099.0821643286574
5.883003e-05,5.132165e-04,1100.7895791583167
5.968271e-05,5.152988e-04,1102.496993987976
6.053853e-05,5.173775e-04,1104.2044088176353
6.141731e-05,5.194295e-04,1105.9118236472946
6.229609e-05,5.214815e-04,1107.6192384769538
6.317487e-05,5.235335e-04,1109.3266533066133
6.406015e-05,5.255787e-04,1111.0340681362725
6.494966e-05,5.276196e-04,1112.741482965932
6.583917e-05,5.296605e-04,1114.4488977955912
6.672965e-05,5.317006e-04,1116.1563126252504
6.762972e-05,5.337334e-04,1117.8637274549096
6.852979e-05,5.357662e-04,1119.571142284569
6.942986e-05,5.377990e-04,1121.2785571142285
7.033590e-05,5.398288e-04,1122.9859719438878
7.124631e-05,5.418563e-04,1124.6933867735472
7.215672e-05,5.438839e-04,1126.4008016032064
7.306780e-05,5.459113e-04,1128.108216432866
7.398869e-05,5.479361e-04,1129.8156312625251
7.490959e-05,5.499608e-04,1131.5230460921844
7.583049e-05,5.519855e-04,1133.2304609218436
7.675709e-05,5.540098e-04,1134.937875751503
7.768839e-05,5.560337e-04,1136.6452905811623
7.861968e-05,5.580577e-04,1138.3527054108217
7.955133e-05,5.600816e-04,1140.060120240481
8.049275e-05,5.621068e-04,1141.7675350701402
8.143416e-05,5.641320e-04,1143.4749498997994
8.237558e-05,5.661572e-04,1145.1823647294589
8.332240e-05,5.681837e-04,1146.8897795591183
8.427419e-05,5.702115e-04,1148.5971943887776
8.522598e-05,5.722393e-04,1150.3046092184368
8.617783e-05,5.742671e-04,1152.0120240480962
8.713975e-05,5.762993e-04,1153.7194388777557
8.810167e-05,5.783314e-04,1155.426853707415
8.906359e-05,5.803636e-04,1157.1342685370741
9.003055e-05,5.823984e-04,1158.8416833667334
9.100269e-05,5.844360e-04,1160.5490981963928
9.197484e-05,5.864736e-04,1162.256513026052
9.294698e-05,5.885112e-04,1163.9639278557115
9.392907e-05,5.905552e-04,1165.6713426853707
9.491138e-05,5.925993e-04,1167.37875751503
