# p(code_units), e(code_units) => first two columns, plus original columns afterward
# system=Already code => factor=1, pFactor=1.000000e+00, eFactor=1.000000e+00
# muB (code_units),pressure (code_units),epsilon,eos
1.262970e+03,5.933632e-04,0.0019687378757515025,v0.00d1.80
1.265146e+03,5.977784e-04,0.0019795706713426854,v0.00d1.80
1.267323e+03,6.022250e-04,0.0019904799599198397,v0.00d1.80
1.269499e+03,6.066918e-04,0.0020014386212424845,v0.00d1.80
1.271675e+03,6.111587e-04,0.00201239728256513,v0.00d1.80
1.273852e+03,6.156697e-04,0.002023464268537074,v0.00d1.80
1.276028e+03,6.201885e-04,0.002034550246492986,v0.00d1.80
1.278204e+03,6.247122e-04,0.002045648250501002,v0.00d1.80
1.280381e+03,6.292834e-04,0.0020568622705410817,v0.00d1.80
1.282557e+03,6.338546e-04,0.0020680762905811623,v0.00d1.80
1.284733e+03,6.384435e-04,0.002079333829659319,v0.00d1.80
1.286910e+03,6.430674e-04,0.0020906769799599197,v0.00d1.80
1.289086e+03,6.476912e-04,0.0021020201302605207,v0.00d1.80
1.291263e+03,6.523458e-04,0.0021134390320641278,v0.00d1.80
1.293439e+03,6.570228e-04,0.002124912763527054,v0.00d1.80
1.295615e+03,6.616997e-04,0.00213638649498998,v0.00d1.80
1.297792e+03,6.664206e-04,0.002147968915831663,v0.00d1.80
1.299968e+03,6.711510e-04,0.002159574679358717,v0.00d1.80
1.302144e+03,6.758849e-04,0.0021711892685370732,v0.00d1.80
1.304321e+03,6.806690e-04,0.002182928152304609,v0.00d1.80
1.306497e+03,6.854531e-04,0.0021946670360721444,v0.00d1.80
1.308673e+03,6.902540e-04,0.0022064473306613224,v0.00d1.80
1.310850e+03,6.950923e-04,0.0022183200601202397,v0.00d1.80
1.313026e+03,6.999306e-04,0.0022301927895791575,v0.00d1.80
1.315202e+03,7.047990e-04,0.002242140468937875,v0.00d1.80
1.317379e+03,7.096919e-04,0.0022541488577154313,v0.00d1.80
1.319555e+03,7.145847e-04,0.0022661572464929857,v0.00d1.80
1.321731e+03,7.195212e-04,0.002278274140280561,v0.00d1.80
1.323908e+03,7.244689e-04,0.0022904189138276557,v0.00d1.80
1.326084e+03,7.294188e-04,0.002302569032064129,v0.00d1.80
1.328261e+03,7.344217e-04,0.002314852004008016,v0.00d1.80
1.330437e+03,7.394247e-04,0.0023271349759519037,v0.00d1.80
1.332613e+03,7.444434e-04,0.0023394570921843683,v0.00d1.80
1.334790e+03,7.495020e-04,0.002351878987975952,v0.00d1.80
1.336966e+03,7.545606e-04,0.0023643008837675355,v0.00d1.80
1.339142e+03,7.596486e-04,0.0023767964569138276,v0.00d1.80
1.341319e+03,7.647632e-04,0.0023893587274549095,v0.00d1.80
1.343495e+03,7.698779e-04,0.0024019209979959915,v0.00d1.80
1.345671e+03,7.750358e-04,0.002414591905811623,v0.00d1.80
1.347848e+03,7.802068e-04,0.0024272956392785575,v0.00d1.80
1.350024e+03,7.853785e-04,0.0024400009559118235,v0.00d1.80
1.352200e+03,7.906063e-04,0.0024528479659318633,v0.00d1.80
1.354377e+03,7.958341e-04,0.002465694975951903,v0.00d1.80
1.356553e+03,8.010764e-04,0.002478578490981964,v0.00d1.80
1.358729e+03,8.063614e-04,0.0024915691402805614,v0.00d1.80
1.360906e+03,8.116464e-04,0.002504559789579158,v0.00d1.80
1.363082e+03,8.169600e-04,0.0025176227635270534,v0.00d1.80
1.365259e+03,8.223025e-04,0.002530758865731463,v0.00d1.80
1.367435e+03,8.276450e-04,0.0025438949679358713,v0.00d1.80
1.369611e+03,8.330304e-04,0.002557139827655311,v0.00d1.80
1.371788e+03,8.384309e-04,0.002570422833667334,v0.00d1.80
1.373964e+03,8.438313e-04,0.0025837058396793577,v0.00d1.80
1.376140e+03,8.492891e-04,0.0025971340280561118,v0.00d1.80
1.378317e+03,8.547479e-04,0.0026105646633266537,v0.00d1.80
1.380493e+03,8.602200e-04,0.0026240290681362726,v0.00d1.80
1.382669e+03,8.657375e-04,0.002637608783567134,v0.00d1.80
1.384846e+03,8.712550e-04,0.002651188498997995,v0.00d1.80
1.387022e+03,8.768003e-04,0.002664838905811623,v0.00d1.80
1.389198e+03,8.823769e-04,0.0026785691523046095,v0.00d1.80
1.391375e+03,8.879535e-04,0.0026922993987975948,v0.00d1.80
1.393551e+03,8.935725e-04,0.002706137705410821,v0.00d1.80
1.395727e+03,8.992086e-04,0.0027200195711422834,v0.00d1.80
1.397904e+03,9.048447e-04,0.0027339014368737468,v0.00d1.80
1.400080e+03,9.105381e-04,0.002747929607214429,v0.00d1.80
1.402257e+03,9.162341e-04,0.002761964543086172,v0.00d1.80
1.404433e+03,9.219421e-04,0.0027760301402805602,v0.00d1.80
1.406609e+03,9.276985e-04,0.0027902192344689382,v0.00d1.80
1.408786e+03,9.334548e-04,0.002804408328657314,v0.00d1.80
1.410962e+03,9.392380e-04,0.002818666360721443,v0.00d1.80
1.413138e+03,9.450550e-04,0.002833011426853707,v0.00d1.80
1.415315e+03,9.508720e-04,0.002847356492985971,v0.00d1.80
1.417491e+03,9.567309e-04,0.002861808909819639,v0.00d1.80
1.419667e+03,9.626091e-04,0.002876310673346694,v0.00d1.80
1.421844e+03,9.684872e-04,0.0028908124368737472,v0.00d1.80
1.424020e+03,9.744225e-04,0.0029054609899799595,v0.00d1.80
1.426196e+03,9.803622e-04,0.002920120901803606,v0.00d1.80
1.428373e+03,9.863125e-04,0.002934808086172344,v0.00d1.80
1.430549e+03,9.923139e-04,0.002949627234468938,v0.00d1.80
1.432725e+03,9.983153e-04,0.002964446382765531,v0.00d1.80
1.434902e+03,1.004343e-03,0.0029793322645290574,v0.00d1.80
1.437078e+03,1.010407e-03,0.0029943124629258507,v0.00d1.80
1.439255e+03,1.016471e-03,0.0030092926613226444,v0.00d1.80
1.441431e+03,1.022576e-03,0.0030243796973947893,v0.00d1.80
1.443607e+03,1.028703e-03,0.003039522396793587,v0.00d1.80
1.445784e+03,1.034830e-03,0.0030546650961923837,v0.00d1.80
1.447960e+03,1.041013e-03,0.0030699547895791583,v0.00d1.80
1.450136e+03,1.047203e-03,0.003085260715430861,v0.00d1.80
1.452313e+03,1.053402e-03,0.0031005902965931865,v0.00d1.80
1.454489e+03,1.059656e-03,0.003116060899799599,v0.00d1.80
1.456665e+03,1.065909e-03,0.0031315315030060113,v0.00d1.80
1.458842e+03,1.072187e-03,0.0031470663547094185,v0.00d1.80
1.461018e+03,1.078505e-03,0.003162703086172345,v0.00d1.80
1.463194e+03,1.084822e-03,0.0031783398176352703,v0.00d1.80
1.465371e+03,1.091180e-03,0.0031940820961923844,v0.00d1.80
1.467547e+03,1.097562e-03,0.003209886406813626,v0.00d1.80
1.469723e+03,1.103944e-03,0.0032256907174348696,v0.00d1.80
1.471900e+03,1.110383e-03,0.0032416425791583175,v0.00d1.80
1.474076e+03,1.116829e-03,0.0032576159198396794,v0.00d1.80
1.476253e+03,1.123284e-03,0.0032736089979959917,v0.00d1.80
1.478429e+03,1.129796e-03,0.003289752456913828,v0.00d1.80
1.480605e+03,1.136308e-03,0.0033058959158316628,v0.00d1.80
1.482782e+03,1.142843e-03,0.0033221009879759508,v0.00d1.80
1.484958e+03,1.149421e-03,0.0033384160160320636,v0.00d1.80
1.487134e+03,1.155998e-03,0.0033547310440881755,v0.00d1.80
1.489311e+03,1.162616e-03,0.0033711500480961922,v0.00d1.80
1.491487e+03,1.169260e-03,0.0033876377334669332,v0.00d1.80
1.493663e+03,1.175904e-03,0.003404125418837676,v0.00d1.80
1.495840e+03,1.182604e-03,0.0034207605851703403,v0.00d1.80
1.498016e+03,1.189315e-03,0.0034374227414829647,v0.00d1.80
1.500192e+03,1.196031e-03,0.003454100448897795,v0.00d1.80
1.502369e+03,1.202809e-03,0.0034709385270541076,v0.00d1.80
1.504545e+03,1.209586e-03,0.0034877766052104206,v0.00d1.80
1.506721e+03,1.216386e-03,0.0035046732404809613,v0.00d1.80
1.508898e+03,1.223231e-03,0.0035216879659318635,v0.00d1.80
1.511074e+03,1.230075e-03,0.0035387026913827647,v0.00d1.80
1.513251e+03,1.236959e-03,0.003555820166332664,v0.00d1.80
1.515427e+03,1.243872e-03,0.003573013715430861,v0.00d1.80
1.517603e+03,1.250785e-03,0.003590207264529057,v0.00d1.80
1.519780e+03,1.257753e-03,0.003607547627254509,v0.00d1.80
1.521956e+03,1.264734e-03,0.0036249207254509014,v0.00d1.80
1.524132e+03,1.271719e-03,0.003642304845691382,v0.00d1.80
1.526309e+03,1.278769e-03,0.0036598593066132262,v0.00d1.80
1.528485e+03,1.285819e-03,0.0036774137675350694,v0.00d1.80
1.530661e+03,1.292890e-03,0.003695023669338677,v0.00d1.80
1.532838e+03,1.300009e-03,0.003712760581162324,v0.00d1.80
1.535014e+03,1.307128e-03,0.0037304974929859716,v0.00d1.80
1.537190e+03,1.314285e-03,0.0037483351903807613,v0.00d1.80
1.539367e+03,1.321473e-03,0.003766256366733466,v0.00d1.80
1.541543e+03,1.328662e-03,0.0037841775430861734,v0.00d1.80
1.543719e+03,1.335906e-03,0.003802245158316631,v0.00d1.80
1.545896e+03,1.343165e-03,0.003820351687374749,v0.00d1.80
1.548072e+03,1.350426e-03,0.0038384644088176345,v0.00d1.80
1.550248e+03,1.357755e-03,0.003856757741482965,v0.00d1.80
1.552425e+03,1.365084e-03,0.0038750510741482978,v0.00d1.80
1.554601e+03,1.372433e-03,0.003893396410821641,v0.00d1.80
1.556778e+03,1.379834e-03,0.003911877997995992,v0.00d1.80
1.558954e+03,1.387234e-03,0.00393035958517034,v0.00d1.80
1.561130e+03,1.394671e-03,0.003948939693386773,v0.00d1.80
1.563307e+03,1.402143e-03,0.003967610985971945,v0.00d1.80
1.565483e+03,1.409615e-03,0.003986282278557111,v0.00d1.80
