# p(code_units), e(code_units) => first two columns, plus original columns afterward
# system=Already code => factor=1, pFactor=1.000000e+00, eFactor=1.000000e+00
# muB (code_units),pressure (code_units),epsilon,eos
8.460000e+02,2.992586e-06,0.0003769469,v0.00d1.60
8.478998e+02,3.834828e-06,0.0003801989452905812,v0.00d1.60
8.497996e+02,4.677071e-06,0.00038345099058116226,v0.00d1.60
8.516994e+02,5.519313e-06,0.00038670303587174347,v0.00d1.60
8.535992e+02,6.379202e-06,0.0003897963340681363,v0.00d1.60
8.554990e+02,7.242408e-06,0.00039285979258517047,v0.00d1.60
8.573988e+02,8.105614e-06,0.00039592325110220436,v0.00d1.60
8.592986e+02,8.982452e-06,0.00039889098136272546,v0.00d1.60
8.611984e+02,9.865603e-06,0.00040181439298597206,v0.00d1.60
8.630982e+02,1.074875e-05,0.00040473780460921835,v0.00d1.60
8.649980e+02,1.164199e-05,0.0004076103849699399,v0.00d1.60
8.668978e+02,1.254434e-05,0.0004104370334669339,v0.00d1.60
8.687976e+02,1.344669e-05,0.00041326368196392796,v0.00d1.60
8.706974e+02,1.435569e-05,0.00041606546833667323,v0.00d1.60
8.725972e+02,1.527615e-05,0.00041882438897795584,v0.00d1.60
8.744970e+02,1.619660e-05,0.00042158330961923856,v0.00d1.60
8.763968e+02,1.712081e-05,0.00042433235671342673,v0.00d1.60
8.782966e+02,1.805921e-05,0.000427044004008016,v0.00d1.60
8.801964e+02,1.899762e-05,0.0004297556513026052,v0.00d1.60
8.820962e+02,1.993691e-05,0.0004324656873747496,v0.00d1.60
8.839960e+02,2.089286e-05,0.000435145513026052,v0.00d1.60
8.858958e+02,2.184881e-05,0.0004378253386773547,v0.00d1.60
8.877956e+02,2.280475e-05,0.0004405051643286574,v0.00d1.60
8.896954e+02,2.377618e-05,0.00044316809258517024,v0.00d1.60
8.915952e+02,2.474948e-05,0.0004458289835671342,v0.00d1.60
8.934950e+02,2.572278e-05,0.00044848987454909823,v0.00d1.60
8.953948e+02,2.670846e-05,0.0004511434196392786,v0.00d1.60
8.972946e+02,2.769863e-05,0.0004537943050100199,v0.00d1.60
8.991944e+02,2.868880e-05,0.00045644519038076154,v0.00d1.60
9.010942e+02,2.968877e-05,0.00045909468977955916,v0.00d1.60
9.029940e+02,3.069596e-05,0.00046174316873747476,v0.00d1.60
9.048938e+02,3.170315e-05,0.0004643916476953907,v0.00d1.60
9.067936e+02,3.271734e-05,0.0004670418857715431,v0.00d1.60
