pressure,epsilon,muB
1.3237900000000002e-07,3.056268e-13,919.8381501115539
1.3237900000000002e-07,2.992131801296018e-17,921.5899774660396
1.3237900000000002e-07,1.1181509441177316e-13,923.3418048205256
1.3237900000000002e-07,3.212953162799815e-11,925.0936321750114
1.3237900000000002e-07,4.403687834241188e-09,926.8454595294972
1.3237900000000002e-07,1.0436668055810979e-08,928.5972868839831
1.3237900000000002e-07,3.294200200545786e-08,930.349114238469
1.3237900000000002e-07,1.196952759904348e-07,932.1009415929548
1.3237900000000002e-07,2.8270142055297273e-07,933.8527689474408
1.3237900000000002e-07,2.0089330319284354e-06,935.6045963019266
1.3237900000000002e-07,4.6849582679398664e-06,937.3564236564125
1.3237900000000002e-07,7.360983503951038e-06,939.1082510108984
1.3237900000000002e-07,1.003700873996247e-05,940.8600783653842
1.3237900000000002e-07,1.4535166639128397e-05,942.61190571987
1.3237900000000002e-07,3.474934492341509e-05,944.363733074356
1.4217383127907997e-07,4.968999899980081e-05,946.1155604288417
2.464573381817721e-07,6.257418663101357e-05,947.8673877833278
5.04467657408145e-07,0.0001440897898009848,949.6192151378135
7.888148137205911e-07,0.00018631110641965714,951.3710424922995
1.073161970033009e-06,0.00022853242303832536,953.1228698467853
1.414177609105853e-06,0.0002579483329915392,954.874697201271
1.8120193531369675e-06,0.0002745232183088855,956.626524555757
2.2098610971680433e-06,0.00029109810362623015,958.3783519102428
2.612690247492901e-06,0.0003073113249103071,960.1301792647287
3.0776477091578104e-06,0.0003190192834714194,961.8820066192145
3.542605170822765e-06,0.00033072724203253275,963.6338339737005
4.0075626324876745e-06,0.00034243520059364503,965.3856613281862
4.505534186515613e-06,0.000352564154239907,967.1374886826723
5.0213361013746665e-06,0.0003618403136588898,968.889316037158
5.537138016233771e-06,0.0003711164730778735,970.6411433916439
6.062135250066887e-06,0.00038004696887904816,972.3929707461298
6.6189290491072844e-06,0.0003877821917599035,974.1447981006156
7.175722848147627e-06,0.00039551741464075805,975.8966254551015
7.732516647188024e-06,0.00040325263752161335,977.6484528095874
8.316881962658968e-06,0.0004101479723600568,979.4002801640731
8.908169242309195e-06,0.0004168324491936915,981.1521075185592
9.499456521959363e-06,0.00042351692602732543,982.9039348730449
1.0102324234666672e-05,0.00042986023163271665,984.6557622275309
1.0724547909483383e-05,0.0004356332910880568,986.4075895820167
1.1346771584300092e-05,0.000441406350543397,988.1594169365025
1.1968995259116862e-05,0.0004471794099987378,989.9112442909884
1.2615604276292553e-05,0.0004523768803575793,991.6630716454742
1.3263514703636926e-05,0.0004575436323655325,993.4148989999601
1.3911425130981235e-05,0.0004627103843734851,995.1667263544459
1.4572088145651277e-05,0.0004676082604016054,996.9185537089319
1.5244319776100365e-05,0.00047226222334577746,998.6703810634176
1.5916551406549518e-05,0.00047691618628995,1000.4222084179037
