pressure,epsilon,muB,phase_index
3.139368e-10,1.445407e-08,738.0,1
4.859723065150668e-10,1.153239845574706e-07,740.6259450346693,1
6.580078130301391e-10,2.1619389911494448e-07,743.2518900693387,1
2.279835676337145e-09,9.567640749811964e-07,745.877835104008,1
4.479245701782836e-09,1.9521841666415843e-06,748.5037801386774,1
1.1047988960514058e-08,3.944922798190715e-06,751.1297251733466,1
2.340352295261719e-08,7.258520557828943e-06,753.755670208016,1
3.910347270000871e-08,1.0986933959060981e-05,756.3816152426854,1
7.447237451429534e-08,1.7154933096069638e-05,759.0075602773547,1
1.0984127632858312e-07,2.332293223307849e-05,761.6335053120241,1
1.7561646381520512e-07,3.110417138612508e-05,764.2594503466934,1
2.4632371019672495e-07,3.9147086524737505e-05,766.8853953813627,1
3.4011607689697116e-07,4.728771989684945e-05,769.5113404160321,1
4.509335833050509e-07,5.5500419888253474e-05,772.1372854507015,1
5.72974483044064e-07,6.355801363631884e-05,774.7632304853707,1
7.224068175472101e-07,7.123706032462726e-05,777.38917552004,1
8.720471040312372e-07,7.891269810907739e-05,780.0151205547094,1
1.057593885533188e-06,8.599972986589465e-05,782.6410655893787,1
1.2431406670351506e-06,9.308676162271239e-05,785.2670106240482,1
1.452409874204366e-06,9.980952876719657e-05,787.8929556587175,1
1.670864867583541e-06,0.00010639124554441736,790.5189006933867,1
1.9028921978764423e-06,0.00011279276169596594,793.1448457280561,1
2.152478207299128e-06,0.00011896115034815474,795.7707907627255,1
2.406469174280287e-06,0.00012507822783721381,798.3967357973947,1
2.685211051422906e-06,0.0001309069942649187,801.022680832064,1
2.963952928565543e-06,0.000136735760692624,803.6486258667335,1
3.2666437627290327e-06,0.00014231883555346236,806.2745709014029,1
3.573034215141685e-06,0.0001478639561516724,808.9005159360722,1
3.894758985646082e-06,0.000153268896750736,811.5264609707415,1
4.22752880656201e-06,0.00015857286806326222,814.1524060054107,1
4.567790256238709e-06,0.00016381512911082746,816.7783510400801,1
4.92583479811333e-06,0.00016891090674785498,819.4042960747495,1
5.2841597254741365e-06,0.0001740046113568322,822.030241109419,1
5.666551154395199e-06,0.00017892038046173316,824.6561861440882,1
6.0489425833162616e-06,0.0001838361495666341,827.2821311787575,1
6.448441187541505e-06,0.0001886448437946916,829.9080762134269,1
6.854375964328403e-06,0.00019341325361739702,832.5340212480962,1
7.27042796703358e-06,0.00019813039293040423,835.1599662827655,1
7.699266236412862e-06,0.00020278273598257728,837.7859113174347,1
8.13161311005572e-06,0.00020741793894623025,840.4118563521041,1
8.582821805185379e-06,0.00021196099891921077,843.0378013867736,1
9.034030500315009e-06,0.00021650405889219097,845.663746421443,1
9.504296679049103e-06,0.00022095133343925718,848.2896914561122,1
9.97736155235979e-06,0.00022538454137828708,850.9156364907815,1
1.0462907583561039e-05,0.00022975457016779894,853.5415815254509,1
1.095723298318742e-05,0.00023408015812615796,856.1675265601202,1
1.145784664520251e-05,0.00023837436428294308,858.7934715947895,1
1.197298265922868e-05,0.0002425960961151812,861.419416629459,1
1.2488469243315756e-05,0.00024681609891198805,864.0453616641282,1
1.302389943588483e-05,0.0002509377384726544,866.6713066987976,1
1.3559329628453903e-05,0.00025505937803332076,869.297251733467,1
1.4109273545966511e-05,0.0002591105003791555,871.9231967681362,1
1.4664520870397223e-05,0.00026313585528855066,874.5491418028055,1
1.5228428584820122e-05,0.00026711947503043487,877.1750868374749,1
1.5803029124156382e-05,0.00027105156512534893,879.8010318721443,1
1.6380703897221664e-05,0.0002749689743309501,882.4269769068137,1
1.697421124080751e-05,0.0002788107756824219,885.052921941483,1
1.756771858439335e-05,0.00028265257703389375,887.6788669761522,1
1.8177444121828674e-05,0.00028641747449127105,890.3048120108216,1
1.8789429365308474e-05,0.000290171656810086,892.930757045491,1
1.941211953009284e-05,0.0002938752463112958,895.5567020801602,1
2.004216252226109e-05,0.0002975440854164843,898.1826471148297,1
2.067763790602035e-05,0.0003011873325801409,900.808592149499,1
2.1325322872246476e-05,0.0003047730605249818,903.4345371841683,1
2.1973407726742818e-05,0.0003083569205772977,906.0604822188377,1
2.2638454566223176e-05,0.00031186155058631794,908.686427253507,1
2.3303501405703524e-05,0.0003153661805953382,911.3123722881762,1
2.3980898557059272e-05,0.0003188124672529408,913.9383173228456,1
2.466267704298557e-05,0.0003222380563164177,916.5642623575151,1
2.5351886390397027e-05,0.0003256286929561439,919.1902073921844,1
2.6050059526489728e-05,0.0003289771667671025,921.8161524268537,1
2.6750958930261826e-05,0.0003323129892223705,924.442097461523,1
2.7465325394068324e-05,0.00033558631723958694,927.0680424961923,1
2.8179691857874823e-05,0.0003388596452568034,929.6939875308617,1
2.8907974050520227e-05,0.00034206836315206984,932.319932565531,1
2.963809180795973e-05,0.00034526855860007096,934.9458776002004,1
3.0377428305152698e-05,0.00034842623624579863,937.5718226348697,1
3.112294723022049e-05,0.0003515553998806117,940.1977676695391,1
3.18731860290834e-05,0.00035466298224257455,942.8237127042084,1
3.2633751619199846e-05,0.00035772334611747935,945.4496577388777,1
3.339474575103773e-05,0.00036078179472212113,948.0756027735472,1
3.417019607292564e-05,0.0003637756346561475,950.7015478082163,1
3.4945646394813656e-05,0.00036676947459017415,953.3274928428858,1
3.5731583422374296e-05,0.0003697155855253924,955.9534378775552,1
3.652113069252338e-05,0.0003726452648690718,958.5793829122244,1
3.731722289342409e-05,0.0003755466390947983,961.2053279468937,1
3.8121029045111425e-05,0.0003784146524959135,963.8312729815631,1
3.892723863950415e-05,0.00038127238611196395,966.4572180162326,1
3.974484850892367e-05,0.00038408135951554953,969.0831630509017,1
4.05624583783433e-05,0.00038689033291913554,971.7091080855712,1
4.1392101554842524e-05,0.0003896491805157401,974.3350531202404,1
4.2223243794340766e-05,0.00039240178363258163,976.9609981549098,1
4.306239745204106e-05,0.0003951219337611962,979.5869431895792,1
4.3906796337389324e-05,0.00039782083630207876,982.2128882242484,1
4.4755358631812745e-05,0.0004005034934388471,984.8388332589179,1
4.561279095768303e-05,0.00040315154017755804,987.4647782935871,1
4.6470680529127836e-05,0.0004057979236552514,990.0907233282566,1
4.734134761797291e-05,0.00040839782806832687,992.7166683629259,1
4.821201470681799e-05,0.0004109977324814024,995.3426133975952,1
4.9091310643457824e-05,0.00041356364645221406,997.9685584322644,1
4.997348812470486e-05,0.000416118209547691,1000.5945034669338,1
5.08616397013673e-05,0.00041865300137744206,1003.2204485016033,1
5.1756671183559e-05,0.00042116502416335717,1005.8463935362724,1
5.26538825082557e-05,0.0004236698752753038,1008.4723385709419,1
5.356103272678245e-05,0.00042614202746244265,1011.0982836056112,1
5.446818294530919e-05,0.0004286141796495814,1013.7242286402806,1
5.538606170666208e-05,0.00043105299854009725,1016.3501736749499,1
5.63051993642721e-05,0.0004334879060734944,1018.9761187096192,1
5.7231452855013046e-05,0.00043590166636546713,1021.6020637442887,1
5.816225408515199e-05,0.00043830191142440637,1024.2280087789577,1
5.9096841177198126e-05,0.0004406916813165655,1026.8539538136274,1
6.003928409699083e-05,0.00044305971478307977,1029.4798988482967,1
6.098218849611326e-05,0.00044542654868558694,1032.105843882966,1
6.193608053625712e-05,0.0004477648214417083,1034.7317889176352,1
6.2889972576401e-05,0.00045010309419782953,1037.3577339523044,1
6.385240766071547e-05,0.00045242053832458785,1039.9836789869742,1
6.481760877080858e-05,0.00045473123865784495,1042.6096240216432,1
6.578808164220874e-05,0.0004570299951568913,1045.2355690563127,1
6.676448678444983e-05,0.0004593153113548135,1047.861514090982,1
6.774293519285927e-05,0.0004615962972908361,1050.4874591256512,1
6.873034742137069e-05,0.0004638582863437002,1053.1134041603207,1
6.97177596498821e-05,0.0004661202753965643,1055.73934919499,1
7.071505880827355e-05,0.00046836294787988645,1058.3652942296594,1
7.171344748702981e-05,0.0004706034917149673,1060.9912392643287,1
7.27185205275554e-05,0.00047283193362087755,1063.617184298998,1
7.372776311245504e-05,0.0004750528266339492,1066.2431293336674,1
7.474056745380758e-05,0.00047726779545674325,1068.8690743683367,1
7.576057203677429e-05,0.0004794707882778285,1071.495019403006,1
7.678106834018015e-05,0.0004816730270872522,1074.1209644376754,1
7.781174738971288e-05,0.0004838596515176215,1076.7469094723447,1
7.884242643924546e-05,0.0004860462759479905,1079.372854507014,1
7.988117397626143e-05,0.0004882215738476236,1081.9987995416834,1
8.092245309058402e-05,0.0004903933179227963,1084.6247445763527,1
8.196874955472951e-05,0.0004925586209464722,1087.2506896110222,1
8.302056308521619e-05,0.0004947168414047163,1089.8766346456914,1
8.407438023336191e-05,0.0004968727248674468,1092.5025796803607,1
8.513666253138685e-05,0.0004990187346812797,1095.1285247150302,1
8.619894482941168e-05,0.0005011647444951125,1097.7544697496992,1
8.727066547205669e-05,0.0005033007565668512,1100.380414784369,1
8.834335964214403e-05,0.0005054357374115386,1103.0063598190382,1
8.942249869589545e-05,0.0005075645427028627,1105.6323048537074,1
9.050556097229469e-05,0.0005096895887221689,1108.2582498883767,1
9.15920951874251e-05,0.0005118116284787366,1110.884194923046,1
9.268546867466053e-05,0.000513927746284925,1113.5101399577156,1
9.377937448102438e-05,0.0005160434512999696,1116.1360849923847,1
9.488301978992045e-05,0.0005181516037395528,1118.7620300270542,1
9.598666509881646e-05,0.0005202597561791359,1121.3879750617234,1
9.709816469608838e-05,0.0005223624374691238,1124.0139200963927,1
9.82120511906196e-05,0.0005244634560913628,1126.6398651310622,1
9.933085113827742e-05,0.000526561436769204,1129.2658101657314,1
0.00010045493067611828,0.0005286561531233598,1131.891755200401,1
0.00010158105512988751,0.0005307497736786843,1134.5177002350702,1
0.0001027155071506153,0.0005328389317825169,1137.1436452697394,1
0.00010384995917134302,0.0005349280898863493,1139.769590304409,1
0.0001049933545240033,0.0005370128561753933,1142.3955353390782,1
0.00010613761007286045,0.0005390972000466621,1145.0214803737474,1
0.00010728831803790059,0.000541178853123097,1147.647425408417,1
0.0001084428585381436,0.0005432589079508093,1150.2733704430862,1
0.00010960086140297583,0.0005453377337140351,1152.8993154777554,1
0.00011076551179160232,0.0005474141997502,1155.525260512425,1
0.00011193074432158505,0.0005494904868598008,1158.1512055470942,1
0.00011310550459859495,0.0005515638455276745,1160.7771505817636,1
0.00011428026487560483,0.0005536372041955482,1163.403095616433,1
0.00011546280314177729,0.0005557085338227707,1166.0290406511022,1
0.00011664762954142016,0.0005577792665456099,1168.6549856857716,1
0.00011783738752433658,0.0005598489745238726,1171.2809307204407,1
0.00011903232381236292,0.0005619176064906841,1173.9068757551104,1
0.00012022929369973686,0.0005639859010043285,1176.5328207897796,1
0.00012143425234464545,0.0005660528698726179,1179.158765824449,1
0.00012263921098955405,0.0005681198387409073,1181.7847108591181,1
0.00012385341048205549,0.0005701855621036516,1184.4106558937874,1
0.00012506843524959707,0.000572251174233673,1187.0366009284571,1
0.00012628980540089774,0.0005743162321817066,1189.6625459631261,1
0.00012751485252532164,0.0005763809689967168,1192.2884909977956,1
0.00012874340498786988,0.0005784454924433191,1194.914436032465,1
0.0001299785182349266,0.0005805096165378209,1197.5403810671341,1
