pressure,epsilon,muB,phase_index
2.403408e-09,5.880936e-07,732.0,1
2.893817883685464e-09,7.173587894337069e-07,734.6379690827655,1
3.384227767370944e-09,8.466239788674179e-07,737.2759381655311,1
3.874637970040949e-09,9.758891683011246e-07,739.9139072482966,1
4.365048293387943e-09,1.1051543577348355e-06,742.5518763310622,1
4.8554584184273515e-09,1.2344196066608131e-06,745.1898454138277,1
5.345868302112832e-09,1.3636849279929784e-06,747.8278144965932,1
5.836278185798294e-09,1.4929501716945428e-06,750.4657835793587,1
6.326688069483759e-09,1.6222150533651896e-06,753.1037526621242,1
6.81709795316924e-09,1.751479935035841e-06,755.7417217448898,1
7.307507836854704e-09,1.8807452133216263e-06,758.3796908276553,1
7.797917720540183e-09,2.0100105346537914e-06,761.0176599104209,1
8.288327604225647e-09,2.139275855985952e-06,763.6556289931864,1
8.778737487911127e-09,2.2685411773181173e-06,766.2935980759519,1
9.269147216335397e-09,2.397806343389085e-06,768.9315671587174,1
9.759556660359348e-09,2.5270712250597324e-06,771.5695362414829,1
1.0249966277304402e-08,2.6563361413146e-06,774.2075053242484,1
1.0740377919635953e-08,2.7856014626467694e-06,776.8454744070141,1
1.1230789561967472e-08,2.91486678397893e-06,779.4834434897796,1
1.172119766861137e-08,3.044132105311091e-06,782.1214125725451,1
1.2211604914327751e-08,3.1733974266432522e-06,784.7593816553106,1
1.2702014488962062e-08,3.3026627479754218e-06,787.3973507380763,1
1.319242613129358e-08,3.431928069307583e-06,790.0353198208418,1
1.36828377736251e-08,3.5611932784249262e-06,792.6732889036073,1
1.4173249415956617e-08,3.690458160095573e-06,795.3112579863728,1
1.4663661058288138e-08,3.81972304176622e-06,797.9492270691383,1
1.51540683886261e-08,3.948988354636235e-06,800.5871961519039,1
1.5644475634342485e-08,4.078253675968396e-06,803.2251652346694,1
1.613488598528273e-08,4.207518997300557e-06,805.8631343174349,1
1.6625297627614247e-08,4.336784318632718e-06,808.5011034002003,1
1.711570737149163e-08,4.466049450119465e-06,811.1390724829658,1
1.760611461720804e-08,4.59531433179012e-06,813.7770415657315,1
1.8096522554608834e-08,4.724579282629209e-06,816.415010648497,1
1.8586934196940357e-08,4.85384460396137e-06,819.0529797312624,1
1.9077345839271876e-08,4.983109925293531e-06,821.6909488140279,1
1.9567757481603424e-08,5.1123752466257004e-06,824.3289178967937,1
2.0058169123934943e-08,5.241640567957861e-06,826.9668869795591,1
2.0548578091506358e-08,5.370905621814012e-06,829.6048560623246,1
2.1038985337222738e-08,5.500170503484659e-06,832.2428251450901,1
2.15293940509295e-08,5.6294355319543445e-06,834.8807942278556,1
2.2019805693261053e-08,5.758700853286513e-06,837.5187633106214,1
2.2510217335592572e-08,5.887966174618673e-06,840.1567323933868,1
2.3000628977924094e-08,6.017231495950835e-06,842.7947014761523,1
2.349104062025561e-08,6.1464968172829955e-06,845.4326705589178,1
