pressure,epsilon,muB,phase_index
8.335159e-09,3.421537e-06,912.0,1
2.0697968661413384e-08,6.161442795259752e-06,914.2772476398798,1
3.306077832282676e-08,8.901348590519504e-06,916.5544952797595,1
5.172114045157074e-08,1.2226446108354806e-05,918.8317429196393,1
8.132616060209433e-08,1.656856147780641e-05,921.108990559519,1
1.1093118075261791e-07,2.091067684725801e-05,923.3862381993988,1
1.5894499782245739e-07,2.650331769638727e-05,925.6634858392786,1
2.1375094745953365e-07,3.2557353979118485e-05,927.9407334791583,1
2.7177063633081214e-07,3.875752226093977e-05,930.2179811190381,1
3.601505033721637e-07,4.633819879355725e-05,932.4952287589178,1
4.485303704135153e-07,5.3918875326174724e-05,934.7724763987976,1
5.549101004816766e-07,6.19531813544063e-05,937.0497240386774,1
6.82338464161829e-07,7.051795147753415e-05,939.3269716785571,1
8.097668278419816e-07,7.908272160066198e-05,941.6042193184369,1
9.726584291371394e-07,8.793219843970057e-05,943.8814669583167,1
1.1430099883612207e-06,9.684156547110775e-05,946.1587145981964,1
1.3216430571956479e-06,0.00010572605068438048,948.4359622380762,1
1.5352530607703762e-06,0.00011450544760215425,950.7132098779559,1
1.7488630643451043e-06,0.00012328484451992804,952.9904575178357,1
1.985881454941241e-06,0.00013189559439488705,955.2677051577155,1
2.241541215727622e-06,0.00014037204146830214,957.5449527975952,1
2.4972009765140035e-06,0.00014884848854171726,959.822200437475,1
2.789865959019852e-06,0.0001569266703148582,962.0994480773547,1
3.085664866248027e-06,0.00016497112351098812,964.3766957172345,1
3.3924118751798898e-06,0.00017289546911052804,966.6539433571143,1
3.7263357033123847e-06,0.00018052166782346672,968.931190996994,1
4.06025953144488e-06,0.00018814786653640537,971.2084386368738,1
4.417857522783064e-06,0.00019551827959536297,973.4856862767535,1
4.78806891251577e-06,0.000202752412172969,975.7629339166333,1
5.158882442963603e-06,0.00020998172028502304,978.0401815565131,1
5.563219527203727e-06,0.0002169424313293342,980.3174291963928,1
5.967556611443851e-06,0.00022390314237364533,982.5946768362726,1
6.434620485938843e-06,0.0002357275999276714,984.8719244761523,0
6.999606568638591e-06,0.00024307857197061297,987.1491721160321,0
7.587953453670078e-06,0.0002500800418888801,989.4264197559119,0
8.187600059125757e-06,0.00025691531900837357,991.7036673957916,0
8.80518356922512e-06,0.0002634867856730803,993.9809150356714,0
9.434812814179344e-06,0.0002699108174134743,996.2581626755511,0
1.0083615614794196e-05,0.00027610017258480104,998.5354103154309,0
1.0739837681724831e-05,0.00028220202427632054,1000.8126579553107,0
1.1418085597477006e-05,0.0002880441011686134,1003.0899055951904,0
1.209633351322918e-05,0.00029388617806090623,1005.3671532350702,0
1.280418501929593e-05,0.0002994103968102344,1007.64440087495,0
1.3512651660964137e-05,0.00030492801075731154,1009.9216485148297,0
1.4238467062793367e-05,0.00031028129244516653,1012.1988961547095,0
1.497786397359547e-05,0.0003155059263200111,1014.4761437945892,0
1.5717260884397576e-05,0.0003207305601948557,1016.753391434469,0
1.6485123780764734e-05,0.00032569524198443735,1019.0306390743488,0
1.7253201536721606e-05,0.00033065796167092387,1021.3078867142285,0
1.8029794363220357e-05,0.00033555721630462146,1023.5851343541083,0
1.882920720176444e-05,0.0003402863874067763,1025.862381993988,0
1.9628620040308514e-05,0.00034501555850893105,1028.1396296338678,0
2.0439743484882758e-05,0.0003496570862158609,1030.4168772737476,0
2.126847063191619e-05,0.00035416686598010723,1032.6941249136273,0
2.2097197778949622e-05,0.0003586766457443535,1034.971372553507,0
2.2937267256692424e-05,0.0003631162027826827,1037.2486201933868,0
2.3796882462663887e-05,0.0003674347481567058,1039.5258678332666,0
2.465649766863535e-05,0.0003717532935307289,1041.8031154731464,0
2.5521479889928256e-05,0.00037604009624963544,1044.0803631130261,0
2.6410992588203917e-05,0.00038018181600826096,1046.3576107529059,0
2.7300505286479578e-05,0.00038432353576688653,1048.6348583927856,0
2.8190017984755242e-05,0.000388465255525512,1050.9121060326654,0
2.910432649258102e-05,0.00039247330769835557,1053.1893536725452,0
3.0023651670880487e-05,0.00039645431634073775,1055.466601312425,0
3.094297684917995e-05,0.00040043532498312,1057.7438489523047,0
3.1872127255485625e-05,0.0004043689124211984,1060.0210965921844,0
3.282191212803288e-05,0.00040820290815120423,1062.2983442320642,0
3.3771697000580135e-05,0.0004120369038812102,1064.575591871944,0
3.472148187312738e-05,0.000415870899611216,1066.8528395118237,0
3.5691010972172194e-05,0.0004196208983594018,1069.1300871517035,0
3.667112899963183e-05,0.0004233258491019002,1071.4073347915833,0
3.765124702709147e-05,0.0004270307998443987,1073.684582431463,0
3.863136505455111e-05,0.00043073575058689707,1075.9618300713428,0
3.9635744887449684e-05,0.0004343437600420681,1078.2390777112223,0
