p_c,R,M,e(pc),col2(pc)
1.323790e-07,2.000000e+01,2.894060e-08,3.056268e-13,9.198382e+02
1.457944e-07,2.000000e+01,3.502299e-03,5.013732e-05,9.461764e+02
1.605693e-07,2.000000e+01,3.505479e-03,5.196276e-05,9.464246e+02
1.768416e-07,2.000000e+01,5.201672e-03,5.397319e-05,9.466979e+02
1.947628e-07,2.000000e+01,7.671753e-03,5.618736e-05,9.469990e+02
2.145003e-07,2.000000e+01,1.064459e-02,5.862591e-05,9.473306e+02
2.362379e-07,2.000000e+01,1.403022e-02,6.131159e-05,9.476957e+02
2.601784e-07,2.000000e+01,1.780180e-02,6.381893e-05,9.480551e+02
2.865451e-07,2.000000e+01,2.203880e-02,6.621084e-05,9.484159e+02
3.155839e-07,2.000000e+01,2.672186e-02,6.884514e-05,9.488133e+02
3.475654e-07,2.000000e+01,3.182036e-02,7.174641e-05,9.492509e+02
3.827880e-07,2.000000e+01,3.730699e-02,7.479550e-05,9.497166e+02
4.215800e-07,2.000000e+01,4.326546e-02,7.763149e-05,9.501716e+02
4.643033e-07,2.000000e+01,4.970928e-02,8.075489e-05,9.506728e+02
5.113562e-07,2.000000e+01,5.660384e-02,8.419480e-05,9.512247e+02
5.631774e-07,2.000000e+01,6.395969e-02,8.752974e-05,9.517770e+02
6.202503e-07,2.000000e+01,7.185866e-02,9.104420e-05,9.523660e+02
6.831070e-07,2.000000e+01,8.026471e-02,9.491481e-05,9.530147e+02
7.523336e-07,2.000000e+01,8.918807e-02,9.871599e-05,9.536729e+02
8.285758e-07,2.000000e+01,9.869168e-02,1.028116e-04,9.543867e+02
9.125443e-07,2.000000e+01,1.087299e-01,1.071351e-04,9.551500e+02
1.005022e-06,2.000000e+01,1.193755e-01,1.115595e-04,9.559494e+02
1.106872e-06,2.000000e+01,1.306112e-01,1.163080e-04,9.568142e+02
1.219043e-06,2.000000e+01,1.424903e-01,1.210822e-04,9.577095e+02
1.342582e-06,2.000000e+01,1.550255e-01,1.261234e-04,9.586671e+02
1.478641e-06,2.000000e+01,1.683261e-01,1.311721e-04,9.596560e+02
1.628487e-06,2.000000e+01,1.823988e-01,1.364809e-04,9.607127e+02
1.793520e-06,2.000000e+01,1.972890e-01,1.421140e-04,9.618491e+02
1.975277e-06,2.000000e+01,2.130051e-01,1.478819e-04,9.630448e+02
2.175453e-06,2.000000e+01,2.295730e-01,1.539104e-04,9.643019e+02
2.395915e-06,2.000000e+01,2.470667e-01,1.602028e-04,9.656254e+02
2.638719e-06,2.000000e+01,2.655034e-01,1.668004e-04,9.670397e+02
2.906129e-06,2.000000e+01,2.849100e-01,1.735919e-04,9.685370e+02
3.200639e-06,2.000000e+01,3.053760e-01,1.804367e-04,9.701129e+02
3.524994e-06,2.000000e+01,3.270141e-01,1.876190e-04,9.718066e+02
3.882220e-06,2.000000e+01,3.498634e-01,1.948576e-04,9.735832e+02
4.275647e-06,2.000000e+01,3.740864e-01,2.023600e-04,9.754770e+02
4.708945e-06,2.000000e+01,3.997196e-01,2.099576e-04,9.774741e+02
5.186153e-06,2.000000e+01,4.269125e-01,2.178108e-04,9.796101e+02
5.711722e-06,2.000000e+01,4.557772e-01,2.256975e-04,9.818714e+02
6.290553e-06,2.000000e+01,4.864048e-01,2.337951e-04,9.842829e+02
6.928043e-06,2.000000e+01,5.189374e-01,2.421834e-04,9.868659e+02
7.630137e-06,2.000000e+01,5.535068e-01,2.505821e-04,9.895897e+02
8.403381e-06,2.000000e+01,5.902136e-01,2.592114e-04,9.924993e+02
9.254987e-06,2.000000e+01,6.291704e-01,2.681482e-04,9.956194e+02
1.019290e-05,2.000000e+01,6.705446e-01,2.771355e-04,9.989178e+02
1.122585e-05,2.000000e+01,7.143217e-01,2.863883e-04,1.002444e+03
1.236349e-05,2.000000e+01,7.607121e-01,2.959782e-04,1.006228e+03
1.361642e-05,2.000000e+01,8.097848e-01,3.057345e-04,1.010255e+03
1.499631e-05,2.000000e+01,8.616012e-01,3.156363e-04,1.014533e+03
1.651605e-05,2.000000e+01,9.162523e-01,3.258951e-04,1.019122e+03
1.818980e-05,2.000000e+01,9.737797e-01,3.365038e-04,1.024041e+03
2.003317e-05,2.000000e+01,1.034232e+00,3.473520e-04,1.029280e+03
2.206335e-05,2.000000e+01,1.097613e+00,3.584925e-04,1.034878e+03
2.429927e-05,2.000000e+01,1.163905e+00,3.699587e-04,1.040857e+03
2.676178e-05,2.000000e+01,1.233079e+00,3.818151e-04,1.047256e+03
2.947384e-05,2.000000e+01,1.305075e+00,3.940734e-04,1.054105e+03
3.246074e-05,2.000000e+01,1.379806e+00,4.067450e-04,1.061432e+03
3.575034e-05,2.000000e+01,1.457149e+00,4.198452e-04,1.069268e+03
3.937331e-05,2.000000e+01,1.536943e+00,4.334115e-04,1.077647e+03
4.336344e-05,2.000000e+01,1.618994e+00,4.474762e-04,1.086611e+03
4.775792e-05,2.000000e+01,1.703077e+00,4.620598e-04,1.096193e+03
5.259775e-05,2.000000e+01,1.788934e+00,4.772206e-04,1.106445e+03
5.792805e-05,2.000000e+01,1.876262e+00,4.929951e-04,1.117402e+03
6.379853e-05,2.000000e+01,1.964739e+00,5.094568e-04,1.129127e+03
7.026393e-05,2.000000e+01,2.054001e+00,5.266615e-04,1.141671e+03
7.738453e-05,2.000000e+01,2.113422e+00,8.446133e-04,1.153629e+03
8.522675e-05,2.000000e+01,2.115214e+00,8.700391e-04,1.163561e+03
9.386370e-05,2.000000e+01,2.114188e+00,1.250210e-03,1.173816e+03
1.033759e-04,2.000000e+01,2.096895e+00,1.487394e-03,1.181647e+03
1.138521e-04,2.000000e+01,2.069434e+00,1.527442e-03,1.189330e+03
1.253900e-04,2.000000e+01,2.037421e+00,1.570812e-03,1.197579e+03
1.380971e-04,2.000000e+01,2.003298e+00,1.617804e-03,1.206434e+03
1.520920e-04,2.000000e+01,1.968533e+00,1.668646e-03,1.215909e+03
1.675051e-04,2.000000e+01,1.934183e+00,1.723697e-03,1.226050e+03
1.844802e-04,2.000000e+01,1.901044e+00,1.783301e-03,1.236890e+03
2.031756e-04,2.000000e+01,1.869758e+00,1.847799e-03,1.248452e+03
2.237656e-04,2.000000e+01,1.840819e+00,1.917628e-03,1.260777e+03
2.464422e-04,2.000000e+01,1.814555e+00,1.993230e-03,1.273895e+03
2.714169e-04,2.000000e+01,1.791193e+00,2.075123e-03,1.287846e+03
2.989225e-04,2.000000e+01,1.770812e+00,2.163865e-03,1.302668e+03
3.292155e-04,2.000000e+01,1.753391e+00,2.260041e-03,1.318384e+03
3.625785e-04,2.000000e+01,1.738684e+00,2.364351e-03,1.335037e+03
3.993225e-04,2.000000e+01,1.726568e+00,2.477555e-03,1.352664e+03
4.397902e-04,2.000000e+01,1.716710e+00,2.600488e-03,1.371297e+03
4.843589e-04,2.000000e+01,1.708733e+00,2.734090e-03,1.390976e+03
5.334442e-04,2.000000e+01,1.702324e+00,2.879378e-03,1.411724e+03
5.875039e-04,2.000000e+01,1.697005e+00,3.037529e-03,1.433588e+03
6.470421e-04,2.000000e+01,1.692496e+00,3.209812e-03,1.456591e+03
7.126139e-04,2.000000e+01,1.688419e+00,3.397663e-03,1.480774e+03
7.848307e-04,2.000000e+01,1.684440e+00,3.602668e-03,1.506167e+03
8.643661e-04,2.000000e+01,1.680311e+00,3.826583e-03,1.532796e+03
9.519617e-04,2.000000e+01,1.675750e+00,4.071382e-03,1.560703e+03
1.048434e-03,2.000000e+01,1.670590e+00,4.339223e-03,1.589908e+03
1.154684e-03,2.000000e+01,1.664640e+00,4.632532e-03,1.620445e+03
1.271700e-03,2.000000e+01,1.657783e+00,4.953977e-03,1.652333e+03
1.400575e-03,2.000000e+01,1.649923e+00,5.306537e-03,1.685614e+03
1.542511e-03,2.000000e+01,1.641022e+00,5.693496e-03,1.720297e+03
1.698830e-03,2.000000e+01,1.631036e+00,6.118503e-03,1.756417e+03
1.870991e-03,2.000000e+01,1.619971e+00,6.585599e-03,1.794000e+03
