p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
7.214985e-09,1.472500e+01,3.596091e-02,3.970443e-06,1.150799e-02,3.120000e+02,0.000000e+00,5.291280e-03,1.000000e+00
7.500611e-09,1.500500e+01,3.805353e-02,4.041331e-06,1.171464e-02,3.120121e+02,0.000000e+00,5.291280e-03,1.000000e+00
7.797544e-09,1.527000e+01,4.011459e-02,4.115024e-06,1.192947e-02,3.120246e+02,0.000000e+00,5.291280e-03,1.000000e+00
8.106233e-09,1.552500e+01,4.217728e-02,4.191635e-06,1.215280e-02,3.120376e+02,0.000000e+00,5.291280e-03,1.000000e+00
8.427141e-09,1.577000e+01,4.423743e-02,4.271280e-06,1.238498e-02,3.120512e+02,0.000000e+00,5.291280e-03,1.000000e+00
8.760754e-09,1.601000e+01,4.633390e-02,4.354077e-06,1.262634e-02,3.120653e+02,0.000000e+00,5.291280e-03,1.000000e+00
9.107574e-09,1.624000e+01,4.841386e-02,4.440151e-06,1.287727e-02,3.120799e+02,0.000000e+00,5.291280e-03,1.000000e+00
9.468124e-09,1.646000e+01,5.049485e-02,4.529634e-06,1.313812e-02,3.120951e+02,0.000000e+00,5.291280e-03,1.000000e+00
9.842947e-09,1.667000e+01,5.254979e-02,4.622658e-06,1.340930e-02,3.121110e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.023261e-08,1.687500e+01,5.462944e-02,4.719366e-06,1.369122e-02,3.121274e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.063770e-08,1.707500e+01,5.673243e-02,4.819901e-06,1.398430e-02,3.121445e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.105882e-08,1.726500e+01,5.880687e-02,4.924417e-06,1.428898e-02,3.121623e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.149661e-08,1.744500e+01,6.084792e-02,5.033070e-06,1.460572e-02,3.121808e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.195174e-08,1.762500e+01,6.295567e-02,5.146025e-06,1.493500e-02,3.122000e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.242489e-08,1.779500e+01,6.501560e-02,5.263451e-06,1.527731e-02,3.122200e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.291676e-08,1.795500e+01,6.704957e-02,5.385526e-06,1.563318e-02,3.122407e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.342811e-08,1.811500e+01,6.912767e-02,5.512434e-06,1.600314e-02,3.122623e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.395970e-08,1.826500e+01,7.116529e-02,5.644366e-06,1.638774e-02,3.122848e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.451233e-08,1.840500e+01,7.315807e-02,5.781520e-06,1.678757e-02,3.123081e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.508685e-08,1.854500e+01,7.519861e-02,5.924105e-06,1.720322e-02,3.123323e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.568410e-08,1.867500e+01,7.717880e-02,6.072333e-06,1.763533e-02,3.123576e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.630500e-08,1.880000e+01,7.915372e-02,6.226430e-06,1.808455e-02,3.123838e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.695048e-08,1.892000e+01,8.112110e-02,6.386628e-06,1.855155e-02,3.124110e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.762152e-08,1.903000e+01,8.301742e-02,6.553167e-06,1.903703e-02,3.124394e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.831912e-08,1.914000e+01,8.496200e-02,6.726299e-06,1.954174e-02,3.124688e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.904433e-08,1.924000e+01,8.682938e-02,6.906285e-06,2.006643e-02,3.124994e+02,0.000000e+00,5.291280e-03,1.000000e+00
1.979826e-08,1.933500e+01,8.867836e-02,7.093396e-06,2.061189e-02,3.125313e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.058203e-08,1.942500e+01,9.050653e-02,7.287915e-06,2.117894e-02,3.125644e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.139683e-08,1.951000e+01,9.231142e-02,7.490134e-06,2.176844e-02,3.125988e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.224388e-08,1.959000e+01,9.409055e-02,7.700359e-06,2.238128e-02,3.126345e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.312447e-08,1.966500e+01,9.584144e-02,7.918906e-06,2.301838e-02,3.126717e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.403992e-08,1.973000e+01,9.749578e-02,8.146105e-06,2.368070e-02,3.127103e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.499161e-08,1.979500e+01,9.918222e-02,8.382298e-06,2.436924e-02,3.127505e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.598097e-08,1.985500e+01,1.008330e-01,8.627841e-06,2.508503e-02,3.127923e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.700951e-08,1.991000e+01,1.024343e-01,8.883105e-06,2.582917e-02,3.128357e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.807876e-08,1.995500e+01,1.039501e-01,9.148475e-06,2.660276e-02,3.128809e+02,0.000000e+00,5.291280e-03,1.000000e+00
2.919033e-08,2.000000e+01,1.054787e-01,9.424350e-06,2.740698e-02,3.129278e+02,0.000000e+00,5.291280e-03,1.000000e+00
3.034592e-08,2.004000e+01,1.069620e-01,9.711146e-06,2.824304e-02,3.129766e+02,0.000000e+00,5.291280e-03,1.000000e+00
3.154725e-08,2.007500e+01,1.083976e-01,1.000930e-05,2.911219e-02,3.130273e+02,0.000000e+00,5.291280e-03,1.000000e+00
3.279614e-08,2.010500e+01,1.097833e-01,1.031925e-05,3.001575e-02,3.130800e+02,0.000000e+00,5.291280e-03,1.000000e+00
3.409447e-08,2.013000e+01,1.111169e-01,1.064147e-05,3.095508e-02,3.131348e+02,0.000000e+00,5.291280e-03,1.000000e+00
3.544420e-08,2.015000e+01,1.123963e-01,1.097645e-05,3.193160e-02,3.131918e+02,0.000000e+00,5.291280e-03,1.000000e+00
3.684736e-08,2.017000e+01,1.136883e-01,1.132469e-05,3.294677e-02,3.132511e+02,0.000000e+00,5.291280e-03,1.000000e+00
3.830607e-08,2.018000e+01,1.148535e-01,1.168672e-05,3.400214e-02,3.133127e+02,0.000000e+00,5.291280e-03,1.000000e+00
3.982252e-08,2.019000e+01,1.160276e-01,1.206308e-05,3.509928e-02,3.133767e+02,0.000000e+00,5.291280e-03,1.000000e+00
4.139901e-08,2.019500e+01,1.171401e-01,1.245434e-05,3.623986e-02,3.134432e+02,0.000000e+00,5.291280e-03,1.000000e+00
4.303791e-08,2.020000e+01,1.182581e-01,1.286108e-05,3.742559e-02,3.135124e+02,0.000000e+00,5.291280e-03,1.000000e+00
4.474169e-08,2.020000e+01,1.192997e-01,1.328393e-05,3.865826e-02,3.135844e+02,0.000000e+00,5.291280e-03,1.000000e+00
4.651292e-08,2.019500e+01,1.202863e-01,1.372352e-05,3.993973e-02,3.136592e+02,0.000000e+00,5.291280e-03,1.000000e+00
4.835427e-08,2.018500e+01,1.212164e-01,1.418051e-05,4.127193e-02,3.137369e+02,0.000000e+00,5.291280e-03,1.000000e+00
5.026851e-08,2.017500e+01,1.221230e-01,1.465559e-05,4.265687e-02,3.138177e+02,0.000000e+00,5.291280e-03,1.000000e+00
5.225854e-08,2.016000e+01,1.229705e-01,1.514948e-05,4.409664e-02,3.139017e+02,0.000000e+00,5.291280e-03,1.000000e+00
5.432734e-08,2.014000e+01,1.237575e-01,1.566293e-05,4.559340e-02,3.139891e+02,0.000000e+00,5.291280e-03,1.000000e+00
5.647805e-08,2.012000e+01,1.245246e-01,1.623308e-05,4.726705e-02,3.140263e+02,0.000000e+00,5.285783e-03,1.000000e+00
5.871390e-08,2.009500e+01,1.252078e-01,1.683099e-05,4.902367e-02,3.140573e+02,0.000000e+00,5.279287e-03,1.000000e+00
6.103825e-08,2.007000e+01,1.258748e-01,1.745256e-05,5.084984e-02,3.140895e+02,0.000000e+00,5.272534e-03,1.000000e+00
6.345463e-08,2.004000e+01,1.264574e-01,1.809874e-05,5.274830e-02,3.141231e+02,0.000000e+00,5.265513e-03,1.000000e+00
