p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.095091e-15,3.000000e+01,5.766914e-07,7.529714e-12,9.210312e+02,0.000000e+00
1.199224e-15,3.000000e+01,6.295097e-07,8.219391e-12,9.211450e+02,0.000000e+00
1.313260e-15,3.000000e+01,6.873499e-07,8.974650e-12,9.212698e+02,0.000000e+00
1.438139e-15,3.000000e+01,7.506894e-07,9.801728e-12,9.214064e+02,0.000000e+00
1.574894e-15,3.000000e+01,8.200510e-07,1.070745e-11,9.215559e+02,0.000000e+00
1.724652e-15,3.000000e+01,8.960072e-07,1.169931e-11,9.217197e+02,0.000000e+00
1.888651e-15,3.000000e+01,9.791849e-07,1.278547e-11,9.218991e+02,0.000000e+00
2.068245e-15,3.000000e+01,1.070271e-06,1.397493e-11,9.220955e+02,0.000000e+00
2.264916e-15,3.000000e+01,1.170016e-06,1.527749e-11,9.223106e+02,0.000000e+00
2.480290e-15,3.000000e+01,1.279244e-06,1.670391e-11,9.225462e+02,0.000000e+00
2.716143e-15,3.000000e+01,1.398855e-06,1.826597e-11,9.228042e+02,0.000000e+00
2.974424e-15,3.000000e+01,1.529838e-06,1.997657e-11,9.230867e+02,0.000000e+00
3.257266e-15,3.000000e+01,1.673272e-06,2.184983e-11,9.233960e+02,0.000000e+00
3.567002e-15,3.000000e+01,1.830340e-06,2.390122e-11,9.237348e+02,0.000000e+00
3.906193e-15,3.000000e+01,2.002339e-06,2.614768e-11,9.241058e+02,0.000000e+00
4.277637e-15,3.000000e+01,2.190687e-06,2.860777e-11,9.245120e+02,0.000000e+00
4.684402e-15,3.000000e+01,2.396937e-06,3.130178e-11,9.249569e+02,0.000000e+00
5.129847e-15,3.000000e+01,2.484884e-06,3.244384e-11,9.250938e+02,0.000000e+00
5.617649e-15,3.000000e+01,2.521526e-06,3.292227e-11,9.250939e+02,0.000000e+00
6.151838e-15,3.000000e+01,2.561652e-06,3.344620e-11,9.250942e+02,0.000000e+00
6.736823e-15,3.000000e+01,2.605594e-06,3.401994e-11,9.250944e+02,0.000000e+00
7.377434e-15,3.000000e+01,2.653714e-06,3.464825e-11,9.250946e+02,0.000000e+00
8.078963e-15,3.000000e+01,2.706410e-06,3.533630e-11,9.250949e+02,0.000000e+00
8.847200e-15,3.000000e+01,2.764117e-06,3.608978e-11,9.250952e+02,0.000000e+00
9.688490e-15,3.000000e+01,2.827311e-06,3.691491e-11,9.250955e+02,0.000000e+00
1.060978e-14,3.000000e+01,2.896514e-06,3.781850e-11,9.250959e+02,0.000000e+00
1.161867e-14,3.000000e+01,2.972297e-06,3.880801e-11,9.250963e+02,0.000000e+00
1.272351e-14,3.000000e+01,3.055287e-06,3.989162e-11,9.250967e+02,0.000000e+00
1.393340e-14,3.000000e+01,3.146168e-06,4.107827e-11,9.250972e+02,0.000000e+00
1.525834e-14,3.000000e+01,3.245690e-06,4.237776e-11,9.250977e+02,0.000000e+00
1.670927e-14,3.000000e+01,3.354677e-06,4.380082e-11,9.250983e+02,0.000000e+00
1.829818e-14,3.000000e+01,3.474026e-06,4.535920e-11,9.250989e+02,0.000000e+00
2.003817e-14,3.000000e+01,3.604724e-06,4.706577e-11,9.250996e+02,0.000000e+00
2.194362e-14,3.000000e+01,3.747849e-06,4.893462e-11,9.251004e+02,0.000000e+00
2.403026e-14,3.000000e+01,3.904584e-06,5.098118e-11,9.251012e+02,0.000000e+00
2.631533e-14,3.000000e+01,4.076222e-06,5.322235e-11,9.251021e+02,0.000000e+00
2.881768e-14,3.000000e+01,4.264180e-06,5.567663e-11,9.251031e+02,0.000000e+00
3.155798e-14,3.000000e+01,4.470011e-06,5.836429e-11,9.251041e+02,0.000000e+00
3.455887e-14,3.000000e+01,4.695412e-06,6.130753e-11,9.251053e+02,0.000000e+00
3.784511e-14,3.000000e+01,4.942246e-06,6.453064e-11,9.251066e+02,0.000000e+00
4.144384e-14,3.000000e+01,5.212549e-06,6.806024e-11,9.251080e+02,0.000000e+00
4.538478e-14,3.000000e+01,5.508553e-06,7.192547e-11,9.251096e+02,0.000000e+00
4.970047e-14,3.000000e+01,5.832701e-06,7.615826e-11,9.251113e+02,0.000000e+00
5.442654e-14,3.000000e+01,6.187670e-06,8.079354e-11,9.251131e+02,0.000000e+00
5.960201e-14,3.000000e+01,6.576389e-06,8.586960e-11,9.251152e+02,0.000000e+00
6.526964e-14,3.000000e+01,7.002066e-06,9.142834e-11,9.251174e+02,0.000000e+00
7.147620e-14,3.000000e+01,7.468215e-06,9.751568e-11,9.251198e+02,0.000000e+00
7.827294e-14,3.000000e+01,7.978684e-06,1.041819e-10,9.251225e+02,0.000000e+00
8.571600e-14,3.000000e+01,8.537686e-06,1.114819e-10,9.251254e+02,0.000000e+00
9.386683e-14,3.000000e+01,9.149832e-06,1.194762e-10,9.251286e+02,0.000000e+00
1.027927e-13,3.000000e+01,9.820177e-06,1.282306e-10,9.251321e+02,0.000000e+00
1.125674e-13,3.000000e+01,1.055425e-05,1.378175e-10,9.251360e+02,0.000000e+00
1.232716e-13,3.000000e+01,1.135811e-05,1.483161e-10,9.251402e+02,0.000000e+00
1.349936e-13,3.000000e+01,1.223838e-05,1.598129e-10,9.251448e+02,0.000000e+00
1.478303e-13,3.000000e+01,1.320234e-05,1.724030e-10,9.251498e+02,0.000000e+00
1.618876e-13,3.000000e+01,1.425793e-05,1.861903e-10,9.251554e+02,0.000000e+00
1.772817e-13,3.000000e+01,1.541386e-05,2.012886e-10,9.251614e+02,0.000000e+00
1.941396e-13,3.000000e+01,1.667967e-05,2.178227e-10,9.251680e+02,0.000000e+00
2.126005e-13,3.000000e+01,1.806578e-05,2.359290e-10,9.251753e+02,0.000000e+00
2.328169e-13,3.000000e+01,1.958365e-05,2.557571e-10,9.251832e+02,0.000000e+00
2.549558e-13,3.000000e+01,2.124576e-05,2.774706e-10,9.251919e+02,0.000000e+00
2.791998e-13,3.000000e+01,2.306584e-05,3.012489e-10,9.252015e+02,0.000000e+00
3.057492e-13,3.000000e+01,2.505889e-05,3.272883e-10,9.252119e+02,0.000000e+00
3.348232e-13,3.000000e+01,2.724132e-05,3.558038e-10,9.252233e+02,0.000000e+00
3.666619e-13,3.000000e+01,2.963112e-05,3.870309e-10,9.252359e+02,0.000000e+00
4.015282e-13,3.000000e+01,3.224798e-05,4.212274e-10,9.252496e+02,0.000000e+00
4.397099e-13,3.000000e+01,3.511345e-05,4.586757e-10,9.252646e+02,0.000000e+00
4.815224e-13,3.000000e+01,3.825112e-05,4.996850e-10,9.252810e+02,0.000000e+00
5.273109e-13,3.000000e+01,4.168684e-05,5.445939e-10,9.252990e+02,0.000000e+00
5.774535e-13,3.000000e+01,4.544886e-05,5.937732e-10,9.253187e+02,0.000000e+00
6.323642e-13,3.000000e+01,4.956815e-05,6.476290e-10,9.253403e+02,0.000000e+00
6.924964e-13,3.000000e+01,5.407858e-05,7.066061e-10,9.253639e+02,0.000000e+00
7.583466e-13,3.000000e+01,5.901723e-05,7.711914e-10,9.253898e+02,0.000000e+00
8.304586e-13,3.000000e+01,6.442469e-05,8.419181e-10,9.254181e+02,0.000000e+00
9.094278e-13,3.000000e+01,7.034537e-05,9.193703e-10,9.254492e+02,0.000000e+00
9.959063e-13,3.000000e+01,7.682789e-05,1.004188e-09,9.254832e+02,0.000000e+00
1.090608e-12,3.000000e+01,8.392543e-05,1.097070e-09,9.255204e+02,0.000000e+00
1.194315e-12,3.000000e+01,9.169621e-05,1.198785e-09,9.255611e+02,0.000000e+00
1.307884e-12,3.000000e+01,1.002039e-04,1.310172e-09,9.256058e+02,0.000000e+00
1.432252e-12,3.000000e+01,1.095182e-04,1.432151e-09,9.256547e+02,0.000000e+00
1.568446e-12,3.000000e+01,1.197152e-04,1.565729e-09,9.257082e+02,0.000000e+00
1.717592e-12,3.000000e+01,1.308785e-04,1.712009e-09,9.257668e+02,0.000000e+00
1.880919e-12,3.000000e+01,1.430991e-04,1.872200e-09,9.258310e+02,0.000000e+00
2.059778e-12,3.000000e+01,1.564768e-04,2.047622e-09,9.259013e+02,0.000000e+00
2.255645e-12,3.000000e+01,1.711206e-04,2.239726e-09,9.259783e+02,0.000000e+00
2.470136e-12,3.000000e+01,1.871498e-04,2.450098e-09,9.260626e+02,0.000000e+00
2.705024e-12,3.000000e+01,2.046945e-04,2.680473e-09,9.261549e+02,0.000000e+00
2.962248e-12,3.000000e+01,2.238974e-04,2.932756e-09,9.262560e+02,0.000000e+00
3.243931e-12,3.000000e+01,2.449139e-04,3.209028e-09,9.263667e+02,0.000000e+00
