p_c,R,M,e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
6.781725e-07,9.755000e-01,2.262671e-03,5.819951e-04,2.587038e+00,3.460000e+02,0.000000e+00,1.939824e-01,1.000000e+00
7.346746e-07,1.015100e+00,2.549640e-03,5.822426e-04,2.588114e+00,3.460339e+02,0.000000e+00,1.945647e-01,1.000000e+00
7.958842e-07,1.056200e+00,2.872289e-03,5.825107e-04,2.589279e+00,3.460707e+02,0.000000e+00,1.951955e-01,1.000000e+00
8.621935e-07,1.099000e+00,3.235486e-03,5.828012e-04,2.590542e+00,3.461106e+02,0.000000e+00,1.958788e-01,1.000000e+00
9.340274e-07,1.143300e+00,3.643654e-03,5.831159e-04,2.591910e+00,3.461537e+02,0.000000e+00,1.966190e-01,1.000000e+00
1.011846e-06,1.189500e+00,4.102939e-03,5.834567e-04,2.593392e+00,3.462005e+02,0.000000e+00,1.974209e-01,1.000000e+00
1.096148e-06,1.237300e+00,4.618835e-03,5.838260e-04,2.594998e+00,3.462511e+02,0.000000e+00,1.982897e-01,1.000000e+00
1.187474e-06,1.287100e+00,5.199184e-03,5.842261e-04,2.596737e+00,3.463060e+02,0.000000e+00,1.992308e-01,1.000000e+00
1.286409e-06,1.338700e+00,5.851207e-03,5.846595e-04,2.598621e+00,3.463654e+02,0.000000e+00,2.002503e-01,1.000000e+00
1.393587e-06,1.392300e+00,6.583623e-03,5.851289e-04,2.600662e+00,3.464298e+02,0.000000e+00,2.013547e-01,1.000000e+00
1.509694e-06,1.447900e+00,7.406401e-03,5.856375e-04,2.602874e+00,3.464996e+02,0.000000e+00,2.025512e-01,1.000000e+00
1.635474e-06,1.505600e+00,8.330066e-03,5.861885e-04,2.605269e+00,3.465752e+02,0.000000e+00,2.038474e-01,1.000000e+00
1.771734e-06,1.565500e+00,9.367104e-03,5.867854e-04,2.607864e+00,3.466570e+02,0.000000e+00,2.052515e-01,1.000000e+00
1.919347e-06,1.627600e+00,1.053042e-02,5.874320e-04,2.610675e+00,3.467457e+02,0.000000e+00,2.067727e-01,1.000000e+00
2.079257e-06,1.692000e+00,1.183536e-02,5.881325e-04,2.613721e+00,3.468418e+02,0.000000e+00,2.084205e-01,1.000000e+00
2.252491e-06,1.758800e+00,1.329840e-02,5.888913e-04,2.617020e+00,3.469459e+02,0.000000e+00,2.102057e-01,1.000000e+00
2.440158e-06,1.828000e+00,1.493792e-02,5.897134e-04,2.620594e+00,3.470586e+02,0.000000e+00,2.121396e-01,1.000000e+00
2.643461e-06,1.899700e+00,1.677418e-02,5.906040e-04,2.624466e+00,3.471808e+02,0.000000e+00,2.142346e-01,1.000000e+00
2.863701e-06,1.973900e+00,1.882987e-02,5.915687e-04,2.628660e+00,3.473131e+02,0.000000e+00,2.165042e-01,1.000000e+00
3.102291e-06,2.050800e+00,2.112988e-02,5.926139e-04,2.633204e+00,3.474564e+02,0.000000e+00,2.189628e-01,1.000000e+00
3.360760e-06,2.130300e+00,2.370152e-02,5.937461e-04,2.638127e+00,3.476117e+02,0.000000e+00,2.216263e-01,1.000000e+00
3.640762e-06,2.212600e+00,2.657508e-02,5.949726e-04,2.643459e+00,3.477799e+02,0.000000e+00,2.245117e-01,1.000000e+00
3.944093e-06,2.297600e+00,2.978368e-02,5.963013e-04,2.649236e+00,3.479622e+02,0.000000e+00,2.276376e-01,1.000000e+00
4.272696e-06,2.385500e+00,3.336424e-02,5.976607e-04,2.655123e+00,3.481560e+02,0.000000e+00,2.296018e-01,1.000000e+00
4.628677e-06,2.476300e+00,3.735790e-02,5.991128e-04,2.661406e+00,3.483650e+02,0.000000e+00,2.313646e-01,1.000000e+00
5.014317e-06,2.570100e+00,4.180856e-02,6.006859e-04,2.668212e+00,3.485915e+02,0.000000e+00,2.332742e-01,1.000000e+00
5.432086e-06,2.666800e+00,4.676338e-02,6.023900e-04,2.675584e+00,3.488368e+02,0.000000e+00,2.353430e-01,1.000000e+00
5.884662e-06,2.766400e+00,5.226833e-02,6.042361e-04,2.683572e+00,3.491025e+02,0.000000e+00,2.375842e-01,1.000000e+00
6.374944e-06,2.869200e+00,5.839034e-02,6.062360e-04,2.692224e+00,3.493904e+02,0.000000e+00,2.400120e-01,1.000000e+00
6.906074e-06,2.975000e+00,6.518390e-02,6.084025e-04,2.701598e+00,3.497023e+02,0.000000e+00,2.426421e-01,1.000000e+00
7.481455e-06,3.083800e+00,7.271342e-02,6.107344e-04,2.711681e+00,3.500393e+02,0.000000e+00,2.454290e-01,1.000000e+00
8.104775e-06,3.195600e+00,8.105154e-02,6.131391e-04,2.722034e+00,3.503973e+02,0.000000e+00,2.479465e-01,1.000000e+00
8.780026e-06,3.310500e+00,9.027360e-02,6.157440e-04,2.733250e+00,3.507852e+02,0.000000e+00,2.506738e-01,1.000000e+00
9.511537e-06,3.428400e+00,1.004585e-01,6.185660e-04,2.745401e+00,3.512055e+02,0.000000e+00,2.536282e-01,1.000000e+00
1.030399e-05,3.549200e+00,1.116883e-01,6.216232e-04,2.758563e+00,3.516607e+02,0.000000e+00,2.568289e-01,1.000000e+00
1.116247e-05,3.672900e+00,1.240493e-01,6.248907e-04,2.772611e+00,3.521507e+02,0.000000e+00,2.600896e-01,1.000000e+00
1.209248e-05,3.799400e+00,1.376393e-01,6.283247e-04,2.787322e+00,3.526741e+02,0.000000e+00,2.631284e-01,1.000000e+00
1.309997e-05,3.928600e+00,1.525532e-01,6.320447e-04,2.803259e+00,3.532410e+02,0.000000e+00,2.664203e-01,1.000000e+00
1.419139e-05,4.060400e+00,1.688874e-01,6.360747e-04,2.820523e+00,3.538553e+02,0.000000e+00,2.699865e-01,1.000000e+00
1.537375e-05,4.194700e+00,1.867427e-01,6.403214e-04,2.838646e+00,3.545104e+02,0.000000e+00,2.733217e-01,1.000000e+00
1.665462e-05,4.331300e+00,2.062252e-01,6.448862e-04,2.858103e+00,3.552171e+02,0.000000e+00,2.767758e-01,1.000000e+00
1.804220e-05,4.470100e+00,2.274339e-01,6.498312e-04,2.879181e+00,3.559827e+02,0.000000e+00,2.805177e-01,1.000000e+00
1.954540e-05,4.610800e+00,2.504746e-01,6.550092e-04,2.901143e+00,3.567971e+02,0.000000e+00,2.845529e-01,1.000000e+00
2.117383e-05,4.753400e+00,2.754450e-01,6.606145e-04,2.924914e+00,3.576789e+02,0.000000e+00,2.889240e-01,1.000000e+00
2.293793e-05,4.897400e+00,3.024369e-01,6.666371e-04,2.950369e+00,3.586221e+02,0.000000e+00,2.916439e-01,1.000000e+00
2.484901e-05,5.042600e+00,3.315336e-01,6.731343e-04,2.977781e+00,3.596372e+02,0.000000e+00,2.934853e-01,1.000000e+00
2.691931e-05,5.188700e+00,3.628112e-01,6.800575e-04,3.006886e+00,3.607247e+02,0.000000e+00,2.968121e-01,1.000000e+00
2.916210e-05,5.335500e+00,3.963433e-01,6.874960e-04,3.038100e+00,3.618963e+02,0.000000e+00,3.011264e-01,1.000000e+00
3.159175e-05,5.482500e+00,4.321830e-01,6.954262e-04,3.071224e+00,3.631448e+02,0.000000e+00,3.045476e-01,1.000000e+00
3.422382e-05,5.629500e+00,4.703703e-01,7.039664e-04,3.106814e+00,3.644868e+02,0.000000e+00,3.077420e-01,1.000000e+00
3.707519e-05,5.776100e+00,5.109228e-01,7.131462e-04,3.144946e+00,3.659249e+02,0.000000e+00,3.104711e-01,1.000000e+00
4.016412e-05,5.921700e+00,5.538248e-01,7.231707e-04,3.186506e+00,3.674535e+02,0.000000e+00,3.087230e-01,1.000000e+00
4.351040e-05,6.065900e+00,5.990107e-01,7.341347e-04,3.231769e+00,3.690971e+02,0.000000e+00,3.057260e-01,1.000000e+00
4.713548e-05,6.208000e+00,6.463933e-01,7.460318e-04,3.280717e+00,3.708533e+02,0.000000e+00,3.045915e-01,1.000000e+00
5.106259e-05,6.347700e+00,6.958824e-01,7.588781e-04,3.333402e+00,3.727225e+02,0.000000e+00,3.056900e-01,1.000000e+00
5.531688e-05,6.484500e+00,7.473519e-01,7.727812e-04,3.390174e+00,3.747141e+02,0.000000e+00,3.059951e-01,1.000000e+00
5.992562e-05,6.617900e+00,8.006461e-01,7.878223e-04,3.451305e+00,3.768343e+02,0.000000e+00,3.064191e-01,1.000000e+00
6.491834e-05,6.747300e+00,8.555803e-01,8.041048e-04,3.517128e+00,3.790894e+02,0.000000e+00,3.066267e-01,1.000000e+00
7.032703e-05,6.872400e+00,9.119409e-01,8.216968e-04,3.587903e+00,3.814865e+02,0.000000e+00,3.076173e-01,1.000000e+00
7.618635e-05,6.992700e+00,9.694988e-01,8.407254e-04,3.664035e+00,3.840326e+02,0.000000e+00,3.079094e-01,1.000000e+00
8.253383e-05,7.107700e+00,1.027988e+00,8.613138e-04,3.745825e+00,3.867254e+02,0.000000e+00,3.083437e-01,1.000000e+00
8.941016e-05,7.217100e+00,1.087130e+00,8.835875e-04,3.833781e+00,3.895821e+02,0.000000e+00,3.087584e-01,1.000000e+00
9.685939e-05,7.258600e+00,1.113538e+00,1.462140e-03,6.254853e+00,3.922564e+02,0.000000e+00,4.131225e-02,2.000000e+00
1.049293e-04,7.245400e+00,1.115431e+00,1.493382e-03,6.379881e+00,3.942667e+02,0.000000e+00,2.582952e-01,2.000000e+00
1.136715e-04,7.226400e+00,1.118255e+00,1.526761e-03,6.512744e+00,3.964002e+02,0.000000e+00,2.619507e-01,2.000000e+00
1.231420e-04,7.204500e+00,1.122693e+00,1.562420e-03,6.653899e+00,3.986630e+02,0.000000e+00,2.656999e-01,2.000000e+00
1.334016e-04,7.180900e+00,1.128970e+00,1.600521e-03,6.803846e+00,4.010621e+02,0.000000e+00,2.695513e-01,2.000000e+00
1.445160e-04,7.156300e+00,1.137096e+00,1.641237e-03,6.963140e+00,4.036049e+02,0.000000e+00,2.734974e-01,2.000000e+00
1.565564e-04,7.131100e+00,1.147081e+00,1.684707e-03,7.132094e+00,4.062942e+02,0.000000e+00,2.775194e-01,2.000000e+00
1.696000e-04,7.105500e+00,1.158847e+00,1.731104e-03,7.311148e+00,4.091347e+02,0.000000e+00,2.816010e-01,2.000000e+00
1.837302e-04,7.079800e+00,1.172289e+00,1.780699e-03,7.501278e+00,4.121404e+02,0.000000e+00,2.857615e-01,2.000000e+00
1.990378e-04,7.053900e+00,1.187270e+00,1.833607e-03,7.702486e+00,4.153068e+02,0.000000e+00,2.899475e-01,2.000000e+00
2.156207e-04,7.027800e+00,1.203617e+00,1.890138e-03,7.915851e+00,4.186489e+02,0.000000e+00,2.941773e-01,2.000000e+00
2.335852e-04,7.001500e+00,1.221140e+00,1.950537e-03,8.141990e+00,4.221725e+02,0.000000e+00,2.984329e-01,2.000000e+00
2.530464e-04,6.974900e+00,1.239637e+00,2.015039e-03,8.381401e+00,4.258801e+02,0.000000e+00,3.026845e-01,2.000000e+00
2.741290e-04,6.947900e+00,1.258891e+00,2.083953e-03,8.634887e+00,4.297793e+02,0.000000e+00,3.069177e-01,2.000000e+00
2.969681e-04,6.920200e+00,1.278676e+00,2.157616e-03,8.903361e+00,4.338789e+02,0.000000e+00,3.111242e-01,2.000000e+00
3.217101e-04,6.891800e+00,1.298800e+00,2.236362e-03,9.187571e+00,4.381834e+02,0.000000e+00,3.152776e-01,2.000000e+00
3.485135e-04,6.862500e+00,1.319016e+00,2.320567e-03,9.488410e+00,4.426988e+02,0.000000e+00,3.193610e-01,2.000000e+00
3.775500e-04,6.832100e+00,1.339131e+00,2.410679e-03,9.807055e+00,4.474358e+02,0.000000e+00,3.233648e-01,2.000000e+00
4.090056e-04,6.800600e+00,1.358943e+00,2.507134e-03,1.014446e+01,4.523991e+02,0.000000e+00,3.272669e-01,2.000000e+00
