p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
8.365315e-09,1.662000e+01,4.929835e-02,3.785416e-06,1.096601e-02,3.120000e+02,0.000000e+00,5.130467e-03,1.000000e+00
8.689653e-09,1.692500e+01,5.206570e-02,3.868405e-06,1.120802e-02,3.120163e+02,0.000000e+00,5.130467e-03,1.000000e+00
9.026567e-09,1.721000e+01,5.475495e-02,3.954611e-06,1.145942e-02,3.120332e+02,0.000000e+00,5.130467e-03,1.000000e+00
9.376543e-09,1.748500e+01,5.745235e-02,4.044159e-06,1.172056e-02,3.120508e+02,0.000000e+00,5.130467e-03,1.000000e+00
9.740088e-09,1.774000e+01,6.005229e-02,4.137180e-06,1.199182e-02,3.120691e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.011773e-08,1.799000e+01,6.268913e-02,4.233807e-06,1.227361e-02,3.120880e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.051001e-08,1.822000e+01,6.522766e-02,4.334180e-06,1.256632e-02,3.121077e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.091750e-08,1.844500e+01,6.779299e-02,4.438446e-06,1.287038e-02,3.121282e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.134079e-08,1.865500e+01,7.028028e-02,4.546753e-06,1.318622e-02,3.121495e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.178050e-08,1.885500e+01,7.273773e-02,4.659260e-06,1.351432e-02,3.121715e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.223725e-08,1.905000e+01,7.521842e-02,4.776129e-06,1.385513e-02,3.121945e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.271171e-08,1.923000e+01,7.760120e-02,4.897530e-06,1.420916e-02,3.122183e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.320456e-08,1.940500e+01,7.999865e-02,5.023637e-06,1.457691e-02,3.122431e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.371653e-08,1.957000e+01,8.233657e-02,5.154634e-06,1.495892e-02,3.122688e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.424834e-08,1.972500e+01,8.462995e-02,5.290709e-06,1.535575e-02,3.122955e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.480078e-08,1.987000e+01,8.687395e-02,5.432061e-06,1.576796e-02,3.123232e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.537463e-08,2.001000e+01,8.910680e-02,5.578893e-06,1.619615e-02,3.123521e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.597073e-08,2.014000e+01,9.127102e-02,5.731417e-06,1.664094e-02,3.123820e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.658995e-08,2.026500e+01,9.342766e-02,5.889856e-06,1.710298e-02,3.124131e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.723317e-08,2.038000e+01,9.550710e-02,6.054438e-06,1.758293e-02,3.124454e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.790133e-08,2.049000e+01,9.757204e-02,6.225400e-06,1.808149e-02,3.124790e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.859540e-08,2.059500e+01,9.960834e-02,6.402991e-06,1.859939e-02,3.125138e+02,0.000000e+00,5.130467e-03,1.000000e+00
1.931637e-08,2.069000e+01,1.015669e-01,6.587468e-06,1.913736e-02,3.125501e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.006530e-08,2.077500e+01,1.034434e-01,6.779097e-06,1.969619e-02,3.125877e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.084327e-08,2.086000e+01,1.053505e-01,6.978156e-06,2.027668e-02,3.126267e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.165140e-08,2.093500e+01,1.071572e-01,7.184933e-06,2.087968e-02,3.126673e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.249087e-08,2.100500e+01,1.089305e-01,7.399727e-06,2.150607e-02,3.127095e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.336288e-08,2.107000e+01,1.106676e-01,7.622849e-06,2.215673e-02,3.127533e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.426870e-08,2.113000e+01,1.123658e-01,7.854621e-06,2.283263e-02,3.127988e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.520964e-08,2.118000e+01,1.139501e-01,8.095380e-06,2.353473e-02,3.128461e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.618706e-08,2.123000e+01,1.155621e-01,8.345474e-06,2.426405e-02,3.128952e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.720238e-08,2.127000e+01,1.170545e-01,8.605264e-06,2.502166e-02,3.129462e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.825707e-08,2.130500e+01,1.184970e-01,8.875127e-06,2.580863e-02,3.129991e+02,0.000000e+00,5.130467e-03,1.000000e+00
2.935264e-08,2.134000e+01,1.199606e-01,9.155453e-06,2.662612e-02,3.130542e+02,0.000000e+00,5.130467e-03,1.000000e+00
3.049070e-08,2.136500e+01,1.212966e-01,9.446647e-06,2.747530e-02,3.131113e+02,0.000000e+00,5.130467e-03,1.000000e+00
3.167288e-08,2.139000e+01,1.226494e-01,9.749132e-06,2.835740e-02,3.131707e+02,0.000000e+00,5.130467e-03,1.000000e+00
3.290089e-08,2.140500e+01,1.238697e-01,1.006334e-05,2.927371e-02,3.132324e+02,0.000000e+00,5.130467e-03,1.000000e+00
3.417652e-08,2.142000e+01,1.251030e-01,1.038974e-05,3.022554e-02,3.132965e+02,0.000000e+00,5.130467e-03,1.000000e+00
3.550160e-08,2.143000e+01,1.262735e-01,1.072879e-05,3.121428e-02,3.133630e+02,0.000000e+00,5.130467e-03,1.000000e+00
3.687806e-08,2.143500e+01,1.273792e-01,1.108099e-05,3.224135e-02,3.134321e+02,0.000000e+00,5.130467e-03,1.000000e+00
3.830789e-08,2.143500e+01,1.284185e-01,1.144684e-05,3.330825e-02,3.135040e+02,0.000000e+00,5.130467e-03,1.000000e+00
3.979316e-08,2.143000e+01,1.293896e-01,1.182687e-05,3.441651e-02,3.135786e+02,0.000000e+00,5.130467e-03,1.000000e+00
