p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.099116e-15,3.000000e+01,5.787332e-07,7.556374e-12,9.210356e+02,0.000000e+00
1.208057e-15,3.000000e+01,6.339897e-07,8.277889e-12,9.211547e+02,0.000000e+00
1.327795e-15,3.000000e+01,6.947223e-07,9.070918e-12,9.212857e+02,0.000000e+00
1.459402e-15,3.000000e+01,7.614737e-07,9.942550e-12,9.214296e+02,0.000000e+00
1.604053e-15,3.000000e+01,8.348403e-07,1.090057e-11,9.215878e+02,0.000000e+00
1.763041e-15,3.000000e+01,9.154775e-07,1.195355e-11,9.217617e+02,0.000000e+00
1.937787e-15,3.000000e+01,1.004106e-06,1.311090e-11,9.219528e+02,0.000000e+00
2.129854e-15,3.000000e+01,1.101517e-06,1.438296e-11,9.221629e+02,0.000000e+00
2.340957e-15,3.000000e+01,1.208580e-06,1.578111e-11,9.223938e+02,0.000000e+00
2.572985e-15,3.000000e+01,1.326253e-06,1.731783e-11,9.226476e+02,0.000000e+00
2.828010e-15,3.000000e+01,1.455587e-06,1.900686e-11,9.229265e+02,0.000000e+00
3.108312e-15,3.000000e+01,1.597735e-06,2.086331e-11,9.232331e+02,0.000000e+00
3.416397e-15,3.000000e+01,1.753968e-06,2.290376e-11,9.235701e+02,0.000000e+00
3.755018e-15,3.000000e+01,1.925681e-06,2.514646e-11,9.239404e+02,0.000000e+00
4.127202e-15,3.000000e+01,2.114407e-06,2.761144e-11,9.243475e+02,0.000000e+00
4.536276e-15,3.000000e+01,2.321831e-06,3.032074e-11,9.247949e+02,0.000000e+00
4.985896e-15,3.000000e+01,2.474071e-06,3.230265e-11,9.250937e+02,0.000000e+00
5.480080e-15,3.000000e+01,2.511192e-06,3.278734e-11,9.250939e+02,0.000000e+00
6.023247e-15,3.000000e+01,2.551993e-06,3.332008e-11,9.250941e+02,0.000000e+00
6.620250e-15,3.000000e+01,2.596837e-06,3.390561e-11,9.250943e+02,0.000000e+00
7.276425e-15,3.000000e+01,2.646127e-06,3.454918e-11,9.250946e+02,0.000000e+00
7.997639e-15,3.000000e+01,2.700301e-06,3.525654e-11,9.250949e+02,0.000000e+00
8.790337e-15,3.000000e+01,2.759845e-06,3.603401e-11,9.250952e+02,0.000000e+00
9.661604e-15,3.000000e+01,2.825291e-06,3.688854e-11,9.250955e+02,0.000000e+00
1.061923e-14,3.000000e+01,2.897223e-06,3.782777e-11,9.250959e+02,0.000000e+00
1.167177e-14,3.000000e+01,2.976285e-06,3.886009e-11,9.250963e+02,0.000000e+00
