p_c,R,M,e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
2.674114e-06,1.837800e+00,1.584601e-02,6.094674e-04,2.642399e+00,3.560000e+02,0.000000e+00,2.130459e-01,1.000000e+00
2.891492e-06,1.909500e+00,1.777446e-02,6.104100e-04,2.646389e+00,3.561279e+02,0.000000e+00,2.141702e-01,1.000000e+00
3.126540e-06,1.983600e+00,1.992436e-02,6.114292e-04,2.650703e+00,3.562663e+02,0.000000e+00,2.153858e-01,1.000000e+00
3.380696e-06,2.060000e+00,2.232067e-02,6.125312e-04,2.655367e+00,3.564159e+02,0.000000e+00,2.167003e-01,1.000000e+00
3.655511e-06,2.139000e+00,2.499076e-02,6.137229e-04,2.660411e+00,3.565776e+02,0.000000e+00,2.181217e-01,1.000000e+00
3.952666e-06,2.220400e+00,2.796317e-02,6.150114e-04,2.665865e+00,3.567525e+02,0.000000e+00,2.196586e-01,1.000000e+00
4.273977e-06,2.304400e+00,3.127112e-02,6.164046e-04,2.671762e+00,3.569417e+02,0.000000e+00,2.213204e-01,1.000000e+00
4.621408e-06,2.391100e+00,3.494947e-02,6.179112e-04,2.678139e+00,3.571462e+02,0.000000e+00,2.231173e-01,1.000000e+00
4.997080e-06,2.480400e+00,3.903673e-02,6.195401e-04,2.685034e+00,3.573673e+02,0.000000e+00,2.250603e-01,1.000000e+00
5.403291e-06,2.572400e+00,4.357447e-02,6.213015e-04,2.692490e+00,3.576064e+02,0.000000e+00,2.271612e-01,1.000000e+00
5.842523e-06,2.667200e+00,4.860819e-02,6.232061e-04,2.700551e+00,3.578649e+02,0.000000e+00,2.294329e-01,1.000000e+00
6.317459e-06,2.764700e+00,5.418693e-02,6.252033e-04,2.708985e+00,3.581412e+02,0.000000e+00,2.316306e-01,1.000000e+00
6.831004e-06,2.865100e+00,6.036527e-02,6.273000e-04,2.717817e+00,3.584367e+02,0.000000e+00,2.337454e-01,1.000000e+00
7.386294e-06,2.968200e+00,6.720133e-02,6.295671e-04,2.727368e+00,3.587563e+02,0.000000e+00,2.360320e-01,1.000000e+00
7.986723e-06,3.074200e+00,7.475523e-02,6.320185e-04,2.737695e+00,3.591018e+02,0.000000e+00,2.385045e-01,1.000000e+00
8.635961e-06,3.182900e+00,8.309107e-02,6.346692e-04,2.748861e+00,3.594754e+02,0.000000e+00,2.411780e-01,1.000000e+00
9.337975e-06,3.294400e+00,9.227792e-02,6.375354e-04,2.760935e+00,3.598794e+02,0.000000e+00,2.440688e-01,1.000000e+00
1.009706e-05,3.408700e+00,1.023893e-01,6.405303e-04,2.773508e+00,3.603095e+02,0.000000e+00,2.467798e-01,1.000000e+00
1.091784e-05,3.525600e+00,1.135063e-01,6.437255e-04,2.786903e+00,3.607718e+02,0.000000e+00,2.495402e-01,1.000000e+00
1.180535e-05,3.645200e+00,1.257084e-01,6.471806e-04,2.801387e+00,3.612717e+02,0.000000e+00,2.525250e-01,1.000000e+00
1.276500e-05,3.767300e+00,1.390785e-01,6.509164e-04,2.817049e+00,3.618123e+02,0.000000e+00,2.557524e-01,1.000000e+00
1.380267e-05,3.891900e+00,1.537022e-01,6.548550e-04,2.833506e+00,3.623889e+02,0.000000e+00,2.587833e-01,1.000000e+00
1.492468e-05,4.018800e+00,1.696771e-01,6.590621e-04,2.851056e+00,3.630083e+02,0.000000e+00,2.618257e-01,1.000000e+00
1.613790e-05,4.148000e+00,1.870857e-01,6.636112e-04,2.870034e+00,3.636781e+02,0.000000e+00,2.651154e-01,1.000000e+00
1.744975e-05,4.279200e+00,2.060215e-01,6.684293e-04,2.890079e+00,3.643946e+02,0.000000e+00,2.687109e-01,1.000000e+00
1.886823e-05,4.412400e+00,2.265825e-01,6.735519e-04,2.911343e+00,3.651627e+02,0.000000e+00,2.726318e-01,1.000000e+00
2.040202e-05,4.547300e+00,2.488552e-01,6.790910e-04,2.934336e+00,3.659933e+02,0.000000e+00,2.768715e-01,1.000000e+00
2.206050e-05,4.683800e+00,2.729245e-01,6.850056e-04,2.958767e+00,3.668737e+02,0.000000e+00,2.784452e-01,1.000000e+00
2.385379e-05,4.821500e+00,2.988681e-01,6.914004e-04,2.985181e+00,3.678255e+02,0.000000e+00,2.801223e-01,1.000000e+00
2.579285e-05,4.960300e+00,3.267698e-01,6.981643e-04,3.012997e+00,3.688402e+02,0.000000e+00,2.836046e-01,1.000000e+00
2.788954e-05,5.099800e+00,3.566796e-01,7.054448e-04,3.042909e+00,3.699341e+02,0.000000e+00,2.877384e-01,1.000000e+00
3.015668e-05,5.239800e+00,3.886758e-01,7.131859e-04,3.074561e+00,3.710971e+02,0.000000e+00,2.908266e-01,1.000000e+00
3.260810e-05,5.380000e+00,4.227962e-01,7.215215e-04,3.108591e+00,3.723472e+02,0.000000e+00,2.937396e-01,1.000000e+00
3.525880e-05,5.520000e+00,4.590714e-01,7.304620e-04,3.144966e+00,3.736815e+02,0.000000e+00,2.959551e-01,1.000000e+00
3.812498e-05,5.659400e+00,4.974989e-01,7.402272e-04,3.184609e+00,3.751048e+02,0.000000e+00,2.943807e-01,1.000000e+00
4.122414e-05,5.797800e+00,5.380416e-01,7.508284e-04,3.227550e+00,3.766267e+02,0.000000e+00,2.924236e-01,1.000000e+00
4.457524e-05,5.934700e+00,5.806513e-01,7.623593e-04,3.274165e+00,3.782510e+02,0.000000e+00,2.908925e-01,1.000000e+00
4.819875e-05,6.069500e+00,6.252200e-01,7.751144e-04,3.325802e+00,3.799810e+02,0.000000e+00,2.841581e-01,1.000000e+00
5.211681e-05,6.202000e+00,6.717030e-01,7.881581e-04,3.377754e+00,3.818204e+02,0.000000e+00,2.990775e-01,1.000000e+00
5.635337e-05,6.331700e+00,7.200205e-01,8.025939e-04,3.435333e+00,3.837775e+02,0.000000e+00,2.936541e-01,1.000000e+00
6.093431e-05,6.458300e+00,7.699916e-01,8.182138e-04,3.497402e+00,3.858579e+02,0.000000e+00,2.932962e-01,1.000000e+00
6.588764e-05,6.581100e+00,8.214528e-01,8.350745e-04,3.564072e+00,3.880664e+02,0.000000e+00,2.938091e-01,1.000000e+00
7.124362e-05,6.699800e+00,8.742094e-01,8.532690e-04,3.635620e+00,3.904057e+02,0.000000e+00,2.943853e-01,1.000000e+00
7.703499e-05,6.814100e+00,9.280564e-01,8.729085e-04,3.712430e+00,3.928852e+02,0.000000e+00,2.949147e-01,1.000000e+00
8.329714e-05,6.923400e+00,9.827338e-01,8.946664e-04,3.797447e+00,3.955113e+02,0.000000e+00,2.857580e-01,1.000000e+00
9.006834e-05,7.026800e+00,1.037733e+00,9.200808e-04,3.897473e+00,3.982829e+02,0.000000e+00,2.631292e-01,1.000000e+00
9.738996e-05,7.123300e+00,1.092420e+00,9.495241e-04,4.013838e+00,4.011942e+02,0.000000e+00,2.468882e-01,1.000000e+00
1.053068e-04,7.173700e+00,1.124689e+00,1.500689e-03,6.248921e+00,4.037980e+02,0.000000e+00,3.422838e-02,1.899011e+00
1.138671e-04,7.162500e+00,1.126662e+00,1.593396e-03,6.619586e+00,4.058952e+02,0.000000e+00,2.364540e-01,2.000000e+00
1.231233e-04,7.143400e+00,1.128531e+00,1.630104e-03,6.761538e+00,4.080728e+02,0.000000e+00,2.523232e-01,2.000000e+00
1.331320e-04,7.120600e+00,1.131587e+00,1.669213e-03,6.911906e+00,4.103745e+02,0.000000e+00,2.559899e-01,2.000000e+00
1.439542e-04,7.095500e+00,1.136096e+00,1.710910e-03,7.071311e+00,4.128089e+02,0.000000e+00,2.597632e-01,2.000000e+00
1.556562e-04,7.068900e+00,1.142155e+00,1.755374e-03,7.240304e+00,4.153831e+02,0.000000e+00,2.636364e-01,2.000000e+00
1.683095e-04,7.041300e+00,1.149780e+00,1.802779e-03,7.419380e+00,4.181029e+02,0.000000e+00,2.676038e-01,2.000000e+00
1.819913e-04,7.012900e+00,1.158940e+00,1.853223e-03,7.608544e+00,4.209650e+02,0.000000e+00,2.716260e-01,2.000000e+00
1.967853e-04,6.984000e+00,1.169561e+00,1.907052e-03,7.809139e+00,4.239895e+02,0.000000e+00,2.757418e-01,2.000000e+00
2.127819e-04,6.954700e+00,1.181532e+00,1.964321e-03,8.020845e+00,4.271662e+02,0.000000e+00,2.798815e-01,2.000000e+00
2.300789e-04,6.925000e+00,1.194717e+00,2.025395e-03,8.244993e+00,4.305142e+02,0.000000e+00,2.840820e-01,2.000000e+00
2.487819e-04,6.895000e+00,1.208957e+00,2.090495e-03,8.482057e+00,4.340364e+02,0.000000e+00,2.883112e-01,2.000000e+00
2.690053e-04,6.864700e+00,1.224107e+00,2.159836e-03,8.732385e+00,4.377327e+02,0.000000e+00,2.925422e-01,2.000000e+00
2.908727e-04,6.833900e+00,1.239969e+00,2.233765e-03,8.996996e+00,4.416144e+02,0.000000e+00,2.967726e-01,2.000000e+00
3.145176e-04,6.802500e+00,1.256359e+00,2.312603e-03,9.276667e+00,4.456876e+02,0.000000e+00,3.009808e-01,2.000000e+00
3.400846e-04,6.770600e+00,1.273100e+00,2.396700e-03,9.572242e+00,4.499587e+02,0.000000e+00,3.051568e-01,2.000000e+00
3.677300e-04,6.737900e+00,1.289995e+00,2.486395e-03,9.884362e+00,4.544290e+02,0.000000e+00,3.092656e-01,2.000000e+00
3.976226e-04,6.704300e+00,1.306867e+00,2.582142e-03,1.021423e+01,4.591094e+02,0.000000e+00,3.133070e-01,2.000000e+00
4.299452e-04,6.669800e+00,1.323559e+00,2.684415e-03,1.056302e+01,4.640095e+02,0.000000e+00,3.172691e-01,2.000000e+00
4.648953e-04,6.634400e+00,1.339892e+00,2.793620e-03,1.093130e+01,4.691244e+02,0.000000e+00,3.211109e-01,2.000000e+00
5.026865e-04,6.597800e+00,1.355722e+00,2.910372e-03,1.132077e+01,4.744711e+02,0.000000e+00,3.248428e-01,2.000000e+00
5.435497e-04,6.560100e+00,1.370907e+00,3.035228e-03,1.173253e+01,4.800525e+02,0.000000e+00,3.284438e-01,2.000000e+00
5.877347e-04,6.521100e+00,1.385319e+00,3.168800e-03,1.216777e+01,4.858714e+02,0.000000e+00,3.318941e-01,2.000000e+00
6.355115e-04,6.481000e+00,1.398855e+00,3.311798e-03,1.262808e+01,4.919368e+02,0.000000e+00,3.351898e-01,2.000000e+00
6.871720e-04,6.439600e+00,1.411402e+00,3.464961e-03,1.311492e+01,4.982526e+02,0.000000e+00,3.383177e-01,2.000000e+00
7.430320e-04,6.397000e+00,1.422888e+00,3.629113e-03,1.362997e+01,5.048255e+02,0.000000e+00,3.412721e-01,2.000000e+00
8.034328e-04,6.353200e+00,1.433237e+00,3.805164e-03,1.417513e+01,5.116645e+02,0.000000e+00,3.440522e-01,2.000000e+00
8.687435e-04,6.308200e+00,1.442379e+00,3.994059e-03,1.475208e+01,5.187704e+02,0.000000e+00,3.466462e-01,2.000000e+00
9.393634e-04,6.262000e+00,1.450291e+00,4.196877e-03,1.536306e+01,5.261538e+02,0.000000e+00,3.490587e-01,2.000000e+00
