p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.095687e-15,3.000000e+01,5.769935e-07,7.533658e-12,9.210318e+02,0.000000e+00
1.200529e-15,3.000000e+01,6.301714e-07,8.228032e-12,9.211465e+02,0.000000e+00
1.315404e-15,3.000000e+01,6.884372e-07,8.988849e-12,9.212721e+02,0.000000e+00
1.441270e-15,3.000000e+01,7.522774e-07,9.822465e-12,9.214098e+02,0.000000e+00
1.579181e-15,3.000000e+01,8.222254e-07,1.073585e-11,9.215606e+02,0.000000e+00
1.730287e-15,3.000000e+01,8.988654e-07,1.173663e-11,9.217259e+02,0.000000e+00
1.895853e-15,3.000000e+01,9.828375e-07,1.283317e-11,9.219070e+02,0.000000e+00
2.077260e-15,3.000000e+01,1.074843e-06,1.403464e-11,9.221054e+02,0.000000e+00
2.276026e-15,3.000000e+01,1.175650e-06,1.535107e-11,9.223228e+02,0.000000e+00
2.493812e-15,3.000000e+01,1.286101e-06,1.679346e-11,9.225610e+02,0.000000e+00
2.732436e-15,3.000000e+01,1.407118e-06,1.837388e-11,9.228220e+02,0.000000e+00
2.993894e-15,3.000000e+01,1.539711e-06,2.010552e-11,9.231080e+02,0.000000e+00
3.280370e-15,3.000000e+01,1.684988e-06,2.200285e-11,9.234213e+02,0.000000e+00
3.594257e-15,3.000000e+01,1.844161e-06,2.408173e-11,9.237646e+02,0.000000e+00
3.938180e-15,3.000000e+01,2.018559e-06,2.635954e-11,9.241408e+02,0.000000e+00
4.315011e-15,3.000000e+01,2.209638e-06,2.885529e-11,9.245529e+02,0.000000e+00
4.727900e-15,3.000000e+01,2.418992e-06,3.158986e-11,9.250045e+02,0.000000e+00
5.180296e-15,3.000000e+01,2.488673e-06,3.249332e-11,9.250938e+02,0.000000e+00
5.675982e-15,3.000000e+01,2.525907e-06,3.297948e-11,9.250940e+02,0.000000e+00
6.219097e-15,3.000000e+01,2.566704e-06,3.351216e-11,9.250942e+02,0.000000e+00
6.814182e-15,3.000000e+01,2.611405e-06,3.409582e-11,9.250944e+02,0.000000e+00
7.466208e-15,3.000000e+01,2.660382e-06,3.473532e-11,9.250947e+02,0.000000e+00
8.180624e-15,3.000000e+01,2.714046e-06,3.543601e-11,9.250950e+02,0.000000e+00
8.963401e-15,3.000000e+01,2.772845e-06,3.620375e-11,9.250953e+02,0.000000e+00
9.821078e-15,3.000000e+01,2.837270e-06,3.704495e-11,9.250956e+02,0.000000e+00
1.076082e-14,3.000000e+01,2.907859e-06,3.796664e-11,9.250960e+02,0.000000e+00
1.179049e-14,3.000000e+01,2.985203e-06,3.897653e-11,9.250964e+02,0.000000e+00
1.291868e-14,3.000000e+01,3.069948e-06,4.008305e-11,9.250968e+02,0.000000e+00
1.415483e-14,3.000000e+01,3.162801e-06,4.129545e-11,9.250973e+02,0.000000e+00
1.550926e-14,3.000000e+01,3.264538e-06,4.262386e-11,9.250978e+02,0.000000e+00
1.699329e-14,3.000000e+01,3.376010e-06,4.407938e-11,9.250984e+02,0.000000e+00
1.861932e-14,3.000000e+01,3.498148e-06,4.567418e-11,9.250991e+02,0.000000e+00
2.040094e-14,3.000000e+01,3.631973e-06,4.742157e-11,9.250998e+02,0.000000e+00
2.235303e-14,3.000000e+01,3.778602e-06,4.933617e-11,9.251005e+02,0.000000e+00
2.449192e-14,3.000000e+01,3.939261e-06,5.143397e-11,9.251014e+02,0.000000e+00
2.683547e-14,3.000000e+01,4.115292e-06,5.373250e-11,9.251023e+02,0.000000e+00
2.940327e-14,3.000000e+01,4.308165e-06,5.625097e-11,9.251033e+02,0.000000e+00
3.221677e-14,3.000000e+01,4.519493e-06,5.901042e-11,9.251044e+02,0.000000e+00
3.529948e-14,3.000000e+01,4.751041e-06,6.203392e-11,9.251056e+02,0.000000e+00
3.867717e-14,3.000000e+01,5.004743e-06,6.534672e-11,9.251069e+02,0.000000e+00
