p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
1.000000e-15,3.000000e+01,5.284591e-07,6.899924e-12,9.209271e+02,0.000000e+00
1.095373e-15,3.000000e+01,5.768344e-07,7.531581e-12,9.210315e+02,0.000000e+00
1.199842e-15,3.000000e+01,6.298228e-07,8.223480e-12,9.211457e+02,0.000000e+00
1.314274e-15,3.000000e+01,6.878643e-07,8.981369e-12,9.212709e+02,0.000000e+00
1.439621e-15,3.000000e+01,7.514407e-07,9.811539e-12,9.214080e+02,0.000000e+00
1.576922e-15,3.000000e+01,8.210796e-07,1.072088e-11,9.215582e+02,0.000000e+00
1.727317e-15,3.000000e+01,8.973590e-07,1.171696e-11,9.217226e+02,0.000000e+00
1.892057e-15,3.000000e+01,9.809122e-07,1.280803e-11,9.219028e+02,0.000000e+00
2.072508e-15,3.000000e+01,1.072432e-06,1.400316e-11,9.221002e+02,0.000000e+00
2.270169e-15,3.000000e+01,1.172679e-06,1.531227e-11,9.223164e+02,0.000000e+00
2.486681e-15,3.000000e+01,1.282485e-06,1.674624e-11,9.225532e+02,0.000000e+00
2.723844e-15,3.000000e+01,1.402760e-06,1.831697e-11,9.228126e+02,0.000000e+00
2.983625e-15,3.000000e+01,1.534504e-06,2.003750e-11,9.230967e+02,0.000000e+00
3.268182e-15,3.000000e+01,1.678807e-06,2.192213e-11,9.234080e+02,0.000000e+00
3.579878e-15,3.000000e+01,1.836869e-06,2.398650e-11,9.237489e+02,0.000000e+00
3.921302e-15,3.000000e+01,2.010001e-06,2.624775e-11,9.241223e+02,0.000000e+00
4.295288e-15,3.000000e+01,2.199637e-06,2.872467e-11,9.245313e+02,0.000000e+00
4.704942e-15,3.000000e+01,2.407352e-06,3.143782e-11,9.249794e+02,0.000000e+00
5.153666e-15,3.000000e+01,2.486673e-06,3.246720e-11,9.250938e+02,0.000000e+00
5.645187e-15,3.000000e+01,2.523594e-06,3.294928e-11,9.250940e+02,0.000000e+00
6.183585e-15,3.000000e+01,2.564037e-06,3.347733e-11,9.250942e+02,0.000000e+00
6.773332e-15,3.000000e+01,2.608336e-06,3.405575e-11,9.250944e+02,0.000000e+00
7.419324e-15,3.000000e+01,2.656860e-06,3.468933e-11,9.250947e+02,0.000000e+00
8.126927e-15,3.000000e+01,2.710013e-06,3.538334e-11,9.250949e+02,0.000000e+00
8.902016e-15,3.000000e+01,2.768234e-06,3.614354e-11,9.250952e+02,0.000000e+00
9.751028e-15,3.000000e+01,2.832008e-06,3.697625e-11,9.250956e+02,0.000000e+00
1.068101e-14,3.000000e+01,2.901864e-06,3.788837e-11,9.250959e+02,0.000000e+00
