p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
7.892937e-09,1.577500e+01,4.315671e-02,3.875382e-06,1.122921e-02,3.120000e+02,0.000000e+00,4.966422e-03,1.000000e+00
8.201724e-09,1.606500e+01,4.558354e-02,3.956996e-06,1.146722e-02,3.120150e+02,0.000000e+00,4.966422e-03,1.000000e+00
8.522591e-09,1.634500e+01,4.801386e-02,4.041802e-06,1.171455e-02,3.120305e+02,0.000000e+00,4.966422e-03,1.000000e+00
8.856012e-09,1.660500e+01,5.037561e-02,4.129927e-06,1.197156e-02,3.120467e+02,0.000000e+00,4.966422e-03,1.000000e+00
9.202476e-09,1.685500e+01,5.272791e-02,4.221499e-06,1.223862e-02,3.120635e+02,0.000000e+00,4.966422e-03,1.000000e+00
9.562495e-09,1.709500e+01,5.507362e-02,4.316653e-06,1.251613e-02,3.120809e+02,0.000000e+00,4.966422e-03,1.000000e+00
9.936598e-09,1.732500e+01,5.739969e-02,4.415530e-06,1.280449e-02,3.120991e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.032534e-08,1.754000e+01,5.967516e-02,4.518275e-06,1.310414e-02,3.121179e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.072928e-08,1.775000e+01,6.196180e-02,4.625040e-06,1.341551e-02,3.121375e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.114904e-08,1.794500e+01,6.418611e-02,4.735982e-06,1.373906e-02,3.121578e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.158521e-08,1.813500e+01,6.642204e-02,4.851264e-06,1.407527e-02,3.121790e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.203844e-08,1.831500e+01,6.862114e-02,4.971056e-06,1.442463e-02,3.122010e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.250941e-08,1.848500e+01,7.077829e-02,5.095535e-06,1.478766e-02,3.122238e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.299880e-08,1.865000e+01,7.294576e-02,5.224883e-06,1.516489e-02,3.122475e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.350734e-08,1.880500e+01,7.506311e-02,5.359292e-06,1.555688e-02,3.122722e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.403577e-08,1.895500e+01,7.717466e-02,5.498959e-06,1.596420e-02,3.122978e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.458488e-08,1.909500e+01,7.923756e-02,5.644090e-06,1.638746e-02,3.123244e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.515547e-08,1.922500e+01,8.124729e-02,5.794899e-06,1.682728e-02,3.123521e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.574838e-08,1.935000e+01,8.324058e-02,5.951608e-06,1.728431e-02,3.123808e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.636449e-08,1.947000e+01,8.522502e-02,6.114448e-06,1.775922e-02,3.124107e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.700470e-08,1.958000e+01,8.713486e-02,6.283658e-06,1.825270e-02,3.124417e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.766996e-08,1.968500e+01,8.902936e-02,6.459488e-06,1.876549e-02,3.124740e+02,0.000000e+00,4.966422e-03,1.000000e+00
1.836124e-08,1.978500e+01,9.090598e-02,6.642197e-06,1.929834e-02,3.125075e+02,0.000000e+00,4.966422e-03,1.000000e+00
