p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
2.250880e-08,1.451000e+01,6.151601e-02,7.098395e-06,2.410703e-02,3.660000e+02,0.000000e+00,6.438641e-03,1.000000e+00
2.330190e-08,1.475500e+01,6.467707e-02,7.236325e-06,2.457858e-02,3.660283e+02,0.000000e+00,6.438641e-03,1.000000e+00
2.412295e-08,1.498000e+01,6.770670e-02,7.379115e-06,2.506675e-02,3.660575e+02,0.000000e+00,6.438641e-03,1.000000e+00
2.497292e-08,1.520000e+01,7.076325e-02,7.526936e-06,2.557212e-02,3.660878e+02,0.000000e+00,6.438641e-03,1.000000e+00
2.585285e-08,1.541000e+01,7.378487e-02,7.679966e-06,2.609529e-02,3.661192e+02,0.000000e+00,6.438641e-03,1.000000e+00
2.676378e-08,1.561000e+01,7.676407e-02,7.838388e-06,2.663690e-02,3.661516e+02,0.000000e+00,6.438641e-03,1.000000e+00
2.770680e-08,1.580000e+01,7.969318e-02,8.002392e-06,2.719759e-02,3.661852e+02,0.000000e+00,6.438641e-03,1.000000e+00
2.868306e-08,1.598500e+01,8.264164e-02,8.172175e-06,2.777804e-02,3.662200e+02,0.000000e+00,6.438641e-03,1.000000e+00
2.969371e-08,1.616000e+01,8.552798e-02,8.347939e-06,2.837894e-02,3.662561e+02,0.000000e+00,6.438641e-03,1.000000e+00
3.073997e-08,1.632500e+01,8.834441e-02,8.529897e-06,2.900101e-02,3.662933e+02,0.000000e+00,6.438641e-03,1.000000e+00
3.182310e-08,1.648500e+01,9.116535e-02,8.718267e-06,2.964500e-02,3.663319e+02,0.000000e+00,6.438641e-03,1.000000e+00
3.294439e-08,1.664000e+01,9.398787e-02,8.913273e-06,3.031168e-02,3.663719e+02,0.000000e+00,6.438641e-03,1.000000e+00
3.410519e-08,1.678500e+01,9.672378e-02,9.115151e-06,3.100186e-02,3.664133e+02,0.000000e+00,6.438641e-03,1.000000e+00
3.530689e-08,1.693000e+01,9.952422e-02,9.324142e-06,3.171635e-02,3.664561e+02,0.000000e+00,6.438641e-03,1.000000e+00
3.655094e-08,1.706000e+01,1.021697e-01,9.540496e-06,3.245601e-02,3.665004e+02,0.000000e+00,6.438641e-03,1.000000e+00
3.783882e-08,1.719000e+01,1.048732e-01,9.764474e-06,3.322174e-02,3.665463e+02,0.000000e+00,6.438641e-03,1.000000e+00
3.917207e-08,1.731000e+01,1.074690e-01,9.996344e-06,3.401445e-02,3.665938e+02,0.000000e+00,6.438641e-03,1.000000e+00
4.055231e-08,1.742500e+01,1.100415e-01,1.023638e-05,3.483509e-02,3.666430e+02,0.000000e+00,6.438641e-03,1.000000e+00
4.198117e-08,1.753500e+01,1.125875e-01,1.048488e-05,3.568465e-02,3.666940e+02,0.000000e+00,6.438641e-03,1.000000e+00
4.346039e-08,1.764000e+01,1.151036e-01,1.074213e-05,3.656414e-02,3.667467e+02,0.000000e+00,6.438641e-03,1.000000e+00
4.499172e-08,1.774000e+01,1.175865e-01,1.100845e-05,3.747462e-02,3.668012e+02,0.000000e+00,6.438641e-03,1.000000e+00
