p_c,R,M,e(pc),col2(pc)
1.299685e-05,2.000000e+01,7.857977e-01,3.009109e-04,1.008264e+03
1.430008e-05,2.000000e+01,8.357173e-01,3.107166e-04,1.012389e+03
1.573398e-05,2.000000e+01,8.884297e-01,3.207669e-04,1.016789e+03
1.731168e-05,2.000000e+01,9.439426e-01,3.310348e-04,1.021481e+03
1.904757e-05,2.000000e+01,1.002277e+00,3.415782e-04,1.026484e+03
2.095752e-05,2.000000e+01,1.063490e+00,3.524747e-04,1.031840e+03
2.305899e-05,2.000000e+01,1.127552e+00,3.637277e-04,1.037571e+03
2.537118e-05,2.000000e+01,1.194487e+00,3.752892e-04,1.043683e+03
2.791522e-05,2.000000e+01,1.264216e+00,3.871858e-04,1.050209e+03
3.071436e-05,2.000000e+01,1.336675e+00,3.994453e-04,1.057178e+03
3.379418e-05,2.000000e+01,1.411760e+00,4.121276e-04,1.064629e+03
3.718281e-05,2.000000e+01,1.489346e+00,4.252601e-04,1.072596e+03
4.091124e-05,2.000000e+01,1.569257e+00,4.388750e-04,1.081116e+03
4.501353e-05,2.000000e+01,1.651299e+00,4.529937e-04,1.090223e+03
4.952716e-05,2.000000e+01,1.735246e+00,4.676536e-04,1.099959e+03
5.449339e-05,2.000000e+01,1.820813e+00,4.828964e-04,1.110366e+03
5.995760e-05,2.000000e+01,1.907765e+00,4.987751e-04,1.121490e+03
6.596972e-05,2.000000e+01,1.995620e+00,5.153513e-04,1.133389e+03
7.258469e-05,2.000000e+01,2.084154e+00,5.326794e-04,1.146106e+03
7.986296e-05,2.000000e+01,2.172939e+00,5.507925e-04,1.159687e+03
8.787105e-05,2.000000e+01,2.261565e+00,5.697453e-04,1.174176e+03
9.668212e-05,2.000000e+01,2.349612e+00,5.896876e-04,1.189670e+03
1.063767e-04,2.000000e+01,2.436635e+00,6.107306e-04,1.206240e+03
1.170434e-04,2.000000e+01,2.522192e+00,6.328569e-04,1.223893e+03
1.287797e-04,2.000000e+01,2.605842e+00,6.562767e-04,1.242756e+03
1.416928e-04,2.000000e+01,2.687144e+00,6.810960e-04,1.262885e+03
1.559007e-04,2.000000e+01,2.668226e+00,1.811432e-03,1.272545e+03
1.715333e-04,2.000000e+01,2.632983e+00,1.872870e-03,1.282497e+03
1.887335e-04,2.000000e+01,2.593000e+00,1.939226e-03,1.293112e+03
2.076583e-04,2.000000e+01,2.549871e+00,2.010891e-03,1.304424e+03
2.284808e-04,2.000000e+01,2.504616e+00,2.088265e-03,1.316458e+03
2.513912e-04,2.000000e+01,2.458028e+00,2.171810e-03,1.329247e+03
2.765989e-04,2.000000e+01,2.410784e+00,2.262048e-03,1.342828e+03
3.043343e-04,2.000000e+01,2.363444e+00,2.359503e-03,1.357225e+03
3.348508e-04,2.000000e+01,2.316524e+00,2.464805e-03,1.372472e+03
3.684272e-04,2.000000e+01,2.270456e+00,2.578637e-03,1.388605e+03
4.053704e-04,2.000000e+01,2.225570e+00,2.701770e-03,1.405661e+03
4.460181e-04,2.000000e+01,2.182160e+00,2.835022e-03,1.423667e+03
4.907416e-04,2.000000e+01,2.140431e+00,2.979325e-03,1.442657e+03
5.399496e-04,2.000000e+01,2.100536e+00,3.135727e-03,1.462671e+03
5.940919e-04,2.000000e+01,2.062499e+00,3.305352e-03,1.483734e+03
6.536632e-04,2.000000e+01,2.026373e+00,3.489489e-03,1.505886e+03
7.192079e-04,2.000000e+01,1.992062e+00,3.689538e-03,1.529154e+03
7.913249e-04,2.000000e+01,1.959491e+00,3.907070e-03,1.553574e+03
8.706733e-04,2.000000e+01,1.928596e+00,4.143807e-03,1.579171e+03
9.579782e-04,2.000000e+01,1.899203e+00,4.401686e-03,1.605983e+03
1.054037e-03,2.000000e+01,1.871057e+00,4.682841e-03,1.634040e+03
1.159729e-03,2.000000e+01,1.844069e+00,4.989629e-03,1.663372e+03
1.276018e-03,2.000000e+01,1.818054e+00,5.324658e-03,1.694003e+03
1.403968e-03,2.000000e+01,1.792919e+00,5.690820e-03,1.725966e+03
1.544748e-03,2.000000e+01,1.768428e+00,6.091327e-03,1.759290e+03
1.699644e-03,2.000000e+01,1.744542e+00,6.529706e-03,1.794000e+03
