p_c,R,M,e(pc),col2(pc)
9.115743e-06,2.000000e+01,6.233628e-01,2.666025e-04,9.950956e+02
1.016061e-05,2.000000e+01,6.233628e-01,2.768347e-04,9.988056e+02
1.132523e-05,2.000000e+01,7.188830e-01,2.872425e-04,1.002778e+03
1.262335e-05,2.000000e+01,7.714456e-01,2.980020e-04,1.007063e+03
1.407026e-05,2.000000e+01,7.714456e-01,3.090927e-04,1.011681e+03
1.568302e-05,2.000000e+01,8.869521e-01,3.204017e-04,1.016631e+03
1.748063e-05,2.000000e+01,9.500635e-01,3.320978e-04,1.021976e+03
1.948429e-05,2.000000e+01,9.500635e-01,3.441618e-04,1.027728e+03
2.171762e-05,2.000000e+01,1.087326e+00,3.566110e-04,1.033928e+03
2.420693e-05,2.000000e+01,1.087326e+00,3.694947e-04,1.040612e+03
2.698157e-05,2.000000e+01,1.239307e+00,3.828385e-04,1.047818e+03
3.007424e-05,2.000000e+01,1.320696e+00,3.966734e-04,1.055592e+03
3.352141e-05,2.000000e+01,1.405495e+00,4.110266e-04,1.063975e+03
3.736369e-05,2.000000e+01,1.493535e+00,4.259438e-04,1.073016e+03
4.164638e-05,2.000000e+01,1.584563e+00,4.414866e-04,1.082774e+03
4.641996e-05,2.000000e+01,1.678283e+00,4.576966e-04,1.093301e+03
5.174070e-05,2.000000e+01,1.678283e+00,4.745953e-04,1.104651e+03
5.767131e-05,2.000000e+01,1.872344e+00,4.922632e-04,1.116885e+03
6.428169e-05,2.000000e+01,1.971812e+00,5.107686e-04,1.130076e+03
7.164977e-05,2.000000e+01,2.072225e+00,5.302566e-04,1.144320e+03
7.986240e-05,2.000000e+01,2.173026e+00,5.507941e-04,1.159687e+03
8.901636e-05,2.000000e+01,2.173026e+00,5.723797e-04,1.176212e+03
9.921957e-05,2.000000e+01,2.373401e+00,5.953238e-04,1.194077e+03
1.105923e-04,2.000000e+01,2.471701e+00,6.195558e-04,1.213264e+03
1.232686e-04,2.000000e+01,2.463487e+00,1.630672e-03,1.224319e+03
1.373978e-04,2.000000e+01,2.424222e+00,1.685714e-03,1.234020e+03
1.531466e-04,2.000000e+01,2.380137e+00,1.745887e-03,1.244507e+03
1.707006e-04,2.000000e+01,2.380137e+00,1.811620e-03,1.255816e+03
1.902665e-04,2.000000e+01,2.380137e+00,1.883408e-03,1.267992e+03
2.120752e-04,2.000000e+01,2.235955e+00,1.961805e-03,1.281082e+03
2.363837e-04,2.000000e+01,2.187562e+00,2.047444e-03,1.295138e+03
2.634784e-04,2.000000e+01,2.140404e+00,2.140964e-03,1.310193e+03
2.936787e-04,2.000000e+01,2.140404e+00,2.243167e-03,1.326309e+03
3.273407e-04,2.000000e+01,2.140404e+00,2.354903e-03,1.343532e+03
3.648611e-04,2.000000e+01,2.012181e+00,2.477133e-03,1.361912e+03
4.066821e-04,2.000000e+01,1.975000e+00,2.610935e-03,1.381498e+03
4.532967e-04,2.000000e+01,1.940824e+00,2.757515e-03,1.402336e+03
5.052543e-04,2.000000e+01,1.909613e+00,2.918252e-03,1.424481e+03
5.631675e-04,2.000000e+01,1.881108e+00,3.094687e-03,1.447979e+03
6.277187e-04,2.000000e+01,1.855119e+00,3.288551e-03,1.472880e+03
6.996689e-04,2.000000e+01,1.831278e+00,3.501804e-03,1.499234e+03
7.798662e-04,2.000000e+01,1.831278e+00,3.736636e-03,1.527081e+03
8.692558e-04,2.000000e+01,1.831278e+00,3.995535e-03,1.556475e+03
9.688914e-04,2.000000e+01,1.768939e+00,4.281280e-03,1.587457e+03
1.079947e-03,2.000000e+01,1.750066e+00,4.597012e-03,1.620077e+03
1.203733e-03,2.000000e+01,1.731633e+00,4.946225e-03,1.654359e+03
1.341707e-03,2.000000e+01,1.713343e+00,5.332892e-03,1.690361e+03
1.495496e-03,2.000000e+01,1.694995e+00,5.761446e-03,1.728116e+03
1.666912e-03,2.000000e+01,1.676437e+00,6.236862e-03,1.767664e+03
1.857976e-03,2.000000e+01,1.657606e+00,6.764722e-03,1.809038e+03
2.070941e-03,2.000000e+01,1.638225e+00,7.351286e-03,1.852276e+03
2.308316e-03,2.000000e+01,1.618438e+00,8.003560e-03,1.897407e+03
2.572899e-03,2.000000e+01,1.618438e+00,8.729406e-03,1.944468e+03
2.867809e-03,2.000000e+01,1.577449e+00,9.537620e-03,1.993486e+03
3.196522e-03,2.000000e+01,1.556340e+00,1.043805e-02,2.044495e+03
3.562913e-03,2.000000e+01,1.534914e+00,1.144173e-02,2.097521e+03
3.971301e-03,2.000000e+01,1.513080e+00,1.256098e-02,2.152599e+03
4.426498e-03,2.000000e+01,1.491098e+00,1.380961e-02,2.209756e+03
4.933871e-03,2.000000e+01,1.469021e+00,1.520303e-02,2.269020e+03
5.499400e-03,2.000000e+01,1.446938e+00,1.675850e-02,2.330423e+03
6.129751e-03,2.000000e+01,1.424949e+00,1.849530e-02,2.394000e+03
