p_c,R,M,e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
9.223044e-07,1.379300e+00,5.267813e-03,4.792646e-04,2.361169e+00,3.120000e+02,0.000000e+00,2.465737e-01,1.000000e+00
9.972074e-07,1.433800e+00,5.916898e-03,4.795684e-04,2.362626e+00,3.120493e+02,0.000000e+00,2.465737e-01,1.000000e+00
1.078194e-06,1.490200e+00,6.643144e-03,4.798968e-04,2.364202e+00,3.121026e+02,0.000000e+00,2.465737e-01,1.000000e+00
1.165757e-06,1.548700e+00,7.456686e-03,4.802519e-04,2.365906e+00,3.121602e+02,0.000000e+00,2.465737e-01,1.000000e+00
1.260431e-06,1.609300e+00,8.367620e-03,4.806359e-04,2.367748e+00,3.122225e+02,0.000000e+00,2.465737e-01,1.000000e+00
1.362795e-06,1.672100e+00,9.387819e-03,4.810511e-04,2.369740e+00,3.122899e+02,0.000000e+00,2.465737e-01,1.000000e+00
1.473471e-06,1.737300e+00,1.052963e-02,4.814999e-04,2.371894e+00,3.123628e+02,0.000000e+00,2.465737e-01,1.000000e+00
1.593136e-06,1.804700e+00,1.180693e-02,4.819852e-04,2.374223e+00,3.124415e+02,0.000000e+00,2.465737e-01,1.000000e+00
1.722519e-06,1.874600e+00,1.323574e-02,4.825100e-04,2.376740e+00,3.125267e+02,0.000000e+00,2.465737e-01,1.000000e+00
1.862410e-06,1.947000e+00,1.483354e-02,4.830773e-04,2.379462e+00,3.126187e+02,0.000000e+00,2.465737e-01,1.000000e+00
2.013662e-06,2.022000e+00,1.661882e-02,4.836907e-04,2.382406e+00,3.127183e+02,0.000000e+00,2.465737e-01,1.000000e+00
2.177197e-06,2.099600e+00,1.861393e-02,4.843540e-04,2.385588e+00,3.128259e+02,0.000000e+00,2.465737e-01,1.000000e+00
2.354013e-06,2.179900e+00,2.084141e-02,4.850711e-04,2.389029e+00,3.129423e+02,0.000000e+00,2.465737e-01,1.000000e+00
2.545190e-06,2.263000e+00,2.332736e-02,4.858464e-04,2.392749e+00,3.130681e+02,0.000000e+00,2.465737e-01,1.000000e+00
2.751892e-06,2.348900e+00,2.610026e-02,4.866847e-04,2.396771e+00,3.132042e+02,0.000000e+00,2.465737e-01,1.000000e+00
2.975381e-06,2.437600e+00,2.919131e-02,4.875911e-04,2.401120e+00,3.133513e+02,0.000000e+00,2.465737e-01,1.000000e+00
3.217021e-06,2.529400e+00,3.263473e-02,4.885711e-04,2.405822e+00,3.135103e+02,0.000000e+00,2.465737e-01,1.000000e+00
3.478284e-06,2.624100e+00,3.646810e-02,4.896307e-04,2.410906e+00,3.136822e+02,0.000000e+00,2.465737e-01,1.000000e+00
3.760766e-06,2.721900e+00,4.073221e-02,4.907763e-04,2.416403e+00,3.138682e+02,0.000000e+00,2.465737e-01,1.000000e+00
4.066188e-06,2.822800e+00,4.547184e-02,4.919812e-04,2.422175e+00,3.140676e+02,0.000000e+00,2.472900e-01,1.000000e+00
4.396415e-06,2.926800e+00,5.073801e-02,4.932144e-04,2.428061e+00,3.142798e+02,0.000000e+00,2.495406e-01,1.000000e+00
4.753461e-06,3.034100e+00,5.658457e-02,4.945478e-04,2.434425e+00,3.145093e+02,0.000000e+00,2.519739e-01,1.000000e+00
5.139503e-06,3.144600e+00,6.306865e-02,4.959894e-04,2.441306e+00,3.147575e+02,0.000000e+00,2.546048e-01,1.000000e+00
5.556898e-06,3.258400e+00,7.025251e-02,4.975481e-04,2.448746e+00,3.150258e+02,0.000000e+00,2.574494e-01,1.000000e+00
6.008189e-06,3.375400e+00,7.820237e-02,4.992334e-04,2.456790e+00,3.153159e+02,0.000000e+00,2.605250e-01,1.000000e+00
6.496132e-06,3.495600e+00,8.698932e-02,5.010556e-04,2.465487e+00,3.156295e+02,0.000000e+00,2.638504e-01,1.000000e+00
7.023702e-06,3.619100e+00,9.668903e-02,5.030257e-04,2.474891e+00,3.159686e+02,0.000000e+00,2.674459e-01,1.000000e+00
7.594117e-06,3.745800e+00,1.073860e-01,5.050356e-04,2.484437e+00,3.163281e+02,0.000000e+00,2.706716e-01,1.000000e+00
8.210857e-06,3.875800e+00,1.191707e-01,5.071964e-04,2.494695e+00,3.167159e+02,0.000000e+00,2.740923e-01,1.000000e+00
8.877685e-06,4.008900e+00,1.321335e-01,5.095327e-04,2.505787e+00,3.171354e+02,0.000000e+00,2.777907e-01,1.000000e+00
9.598667e-06,4.145100e+00,1.463687e-01,5.120588e-04,2.517780e+00,3.175888e+02,0.000000e+00,2.817896e-01,1.000000e+00
1.037820e-05,4.284300e+00,1.619740e-01,5.147682e-04,2.530632e+00,3.180775e+02,0.000000e+00,2.859926e-01,1.000000e+00
1.122105e-05,4.426400e+00,1.790606e-01,5.175748e-04,2.543884e+00,3.185968e+02,0.000000e+00,2.898592e-01,1.000000e+00
1.213234e-05,4.571400e+00,1.977371e-01,5.206094e-04,2.558214e+00,3.191583e+02,0.000000e+00,2.940398e-01,1.000000e+00
1.311764e-05,4.719000e+00,2.181096e-01,5.238904e-04,2.573706e+00,3.197654e+02,0.000000e+00,2.985599e-01,1.000000e+00
