p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
1.801598e-06,1.580000e+00,6.524254e-03,5.830877e-04,1.653642e+00,2.980000e+02,0.000000e+00,2.530475e-01,1.000000e+00
1.844846e-06,1.600000e+00,6.764578e-03,5.833116e-04,1.654296e+00,2.980301e+02,0.000000e+00,2.530475e-01,1.000000e+00
1.889132e-06,1.615000e+00,6.967525e-03,5.835408e-04,1.654966e+00,2.980609e+02,0.000000e+00,2.530475e-01,1.000000e+00
1.934482e-06,1.635000e+00,7.229639e-03,5.837755e-04,1.655652e+00,2.980925e+02,0.000000e+00,2.530475e-01,1.000000e+00
1.980920e-06,1.655000e+00,7.498271e-03,5.840159e-04,1.656355e+00,2.981248e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.028473e-06,1.675000e+00,7.773509e-03,5.842620e-04,1.657074e+00,2.981579e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.077167e-06,1.695000e+00,8.055439e-03,5.845141e-04,1.657811e+00,2.981917e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.127030e-06,1.715000e+00,8.344146e-03,5.847722e-04,1.658565e+00,2.982264e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.178091e-06,1.735000e+00,8.639718e-03,5.850365e-04,1.659338e+00,2.982620e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.230377e-06,1.755000e+00,8.942242e-03,5.853071e-04,1.660129e+00,2.982983e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.283918e-06,1.775000e+00,9.251805e-03,5.855842e-04,1.660939e+00,2.983356e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.338744e-06,1.795000e+00,9.568496e-03,5.858680e-04,1.661768e+00,2.983737e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.394887e-06,1.815000e+00,9.892403e-03,5.861586e-04,1.662617e+00,2.984128e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.452377e-06,1.835000e+00,1.022362e-02,5.864562e-04,1.663487e+00,2.984528e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.511247e-06,1.860000e+00,1.063352e-02,5.867609e-04,1.664378e+00,2.984938e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.571531e-06,1.880000e+00,1.099578e-02,5.870729e-04,1.665290e+00,2.985357e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.633261e-06,1.900000e+00,1.135132e-02,5.873925e-04,1.666224e+00,2.985786e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.696474e-06,1.925000e+00,1.179094e-02,5.877197e-04,1.667180e+00,2.986226e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.761204e-06,1.945000e+00,1.217920e-02,5.880547e-04,1.668159e+00,2.986677e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.827488e-06,1.965000e+00,1.256003e-02,5.883978e-04,1.669162e+00,2.987138e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.895363e-06,1.990000e+00,1.304687e-02,5.887491e-04,1.670189e+00,2.987610e+02,0.000000e+00,2.530475e-01,1.000000e+00
2.964867e-06,2.010000e+00,1.344576e-02,5.891089e-04,1.671240e+00,2.988094e+02,0.000000e+00,2.530475e-01,1.000000e+00
3.036040e-06,2.035000e+00,1.395536e-02,5.894773e-04,1.672317e+00,2.988589e+02,0.000000e+00,2.530475e-01,1.000000e+00
3.108922e-06,2.060000e+00,1.447782e-02,5.898545e-04,1.673420e+00,2.989096e+02,0.000000e+00,2.530475e-01,1.000000e+00
3.183553e-06,2.080000e+00,1.490573e-02,5.902408e-04,1.674549e+00,2.989615e+02,0.000000e+00,2.530475e-01,1.000000e+00
3.259975e-06,2.105000e+00,1.545185e-02,5.906364e-04,1.675705e+00,2.990147e+02,0.000000e+00,2.530475e-01,1.000000e+00
3.338232e-06,2.130000e+00,1.601135e-02,5.910414e-04,1.676889e+00,2.990691e+02,0.000000e+00,2.530475e-01,1.000000e+00
3.418368e-06,2.155000e+00,1.658438e-02,5.914562e-04,1.678101e+00,2.991249e+02,0.000000e+00,2.530475e-01,1.000000e+00
3.500427e-06,2.180000e+00,1.715150e-02,5.918810e-04,1.679342e+00,2.991820e+02,0.000000e+00,2.530475e-01,1.000000e+00
