p_c,R,M,e(pc),col2(pc),col3(pc),col4(pc),col5(pc),col6(pc)
7.066520e-07,1.042900e+00,2.639397e-03,5.555796e-04,2.542153e+00,3.360000e+02,0.000000e+00,2.354132e-01,1.000000e+00
7.655327e-07,1.085200e+00,2.973912e-03,5.558297e-04,2.543272e+00,3.360360e+02,0.000000e+00,2.354132e-01,1.000000e+00
8.293195e-07,1.129200e+00,3.350097e-03,5.561007e-04,2.544483e+00,3.360750e+02,0.000000e+00,2.354132e-01,1.000000e+00
8.984213e-07,1.174800e+00,3.773434e-03,5.563942e-04,2.545795e+00,3.361173e+02,0.000000e+00,2.354132e-01,1.000000e+00
9.732808e-07,1.222200e+00,4.249111e-03,5.567122e-04,2.547217e+00,3.361631e+02,0.000000e+00,2.354132e-01,1.000000e+00
1.054378e-06,1.271500e+00,4.784121e-03,5.570567e-04,2.548757e+00,3.362126e+02,0.000000e+00,2.354132e-01,1.000000e+00
1.142232e-06,1.322600e+00,5.385234e-03,5.574299e-04,2.550426e+00,3.362664e+02,0.000000e+00,2.354132e-01,1.000000e+00
1.237407e-06,1.375700e+00,6.061017e-03,5.578342e-04,2.552233e+00,3.363246e+02,0.000000e+00,2.354132e-01,1.000000e+00
1.340512e-06,1.430800e+00,6.820796e-03,5.582721e-04,2.554191e+00,3.363876e+02,0.000000e+00,2.354132e-01,1.000000e+00
1.452208e-06,1.488000e+00,7.672848e-03,5.587466e-04,2.556312e+00,3.364559e+02,0.000000e+00,2.354132e-01,1.000000e+00
1.573211e-06,1.547400e+00,8.630443e-03,5.592606e-04,2.558610e+00,3.365299e+02,0.000000e+00,2.354132e-01,1.000000e+00
1.704297e-06,1.608900e+00,9.705213e-03,5.598174e-04,2.561100e+00,3.366101e+02,0.000000e+00,2.354132e-01,1.000000e+00
1.846304e-06,1.672800e+00,1.091100e-02,5.604207e-04,2.563797e+00,3.366969e+02,0.000000e+00,2.354132e-01,1.000000e+00
2.000145e-06,1.739100e+00,1.226383e-02,5.610742e-04,2.566718e+00,3.367910e+02,0.000000e+00,2.354132e-01,1.000000e+00
2.166804e-06,1.807700e+00,1.378034e-02,5.617821e-04,2.569883e+00,3.368929e+02,0.000000e+00,2.354132e-01,1.000000e+00
2.347349e-06,1.878900e+00,1.548003e-02,5.625490e-04,2.573312e+00,3.370033e+02,0.000000e+00,2.354132e-01,1.000000e+00
2.542939e-06,1.952600e+00,1.738386e-02,5.633799e-04,2.577027e+00,3.371230e+02,0.000000e+00,2.354132e-01,1.000000e+00
2.754825e-06,2.029000e+00,1.951518e-02,5.642799e-04,2.581051e+00,3.372525e+02,0.000000e+00,2.354132e-01,1.000000e+00
2.984367e-06,2.108100e+00,2.190002e-02,5.652550e-04,2.585410e+00,3.373929e+02,0.000000e+00,2.354132e-01,1.000000e+00
3.233034e-06,2.189900e+00,2.456678e-02,5.663113e-04,2.590132e+00,3.375450e+02,0.000000e+00,2.354132e-01,1.000000e+00
3.502422e-06,2.274500e+00,2.754667e-02,5.674556e-04,2.595248e+00,3.377097e+02,0.000000e+00,2.354132e-01,1.000000e+00
3.794256e-06,2.362000e+00,3.087429e-02,5.686953e-04,2.600791e+00,3.378882e+02,0.000000e+00,2.354132e-01,1.000000e+00
4.110406e-06,2.452400e+00,3.458754e-02,5.699978e-04,2.606602e+00,3.380796e+02,0.000000e+00,2.361343e-01,1.000000e+00
4.452899e-06,2.545800e+00,3.872930e-02,5.713487e-04,2.612613e+00,3.382843e+02,0.000000e+00,2.379870e-01,1.000000e+00
4.823930e-06,2.642200e+00,4.334543e-02,5.728123e-04,2.619124e+00,3.385060e+02,0.000000e+00,2.399941e-01,1.000000e+00
5.225877e-06,2.741800e+00,4.848531e-02,5.743977e-04,2.626177e+00,3.387462e+02,0.000000e+00,2.421685e-01,1.000000e+00
